# ======================================================
# Model: Hierarchical health care design : 3 levels (brown field)
# Joao Flavio F. Almeida <joao.flavio@dep.ufmg.br >
# Fabricio Oliveira <fabricio.oliveira@aalto.fi >
# Data   : 19/02/2022
# Versao: 1.0:
# Region: 10: Normandie (NO)
# =========================================================
data;

# param Distmax:=
# 1 80  # 80
# 2 120 # + 120
# 3 250; # + 200

# Minimal population on destination municipality (j) 
param POPmin:=
1	0
# 2	7000
# 3	20000
# 2	2000
# 3	4000
2	1262	# Q1
3	1771	# Q2 
;

param DurUpper:=
1 0.51 
# 2 1.4 
# 3 2.3; 
2 0.9 
3 1.1;

# Municipios selecionados que já possuem infraestrutura de nível 3
set S3:=
6427109	#	'Caen': Centre Hospitalier Universitaire de Caen
6484156	#	'Rouen' : Rouen University Hospital
;


# CODIGO	REGIAO (code)	LAT	LONG	POPULACAO 2030	INFR	MUNICIPIO	
 param: I :	RE	lat	lng	POP	INFR	Mun 	:=
6612581	10	48.8381	-1.58690	12567	0	'Granville'	
6451100	10	49.5444	0.95360	12211	0	'Barentin'	
6443376	10	49.3419	1.09140	12102	0	'Oissel'	
2971635	10	49.2806	1.77640	11674	0	'Gisors'	
6443597	10	49.6169	0.75310	11627	0	'Yvetot'	
3031871	10	49.5722	0.47250	11605	0	'Bolbec'	
3012903	10	49.1383	-0.35310	11567	0	'Ifs'	
2967972	10	48.8386	-0.88920	10762	0	'Vire'	
6443319	10	49.4819	1.04190	10730	1	'Maromme'	
3021484	10	49.4697	1.04970	10461	1	'Déville-lès-Rouen'	
3035639	10	48.6844	-1.35690	10246	0	'Avranches'	
3028214	10	49.2808	1.02110	10156	0	'Caudebec-lès-Elbeuf'	
6453900	10	49.3542	0.51390	10120	0	'Pont-Audemer'	
3033308	10	49.0886	0.59830	9951	0	'Bernay'	
6427331	10	49.1739	-0.32110	9893	1	'Mondeville'	
3021717	10	49.4447	1.15110	9773	0	'Darnétal'	
3015267	10	49.3575	1.00720	9716	0	'Grand-Couronne'	
2990537	10	49.9267	1.10140	9616	1	'Neuville-lès-Dieppe'	
2989013	10	49.2792	-0.25830	9250	0	'Ouistreham'	
6443239	10	49.5053	0.23310	9162	1	'Gonfreville-l’Orcher'	
2998322	10	49.5208	0.53750	8845	0	'Lillebonne'	
2990056	10	49.4892	0.57110	8744	1	'Notre-Dame-de-Gravenchon'	
6617650	10	49.3856	1.02750	8655	1	'Le Petit-Couronne'	
3022826	10	49.0453	-1.44530	8454	0	'Coutances'	
2998664	10	49.5067	0.19810	8395	0	'Harfleur'	
3032025	10	49.4547	1.11670	8331	0	'Bihorel'	
2977428	10	49.2775	1.04060	8305	1	'Saint-Pierre-lès-Elbeuf'	
2981547	10	49.3003	1.01110	8277	1	'Saint-Aubin-lès-Elbeuf'	
3002172	10	49.2456	1.41170	8092	0	'Les Andelys'	
8289772	10	48.8972	-0.19750	8086	0	'Falaise'	
6613857	10	48.765	0.62750	8019	1	'L’Aigle'	
3037860	10	49.4108	1.14190	7927	1	'Le Mesnil-Esnard'	
2980795	10	49.5064	0.08330	7349	0	'Sainte-Adresse'	
3013173	10	49.4189	0.23310	7138	1	'Honfleur'	
6443367	10	49.4883	1.04830	6990	1	'Notre-Dame-de-Bondeville'	
6427149	10	49.2042	-0.29720	6941	1	'Colombelles'	
3016807	10	49.1603	1.33580	6892	1	'Gaillon'	
2970860	10	49.5092	-1.46920	6827	0	'Valognes'	
3019329	10	50.0472	1.41970	6771	0	'Eu'	
2969799	10	48.7389	0.92780	6602	1	'Verneuil-sur-Avre'	
3032198	10	49.4278	1.12780	6429	1	'Bonsecours'	
2988305	10	49.5683	0.95360	6260	1	'Pavilly'	
2996492	10	49.5261	1.04030	6126	1	'Malaunay'	
6456111	10	49.6142	-1.60420	6070	1	'La Glacerie'	
6443244	10	49.4806	1.72390	6051	0	'Gournay-en-Bray'	
2989753	10	49.5558	0.11690	5987	0	'Octeville-sur-Mer'	
3032452	10	49.2289	-0.30000	5942	1	'Blainville-sur-Orne'	
2979531	10	48.5778	-1.09190	5932	1	'Saint-Hilaire-du-Harcouët'	
3028610	10	49.3033	-1.24830	5853	1	'Carentan'	
3009486	10	48.5925	-0.35720	5810	0	'La Ferté-Macé'	
2976986	10	49.0086	1.08940	5646	1	'Saint-Sébastien-de-Morsent'	
6427189	10	49.2856	-0.10110	5411	1	'Dives-sur-Mer'	
6435542	10	49.6633	-1.69530	5097	1	'Querqueville'	
2988848	10	49.0158	1.38190	5069	1	'Pacy-sur-Eure'	
3024026	10	48.9606	0.94250	5004	1	'Conches-en-Ouche'	
6427192	10	49.2933	-0.37940	4999	1	'Douvres-la-Délivrande'	
3018275	10	49.1461	-0.37640	4954	1	'Fleury-sur-Orne'	
3016113	10	49.1817	-0.28220	4951	1	'Giberville'	
6443142	10	49.315	1.03560	4943	0	'Cléon'	
3036371	10	49.1739	1.33440	4936	1	'Aubevoye'	
2979401	10	48.5228	-1.32470	4902	0	'Saint-James'	
6456469	10	49.4881	0.80530	4900	1	'Le Trait'	
6614571	10	50.0606	1.37110	4723	1	'Le Tréport'	
2990680	10	49.7339	1.44060	4711	0	'Neufchâtel-en-Bray'	
2991911	10	49.5464	1.07560	4661	1	'Monville'	
6427383	10	49.2856	0.18390	4634	1	'Pont-l’Évêque'	
3032896	10	49.3447	0.34250	4619	1	'Beuzeville'	
2971555	10	49.3675	0.08170	4614	1	'Trouville-sur-Mer'	
3020752	10	48.8508	-0.55000	4551	1	'Condé-sur-Noireau'	
6616280	10	48.8361	0.91390	4353	1	'Breteuil-sur-Iton'	
2986136	10	48.5533	-1.50720	4330	1	'Pontorson'	
3022947	10	49.3328	-0.45780	4242	1	'Courseulles-sur-Mer'	
3030007	10	49.1947	0.72030	4238	1	'Brionne'	
6455786	10	49.1483	0.90280	4204	0	'Le Neubourg'	
6454473	10	48.6047	0.17140	4193	0	'Sées'	
2977146	10	49.5314	0.35690	4172	0	'Saint-Romain-de-Colbosc'	
6430529	10	49.3028	1.15390	4151	1	'Pont-de-l’Arche'	
6454685	10	49.4847	0.87530	4135	1	'Duclair'	
3038611	10	49.1167	-1.11110	4061	1	'Agneaux'	
2977774	10	48.815	-1.56860	4053	1	'Saint-Pair-sur-Mer'	
6435379	10	49.0522	-1.03720	4033	1	'Condé-sur-Vire'	
3003773	10	49.5081	1.03610	4033	1	'Le Houlme'	
3030120	10	49.47	-1.62920	4014	1	'Bricquebec'	
2981755	10	48.9067	1.27640	3996	1	'Saint-André-de-l’Eure'	
6430419	10	49.0478	1.16360	3967	1	'Gravigny'	
6430282	10	49.3553	0.81750	3945	0	'Bourg-Achard'	
6427102	10	49.17	-0.41390	3919	1	'Bretteville-sur-Odon'	
6443514	10	49.8631	0.70690	3907	1	'Saint-Valéry-en-Caux'	
3031612	10	49.3881	1.20310	3867	1	'Boos'	
6443217	10	49.6125	1.54470	3813	1	'Forges-les-Eaux'	
2978981	10	48.5203	0.54720	3801	0	'Mortagne-au-Perche'	
2979796	10	48.4228	0.06190	3789	1	'Saint-Germain-du-Corbéis'	
3037059	10	49.1264	-0.16750	3756	1	'Argences'	
3019363	10	49.3058	1.61140	3753	1	'Étrépagny'	
6443485	10	49.8794	1.22030	3715	1	'Saint-Nicolas-d’Aliermont'	
2990020	10	49.2564	1.20560	3701	1	'Le Vaudreuil'	
6430370	10	48.8644	1.41970	3690	1	'Ézy-sur-Eure'	
2972307	10	49.3425	0.10190	3676	1	'Touques'	
6427551	10	49.155	-0.45250	3649	1	'Verson'	
3012712	10	49.3178	-1.10220	3619	1	'Isigny-sur-Mer'	
6427108	10	49.2883	-0.11640	3604	1	'Cabourg'	
3021668	10	49.3592	0.07440	3595	1	'Deauville-les-Bains'	
6443464	10	49.4344	1.15060	3577	1	'Saint-Léger-du-Bourg-Denis'	
6517892	10	48.8386	-1.22250	3550	1	'Villedieu-les-Poëles'	
2971641	10	49.1817	-0.18440	3481	1	'Troarn'	
6439080	10	48.5903	-0.64030	3473	1	'Domfront'	
3030405	10	48.8983	-1.51170	3438	1	'Bréhal'	
2977411	10	49.0189	-0.03250	3373	1	'Saint-Pierre-sur-Dives'	
6452520	10	49.4019	1.13000	3324	1	'Amfreville-la-Mi-Voie'	
6443294	10	49.4989	1.14250	3315	0	'Isneauville'	
6456806	10	49.2897	0.92420	3287	1	'Le Bosc-Roger-en-Roumois'	
2982973	10	49.3311	1.25890	3277	1	'Romilly-sur-Andelle'	
3012713	10	48.6189	-1.17140	3272	1	'Isigny-le-Buat'	
6435529	10	49.3797	-1.41750	3270	1	'Picauville'	
2997204	10	49.3147	-0.35560	3228	1	'Luc-sur-Mer'	
2968072	10	48.9275	0.19780	3224	0	'Vimoutiers'	
2999982	10	49.5131	-1.80780	3222	1	'Les Pieux'	
3036081	10	49.0203	-0.63190	3209	1	'Aunay-sur-Odon'	
3015458	10	49.0972	-1.58060	3198	1	'Gouville-sur-Mer'	
2984771	10	48.9697	-1.46810	3187	1	'Quettreville-sur-Sienne'	
3021609	10	49.1808	-0.26890	3169	1	'Démouville'	
2973949	10	48.7233	-0.92080	3165	1	'Sourdeval'	
3014490	10	49.5564	0.48470	3163	1	'Gruchet-le-Valasse'	
2979920	10	48.7703	-0.57330	3160	1	'Saint-Georges-des-Groseillers'	
3030238	10	49.2114	-0.51390	3149	1	'Bretteville-l’Orgueilleuse'	
3021067	10	48.8486	-1.57750	3138	1	'Donville-les-Bains'	
6427560	10	49.0789	-0.65640	3134	1	'Villers-Bocage'	
2989715	10	49.8711	1.04830	3124	1	'Offranville'	
6427258	10	49.2836	-0.31530	3105	1	'Hermanville-sur-Mer'	
2980397	10	49.4089	-1.31780	3074	1	'Sainte-Mère-Église'	
2982653	10	49.5208	0.16080	3066	1	'Rouelles'	
3016564	10	49.0922	1.60420	3065	1	'Gasny'	
3028754	10	49.7881	0.63860	3051	1	'Cany-Barville'	
6443400	10	49.5244	1.18440	3007	1	'Quincampoix'	
3003316	10	49.2425	-0.87310	3003	1	'Le Molay-Littry'	
2979408	10	49.4403	1.20310	2961	1	'Saint-Jacques-sur-Darnétal'	
3032349	10	49.9319	1.62860	2932	1	'Blangy-sur-Bresle'	
3015765	10	49.6461	0.36560	2863	1	'Goderville'	
3029677	10	49.5853	1.35940	2825	1	'Buchy'	
3013080	10	49.5125	1.07940	2815	1	'Houppeville'	
3034153	10	49.08	0.77720	2813	1	'Beaumont-le-Roger'	
3038590	10	49.0422	-1.57670	2790	1	'Agon-Coutainville'	
6427123	10	49.1861	-0.44440	2747	1	'Carpiquet'	
2997325	10	49.1578	-0.39190	2712	1	'Louvigny'	
2969575	10	48.8836	1.46080	2694	1	'Ivry-la-Bataille'	
3019981	10	49.5625	0.22250	2670	1	'Épouville'	
3022461	10	50.0161	1.31750	2655	1	'Criel-sur-Mer'	
2991446	10	49.1153	-0.16500	2654	1	'Moult'	
6443213	10	49.5364	0.14440	2630	0	'Fontaine-la-Mallet'	
6427562	10	49.3206	-0.00640	2593	1	'Villers-sur-Mer'	
3036797	10	49.8808	1.12580	2590	1	'Arques-la-Bataille'	
2972555	10	48.7636	-0.73310	2590	1	'Tinchebray'	
2986999	10	49.3194	1.22580	2580	1	'Pitres'	
3009338	10	49.6439	0.26610	2561	1	'Criquetot-l’Esneval'	
6443230	10	49.5178	0.25110	2553	0	'Gainneville'	
3006885	10	49.4072	0.27140	2542	1	'La Rivière-Saint-Sauveur'	
2978394	10	49.1192	-0.37110	2541	1	'Saint-Martin-de-Fontenay'	
3020722	10	48.6192	-1.28920	2537	1	'Ducey'	
6617245	10	48.8106	-0.50140	2525	1	'Athis'	
6427222	10	49.1461	-0.45420	2516	1	'Fontaine-Étoupefour'	
2981018	10	49.2136	-0.40170	2515	1	'Saint-Contest'	
2972163	10	49.3286	1.10530	2504	1	'Tourville-la-Rivière'	
2998187	10	49.3011	-0.31890	2498	1	'Lion-sur-Mer'	
6427148	10	49.2744	-0.30030	2496	1	'Colleville-Montgomery'	
6443175	10	49.7211	0.78440	2482	1	'Doudeville'	
3021859	10	48.4475	0.07330	2479	1	'Damigni'	
3023951	10	48.4319	0.03420	2478	0	'Condé-sur-Sarthe'	
2976637	10	49.2806	-0.68940	2464	1	'Saint-Vigor-le-Grand'	
2999170	10	49.265	0.93970	2463	1	'Le Thuit-Signol'	
6427403	10	49.2078	-0.47780	2462	1	'Rots'	
2967242	10	49.6683	0.89610	2400	1	'Yerville'	
3035404	10	48.555	-0.41110	2388	1	'Bagnoles-de-l’Orne'	
2977808	10	49.3567	0.88780	2382	1	'Saint-Ouen-de-Thouberville'	
6443507	10	49.6722	1.28310	2362	1	'Saint-Saëns'	
2995734	10	49.0989	-1.24060	2356	1	'Marigny'	
3008437	10	49.3061	0.95310	2346	1	'La Londe'	
6616899	10	48.7747	-1.56580	2338	1	'Jullouville-les-Pins'	
2977477	10	49.5017	0.93280	2323	1	'Saint-Pierre-de-Varengeville'	
2972427	10	49.0356	-0.97940	2318	1	'Torigni-sur-Vire'	
2981536	10	49.3283	-0.39000	2313	1	'Saint-Aubin-sur-Mer'	
3018928	10	49.6533	0.59140	2305	1	'Fauville-en-Caux'	
3009804	10	48.8969	1.40470	2305	1	'La Couture-Boussey'	
6427439	10	49.1897	-0.41080	2302	1	'Saint-Germain-la-Blanche-Herbe'	
3028215	10	49.5264	0.72610	2302	1	'Caudebec-en-Caux'	
6615063	10	48.7764	1.19310	2290	1	'Nonancourt'	
3033272	10	49.3322	-0.42190	2286	1	'Bernières-sur-Mer'	
2988017	10	48.9169	-1.18920	2285	1	'Percy'	
6427193	10	49.2317	-0.04360	2284	1	'Dozulé'	
6617648	10	49.3678	1.24310	2282	1	'La Neuville-Champ-d’Oisel'	
6435562	10	49.0428	-0.96390	2268	1	'Saint-Amand'	
2987986	10	49.1864	-1.40720	2263	1	'Périers'	
6427320	10	49.2553	-0.37310	2255	1	'Mathieu'	
3034886	10	49.3811	-1.75280	2235	1	'Barneville-sur-Mer'	
2999619	10	49.2181	-1.53060	2231	1	'Lessay'	
2982200	10	48.8222	0.71000	2231	1	'Rugles'	
6427183	10	49.19	-0.26420	2227	1	'Cuverville'	
3033811	10	49.3889	1.14280	2217	1	'Belbeuf'	
3004907	10	49.8286	0.91310	2190	1	'Luneray'	
6427322	10	49.2781	-0.20330	2177	1	'Merville-Franceville-Plage'	
3029967	10	49.5453	-1.57890	2157	1	'Brix'	
6455152	10	48.7247	-1.16640	2139	1	'Brécey'	
6614452	10	49.5272	0.57390	2114	1	'La Frenaye'	
3022641	10	49.2011	-1.56690	2105	1	'Créances'	
6616275	10	48.9928	1.03580	2102	1	'La Bonneville'	
2992744	10	49.4878	-1.37940	2100	1	'Montebourg'	
2977007	10	49.3867	-1.53220	2099	0	'Saint-Sauveur-le-Vicomte'	
3030945	10	49.1214	-0.29780	2081	1	'Bourguébus'	
6427385	10	48.9711	-0.24810	2077	1	'Potigny'	
3023085	10	49.1828	1.35860	2068	1	'Courcelles-sur-Seine'	
3021795	10	48.8697	1.07470	2068	1	'Damville'	
2971321	10	49.6739	-1.73890	2067	1	'Urville-Nacqueville'	
3020108	10	49.8961	1.26470	2051	1	'Envermeu'	
6427508	10	49.1347	-0.29530	2049	1	'Soliers'	
2981538	10	49.1472	1.32940	2048	1	'Saint-Aubin-sur-Gaillon'	
3033458	10	49.2411	-0.27970	2046	1	'Bénouville'	
3002247	10	49.2853	1.20670	2028	1	'Léry'	
2998081	10	49.0067	0.15250	2028	1	'Livarot'	
2980457	10	49.5092	0.84310	2028	1	'Sainte-Marguerite-sur-Duclair'	
6427517	10	48.9839	-0.47420	2027	1	'Thury-Harcourt'	
2980470	10	49.7708	1.75190	2013	1	'Aumale'	
3029178	10	49.2344	-0.44690	2007	1	'Cairon'	
2998963	10	48.6633	-1.37500	2007	1	'Le Val-Saint-Père'	
3019267	10	49.0997	-0.50330	2000	1	'Évrecy'	
3005630	10	49.0217	0.40670	1988	1	'Orbec-en-Auge'	
6427321	10	49.1003	-0.37390	1967	1	'May-sur-Orne'	
2979802	10	48.8006	-0.90220	1945	1	'Saint-Germain-de-Tallevende'	
3029223	10	49.1453	-0.25810	1944	1	'Cagny'	
3008353	10	49.4822	0.77190	1940	1	'La Mailleraye-sur-Seine'	
6427384	10	49.3442	-0.75530	1940	1	'Port-en-Bessin-Huppain'	
3017918	10	49.0933	-0.35310	1935	1	'Fontenay-le-Marmion'	
2986181	10	49.1669	-1.13330	1932	1	'Pont-Hébert'	
3016637	10	48.9108	1.43940	1926	1	'Garennes-sur-Eure'	
2978617	10	49.1806	-0.50140	1916	1	'Saint-Manvieu'	
3030234	10	49.045	-0.32500	1915	1	'Bretteville-sur-Laize'	
2976182	10	49.1806	-0.22280	1912	1	'Sannerville'	
2974867	10	49.1097	0.71220	1910	1	'Serquigny'	
2981542	10	49.5231	0.32580	1907	1	'Saint-Aubin-Routot'	
3035471	10	49.7869	0.99860	1906	1	'Bacqueville-en-Caux'	
3013673	10	49.8969	1.03390	1904	1	'Hautot-sur-Mer'	
3006502	10	49.2575	0.98110	1883	1	'La Saussaye'	
2994193	10	48.7117	-0.53690	1881	1	'Messei-Saint-Gervais'	
3007673	10	49.3222	-0.37280	1879	1	'Langrune-sur-Mer'	
3034509	10	49.2306	-0.18830	1869	1	'Bavent'	
2979158	10	49.6433	0.16280	1858	1	'Saint-Jouin-Bruneval'	
2984417	10	49.2311	-0.25750	1856	1	'Ranville'	
3036222	10	49.7181	1.10030	1852	1	'Auffay'	
3018277	10	49.3622	1.35530	1838	1	'Fleury-sur-Andelle'	
2988511	10	48.595	-1.07810	1836	1	'Parigny'	
3016853	10	48.7931	0.29690	1836	1	'Gacé'	
6443417	10	49.9053	1.09030	1832	1	'Rouxmesnil-Bouteilles'	
2981714	10	49.1183	-0.38310	1824	1	'Saint-André-sur-Orne'	
6454701	10	49.4914	1.21330	1816	1	'Préaux'	
2977453	10	49.6683	-1.40390	1807	1	'Saint-Pierre-Église'	
3008532	10	48.7628	-0.59860	1805	1	'La Lande-Patry'	
3000826	10	49.7861	1.22640	1801	1	'Les Grandes-Ventes'	
6430521	10	49.4142	1.37140	1798	1	'Perriers-sur-Andelle'	
3027891	10	48.9164	-1.43560	1792	1	'Cérences'	
3013091	10	49.3008	-0.07720	1792	1	'Houlgate'	
2972882	10	49.1378	0.45500	1792	0	'Thiberville'	
2984774	10	49.5925	-1.30360	1789	1	'Quettehou'	
3028819	10	49.0761	-1.17560	1785	1	'Canisy'	
6443214	10	49.5625	1.16310	1784	1	'Fontaine-le-Bourg'	
3027758	10	48.2261	0.75000	1778	1	'Ceton'	
6439332	10	48.4639	0.10810	1771	1	'Valframbert'	
2968401	10	49.5386	0.91920	1769	1	'Villers-Écalles'	
3018409	10	49.5308	-1.86640	1766	1	'Flamanville'	
3012885	10	49.3194	1.14940	1742	1	'Igoville'	
2994542	10	49.0336	1.36530	1739	1	'Ménilles'	
2977010	10	49.1306	-1.41360	1739	1	'Saint-Sauveur-Lendelin'	
3029051	10	49.2325	-0.38500	1738	1	'Cambes-en-Plaine'	
2980861	10	49.1397	0.21060	1731	1	'Saint-Désir'	
2976712	10	49.5881	-1.26750	1729	1	'Saint-Vaast-la-Hougue'	
2970610	10	48.8525	-0.67610	1728	0	'Vassy'	
2972560	10	49.1753	-0.62670	1722	1	'Tilly-sur-Seulles'	
3012066	10	49.4339	0.82060	1715	1	'Jumièges'	
2999251	10	48.5383	-0.87330	1681	1	'Le Teilleul'	
2979724	10	49.3492	0.50390	1678	1	'Saint-Germain-Village'	
3036850	10	48.9961	1.10420	1677	0	'Arnières-sur-Iton'	
6617268	10	48.2639	0.68810	1674	1	'Le Theil-sur-Huisne'	
6443207	10	49.4828	1.74470	1674	1	'Ferrières-en-Bray'	
2976836	10	48.7806	0.65670	1667	1	'Saint-Sulpice-sur-Risle'	
6430619	10	49.2939	0.94780	1662	0	'Saint-Ouen-du-Tilleul'	
6613802	10	49.3781	0.73470	1650	1	'Routot'	
6443478	10	49.4689	1.16420	1644	1	'Saint-Martin-du-Vivier'	
2969657	10	49.3311	-0.52940	1644	1	'Ver-sur-Mer'	
2973009	10	49.2581	-0.45580	1640	1	'Thaon'	
3032453	10	49.0667	-1.58360	1637	1	'Blainville-sur-Mer'	
3019969	10	49.2219	-0.37110	1633	1	'Épron'	
3029655	10	48.93	1.44140	1618	1	'Bueil'	
3019414	10	49.1439	-0.42530	1615	1	'Éterville'	
2977883	10	49.5111	0.47390	1615	1	'Saint-Nicolas-de-la-Taille'	
2991558	10	49.1481	-0.48360	1613	1	'Mouen'	
3035951	10	49.2058	-0.43170	1607	1	'Authie'	
2995943	10	48.8264	1.34670	1605	1	'Marcilly-sur-Eure'	
2975924	10	48.7525	-1.45690	1601	1	'Sartilly'	
2995371	10	49.9014	1.14030	1600	0	'Martin-Église'	
3038681	10	49.1728	1.17830	1598	1	'Acquigny'	
3020094	10	49.2794	0.44030	1598	1	'Épaignes'	
2977488	10	49.2506	0.96580	1588	1	'Saint-Pierre-des-Fleurs'	
6427173	10	49.2839	-0.54060	1586	1	'Creully'	
2980427	10	49.6236	0.77890	1581	1	'Sainte-Marie-des-Champs'	
6443196	10	49.5461	1.05250	1578	1	'Eslettes'	
3038185	10	49.3208	1.17560	1573	1	'Alizay'	
3021376	10	49.6308	-1.52530	1572	1	'Digosville'	
3028144	10	49.5953	0.12920	1571	1	'Cauville'	
3032202	10	49.3383	0.03030	1560	1	'Blonville-sur-Mer'	
6615902	10	49.3875	-1.04110	1554	1	'Grandcamp-les-Bains'	
2972381	10	49.6786	1.04690	1549	1	'Tôtes'	
3009508	10	48.6628	-0.51890	1538	1	'La Ferrière-aux-Étangs'	
6435680	10	49.575	-1.62610	1533	1	'Tollevast'	
2991699	10	48.6478	-0.94080	1531	1	'Mortain'	
2972201	10	48.5903	0.65140	1530	1	'Tourouvre'	
2978412	10	49.4436	0.96190	1529	1	'Saint-Martin-de-Boscherville'	
3032818	10	49.2953	1.70080	1527	1	'Bézu-Saint-Éloi'	
2982530	10	49.5106	0.97360	1527	1	'Roumare'	
3029991	10	48.6989	-0.36690	1526	1	'Briouze'	
6430477	10	49.3575	0.53940	1514	1	'Manneville-sur-Risle'	
2998296	10	49.6131	0.92560	1510	1	'Limésy'	
2986038	10	49.3353	-1.69610	1501	1	'Portbail'	
2983135	10	49.5039	0.26580	1501	1	'Rogerville'	
3031479	10	49.6264	1.17610	1497	1	'Bosc-le-Hard'	
2978299	10	49.5322	0.23810	1490	1	'Saint-Martin-du-Manoir'	
2978940	10	49.5261	0.25640	1489	1	'Saint-Laurent-de-Brévedent'	
6447208	10	49.1247	-0.21140	1483	1	'Bellengreville'	
3030254	10	48.4317	0.88750	1483	1	'Bretoncelles'	
2971446	10	49.6075	0.22720	1472	1	'Turretot'	
3006439	10	48.7333	-0.54080	1471	1	'La Selle-la-Forge'	
3022447	10	49.3058	1.09750	1470	1	'Criquebeuf-sur-Seine'	
3008758	10	49.29	-1.54220	1468	1	'La Haye-du-Puits'	
2970495	10	48.8408	-0.85420	1465	1	'Vaudry'	
2998443	10	49.23	0.49920	1463	1	'Lieurey'	
2994529	10	49.0972	0.62390	1460	1	'Menneval'	
6455205	10	48.3764	0.56060	1456	0	'Bellême'	
2978392	10	48.9833	0.03330	1453	1	'Saint-Martin-de-Fresnay'	
3019962	10	49.3931	0.20890	1440	0	'Équemauville'	
3019647	10	49.1125	-0.47190	1436	1	'Esquay-Notre-Dame'	
6435650	10	48.6844	-1.34170	1433	1	'Saint-Senier-sous-Avranches'	
6435531	10	49.1658	-1.56890	1432	1	'Pirou'	
2976830	10	49.0564	-0.21720	1432	1	'Saint-Sylvain'	
2979287	10	48.8275	-1.46470	1430	1	'Saint-Jean-des-Champs'	
6615897	10	49.1169	-0.40720	1429	1	'Feuguerolles-sur-Orne'	
3016474	10	48.9097	-1.35000	1429	1	'Gavray'	
2973058	10	48.9744	-1.06080	1425	1	'Tessy-sur-Vire'	
3025383	10	49.1661	-0.52580	1422	1	'Cheux'	
2970901	10	49.6136	0.68940	1420	1	'Valliquerville'	
3012817	10	49.2372	1.17860	1419	1	'Incarville'	
2974155	10	49.5228	-1.59440	1418	1	'Sottevast'	
6451118	10	49.9581	1.18780	1415	1	'Berneval-le-Grand'	
3037649	10	49.5878	0.28250	1415	1	'Angerville-l’Orcher'	
2984532	10	48.7503	0.58110	1414	1	'Rai-sur-Rîle'	
2981634	10	49.5289	0.66780	1414	1	'Saint-Arnoult'	
2977456	10	48.8436	-0.54690	1413	1	'Saint-Pierre-du-Regard'	
2996757	10	48.5697	-0.32810	1401	1	'Magny-le-Désert'	
3008754	10	49.2253	1.06780	1398	1	'La Haye-Malherbe'	
2997704	10	48.5303	0.75190	1393	1	'Longny-au-Perche'	
3029221	10	49.0664	-0.76860	1391	1	'Cahagnes'	
3017926	10	49.5606	0.18280	1381	1	'Fontenay'	
6455763	10	49.3014	1.17220	1380	0	'Les Damps'	
3034158	10	49.6636	-1.83720	1379	1	'Beaumont-Hague'	
3037863	10	49.2483	-0.23420	1377	1	'Amfréville'	
2977397	10	48.8231	-1.52580	1374	1	'Saint-Planchers'	
6443143	10	49.5994	1.11030	1372	1	'Cléres'	
