# ======================================================
# Model: Hierarchical health care design : 3 levels (brown field)
# Joao Flavio F. Almeida <joao.flavio@dep.ufmg.br >
# Fabricio Oliveira <fabricio.oliveira@aalto.fi >
# Data   : 19/02/2022
# Versao: 1.0:
# Region: 9: Occitanie (OC)
# =========================================================
data;

# param Distmax:=
# 1 80  # 80
# 2 120 # + 120
# 3 250; # + 200

# Minimal population on destination municipality (j) 
param POPmin:=
1	0
# 2	8000
# 3	20000
# 2	2000
# 3	4000
2	1379	# Q1
3	2243	# Q2 
;

param DurUpper:=
1 0.51 
# 2 1.75 
# 3 1.5;
2 1.1 
3 1.3; 

# Municipios selecionados que já possuem infraestrutura de nível 3
set S3:=
3038224	#	'Alès' : Central Hospital Alès
3035396	#	'Bagnols-sur-Cèze': Central Hospital 	Bagnols-sur-Cèze
3038261	#	'Albi' : Centre Hospitalier Générale (CHG)
2997395	#	'Lourdes': Centre Hospitalier
6301914	#	'Toulouse' : Hôpital de La Grave
2992166	#	'Montpellier' : Hospital Lapeyronie
2990363	#	'Nîmes' : University Hospital CAREMEAU
;

# CODIGO	REGIAO (code)	LAT	LONG	POPULACAO 2030	INFR	MUNICIPIO	
 param: I :	RE	lat	lng	POP	INFR	Mun 	:=
3037068	9	42.5461	3.02390	10366	0	'Argelès-sur-Mer'	
3029302	9	42.6806	2.94280	10235	0	'Cabestany'	
2968536	9	43.5322	3.86080	10178	1	'Villeneuve-lès-Maguelone'	
2978925	9	42.7736	2.99080	10158	1	'Saint-Laurent-de-la-Salanque'	
2998264	9	43.0569	2.21860	10112	0	'Limoux'	
2994902	9	43.4917	2.37330	10033	0	'Mazamet'	
2980033	9	43.6922	3.80610	9996	1	'Saint-Gély-du-Fesc'	
2968510	9	43.5236	1.34170	9987	0	'Villeneuve-Tolosane'	
3035970	9	43.3503	1.47470	9869	1	'Auterive'	
2985982	9	43.5219	1.40610	9791	1	'Portet-sur-Garonne'	
3018506	9	44.6086	2.03170	9778	0	'Figeac'	
3027833	9	44.0492	2.15810	9641	0	'Carmaux'	
2983833	9	43.4586	2.00420	9610	0	'Revel'	
2978661	9	43.5142	1.17750	9488	1	'Saint-Lys'	
3018174	9	42.9653	1.60690	9452	0	'Foix'	
3003874	9	43.5989	1.23310	9328	0	'Léguevin'	
2974648	9	43.4981	1.31250	9322	0	'Seysses'	
3004434	9	43.6472	3.93920	9316	1	'Le Crès'	
2987409	9	42.7447	2.92080	9228	1	'Pia'	
6617799	9	43.7742	1.68640	9227	1	'Saint-Sulpice-la-Pointe'	
3016940	9	43.5161	1.32470	9157	1	'Frouzins'	
3020281	9	42.6003	2.97110	9103	0	'Elne'	
2987936	9	43.565	3.95060	9000	1	'Pérols'	
3024631	9	43.6272	3.43220	8962	1	'Clermont-l’Hérault'	
6614303	9	43.6136	1.08080	8961	1	'L’Isle-Jourdain'	
6431637	9	43.6739	1.45690	8942	1	'Launaguet'	
3014745	9	43.7714	1.29310	8841	1	'Grenade'	
2983393	9	42.7689	2.87390	8756	1	'Rivesaltes'	
3008981	9	43.5606	4.08500	8755	0	'La Grande-Motte'	
3036287	9	43.6686	1.43060	8691	1	'Aucamville'	
6431321	9	43.86	4.44390	8635	1	'Marguerittes'	
3015424	9	43.6481	3.80170	8603	0	'Grabels'	
2987376	9	43.6169	1.28470	8517	1	'Pibrac'	
2969346	9	43.5372	4.13670	8457	0	'Le Grau-du-Roi'	
3038493	9	43.5667	4.19250	8456	1	'Aigues-Mortes'	
2971258	9	44.0125	4.41970	8420	0	'Uzès'	
3006531	9	43.5761	1.27140	8397	1	'La Salvetat-Saint-Gilles'	
6616427	9	43.9544	4.76670	8311	0	'Les Angles'	
2987441	9	43.4594	3.42280	8148	0	'Pézenas'	
2981925	9	43.9583	2.88640	8034	0	'Saint-Affrique'	
3036052	9	43.2439	0.09670	7849	1	'Aureilhan'	
3027888	9	42.4881	2.75140	7821	0	'Céret'	
2972665	9	42.6319	2.75640	7792	0	'Thuir'	
2995471	9	43.3564	3.52780	7784	1	'Marseillan'	
3000139	9	42.6819	2.79330	7753	1	'Le Soler'	
3035370	9	43.6611	4.01280	7708	1	'Baillargues'	
6431372	9	43.9744	4.69030	7574	1	'Rochefort-du-Gard'	
2997936	9	43.7317	3.31940	7459	0	'Lodève'	
2987180	9	43.5842	3.76190	7341	0	'Pignan'	
3031848	9	42.7311	2.93330	7310	1	'Bompas'	
3033698	9	43.7536	4.51440	7273	1	'Bellegarde'	
3035985	9	43.6839	1.31970	7187	1	'Aussonne'	
3019160	9	43.5503	3.77610	7142	1	'Fabrègues'	
6450469	9	43.0642	0.14970	7103	0	'Bagnères-de-Bigorre'	
2974925	9	43.28	3.27750	7053	1	'Sérignan'	
2981173	9	44.0844	4.07690	7042	1	'Saint-Christol-lez-Alès'	
2972317	9	42.6706	2.83190	7036	1	'Toulouges'	
3019843	9	43.5178	1.56080	6955	1	'Escalquens'	
2996236	9	43.8183	4.47330	6871	1	'Manduel'	
3035268	9	43.4408	3.67720	6867	1	'Balaruc-les-Bains'	
3023606	9	43.6494	1.32640	6862	0	'Cornebarrieu'	
3028162	9	44.1617	1.53690	6835	0	'Caussade'	
3012576	9	43.6608	3.91030	6800	1	'Jacou'	
2979148	9	43.9486	2.20940	6760	1	'Saint-Juéry'	
3033953	9	43.6653	1.37750	6676	1	'Beauzelle'	
3023943	9	43.9575	0.37250	6508	0	'Condom'	
3010720	9	43.5392	2.26330	6502	1	'Labruguière'	
3028340	9	43.7822	1.35830	6468	1	'Castelnau-d’Estrétefonds'	
3016076	9	43.4997	3.71110	6450	1	'Gigean'	
2979657	9	42.9847	1.14580	6408	0	'Saint-Girons'	
2992740	9	43.9569	1.22970	6406	1	'Montech'	
3016073	9	43.6519	3.55110	6340	1	'Gignac'	
6612489	9	43.6644	4.17690	6322	1	'Marsillargues'	
3006056	9	44.105	4.65750	6316	1	'Laudun-l’Ardoise'	
3031240	9	43.8003	4.42690	6305	1	'Bouillargues'	
2970144	9	43.6578	3.96940	6287	1	'Vendargues'	
3011312	9	43.4517	1.40000	6275	0	'Labarthe-sur-Lèze'	
3022986	9	43.5578	3.71890	6270	1	'Cournonterral'	
3028258	9	43.6789	3.98140	6250	1	'Castries'	
6431544	9	43.4217	1.35440	6234	1	'Eaunes'	
3028797	9	42.6519	2.83440	6199	1	'Canohès'	
6431793	9	43.6919	1.41470	6183	0	'Saint-Alban'	
3016953	9	43.8403	1.38940	6166	0	'Fronton'	
3005712	9	42.9328	1.84860	6099	0	'Lavelanet'	
2985653	9	42.6172	2.42190	6063	0	'Prades'	
2981746	9	43.6497	3.50360	6063	1	'Saint-André-de-Sangonis'	
2997262	9	44.3139	2.53500	5987	1	'La Primaube'	
2985738	9	43.4886	3.67000	5983	1	'Poussan'	
3018323	9	43.8494	0.66360	5982	0	'Fleurance'	
6431882	9	43.8656	1.50500	5962	1	'Villemur-sur-Tarn'	
3017879	9	43.5531	1.19110	5914	1	'Fontenilles'	
2988742	9	43.5294	3.93060	5903	0	'Palavas-les-Flots'	
2979174	9	43.7422	1.36970	5902	1	'Saint-Jory'	
6448303	9	43.7242	1.41140	5890	1	'Bruguières'	
3005364	9	42.7883	3.03560	5885	1	'Le Barcarès'	
3022956	9	43.2325	3.05890	5864	1	'Coursan'	
6451344	9	43.4983	2.36500	5856	0	'Aussillon'	
6448210	9	43.785	4.19220	5833	1	'Calvisson'	
6440788	9	43.1239	0.38470	5812	0	'Lannemezan'	
3033913	9	43.6159	3.15880	5771	0	'Bédarieux'	
3028652	9	43.2972	1.21920	5752	0	'Carbonne'	
2969421	9	43.3128	3.41860	5735	1	'Vias'	
2993889	9	43.7897	4.30750	5717	1	'Milhaud'	
6426776	9	43.0206	3.04330	5686	0	'Port-la-Nouvelle'	
3038427	9	43.6847	4.20860	5682	1	'Aimargues'	
6454787	9	43.8222	1.72530	5666	1	'Rabastens'	
2990809	9	44.0753	1.52170	5642	0	'Nègrepelisse'	
2985641	9	43.6989	3.86470	5581	1	'Prades-le-Lez'	
2972010	9	43.2097	2.44140	5566	0	'Trèbes'	
2974591	9	43.0281	2.97780	5531	1	'Sigean'	
2982851	9	44.0517	4.77830	5520	1	'Roquemaure'	
2979915	9	43.6103	3.78060	5476	1	'Saint-Georges-d’Orques'	
3012848	9	42.6706	2.62060	5436	1	'Ille-sur-Têt'	
3024759	9	43.6575	3.88830	5431	1	'Clapiers'	
2975649	9	43.2919	3.26060	5419	0	'Sauvian'	
3005102	9	42.5239	2.83000	5396	0	'Le Boulou'	
2976481	9	42.6542	2.95170	5391	1	'Saleilles'	
6447096	9	44.5592	2.25560	5353	0	'Decazeville'	
3031571	9	43.2592	0.04920	5340	1	'Bordères-sur-l’Échez'	
3018713	9	43.6797	1.39390	5272	1	'Fenouillet'	
2969930	9	43.7433	4.22000	5243	1	'Vergèze'	
2977327	9	44.1442	4.12920	5218	0	'Saint-Privat-des-Vieux'	
2974775	9	43.4272	3.29920	5126	1	'Servian'	
3033099	9	43.3614	3.42420	5119	1	'Bessan'	
3018231	9	43.3828	3.46500	5051	1	'Florensac'	
3014477	9	43.1069	3.08830	5044	1	'Gruissan'	
3028039	9	43.3922	3.10140	5023	1	'Cazouls-lès-Béziers'	
3009017	9	44.2111	4.02940	5021	1	'La Grand-Combe'	
2975181	9	43.2281	0.10670	5005	0	'Séméac'	
6431457	9	43.7844	4.09000	4972	1	'Sommières'	
2986460	9	42.6378	2.86690	4967	1	'Pollestres'	
3016595	9	43.7683	4.42830	4950	1	'Garons'	
3033959	9	43.7183	4.32360	4905	1	'Beauvoisin'	
6613544	9	43.3856	0.05310	4864	0	'Vic-en-Bigorre'	
2993348	9	43.6711	1.28750	4850	1	'Mondonville'	
3028050	9	43.2064	1.08580	4846	1	'Cazères'	
6426312	9	43.2344	1.57440	4841	1	'Saverdun'	
6432644	9	43.7697	3.86860	4836	1	'Saint-Mathieu'	
2980416	9	42.7272	3.01690	4797	1	'Sainte-Marie-la-Mer'	
6445047	9	43.8531	1.23580	4782	1	'Verdun-sur-Garonne'	
3035092	9	42.4822	3.12750	4752	0	'Banyuls-sur-Mer'	
3031144	9	43.7803	1.40500	4689	1	'Bouloc'	
2984616	9	43.8536	1.81110	4682	1	'Lisle-sur-Tarn'	
2995339	9	44.5533	3.29000	4667	0	'Marvejols'	
2968758	9	43.3997	1.71810	4662	0	'Villefranche-de-Lauragais'	
6618262	9	43.5106	1.37640	4654	1	'Roques'	
6432668	9	43.6842	3.92810	4585	1	'Teyran'	
3001253	9	43.9533	2.17030	4571	1	'Lescure-d’Albigeois'	
3019717	9	44.5225	2.76310	4559	0	'Espalion'	
2999046	9	42.9094	3.02890	4520	0	'Leucate'	
2996089	9	43.3667	3.15780	4514	1	'Maraussan'	
2978325	9	44.1631	4.08220	4472	0	'Saint-Martin-de-Valgalgues'	
6447072	9	44.5717	2.08080	4462	1	'Capdenac-Gare'	
6426915	9	43.2522	2.36470	4449	1	'Villemoustaussou'	
2988251	9	43.7039	1.46670	4429	1	'Pechbonnieu'	
2979554	9	44.0808	4.12530	4408	1	'Saint-Hilaire-de-Brethmas'	
6616483	9	43.4797	1.38330	4363	1	'Pins-Justaret'	
2971412	9	43.7569	4.26940	4345	1	'Uchaud'	
2993160	9	43.4808	3.48310	4330	0	'Montagnac'	
6615509	9	43.6767	1.53140	4320	0	'Castelmaurou'	
3014848	9	43.7211	1.43140	4272	1	'Gratentour'	
2993876	9	42.6917	2.69560	4266	1	'Millas'	
3024817	9	42.7603	2.95560	4250	1	'Claira'	
6448220	9	43.825	4.26220	4244	0	'Caveirac'	
2992921	9	44.0114	1.28500	4243	1	'Montbeton'	
3024746	9	43.8269	4.21810	4236	1	'Clarensac'	
3037331	9	43.8911	4.68080	4224	1	'Aramon'	
2970839	9	43.2469	3.29080	4223	1	'Valras-Plage'	
6617392	9	42.6058	2.89690	4220	1	'Bages'	
2997113	9	43.6778	4.09170	4184	1	'Lunel-Viel'	
2981193	9	44.8031	3.27580	4183	1	'Saint-Chély-d’Apcher'	
6431377	9	44.1786	4.15000	4177	1	'Rousson'	
2968544	9	43.3147	3.28030	4155	1	'Villeneuve-lès-Béziers'	
3014606	9	43.8281	1.29580	4152	1	'Grisolles'	
2982836	9	43.4989	1.36670	4131	1	'Roquettes'	
3033056	9	43.8006	1.60580	4100	0	'Bessières'	
3016371	9	43.7283	4.34860	4095	1	'Générac'	
3035802	9	43.5272	1.48170	4092	1	'Auzeville-Tolosane'	
6431727	9	43.6425	1.52500	4089	1	'Montrabé'	
3029174	9	43.7958	4.37890	4089	1	'Caissargues'	
2984195	9	43.8319	4.49690	4082	1	'Redessan'	
3012109	9	43.2014	0.02330	4076	1	'Juillan'	
2985925	9	42.5181	3.10500	4073	1	'Port-Vendres'	
2985778	9	43.9108	4.42360	4032	1	'Poulx'	
2985076	9	44.0047	4.77470	4028	1	'Pujaut'	
3016714	9	43.9342	3.70830	4027	0	'Ganges'	
3021953	9	43.2458	2.99920	4026	1	'Cuxac-d’Aude'	
2990344	9	43.2883	3.12860	4007	1	'Nissan-lez-Enserune'	
3015546	9	44.7372	1.38280	3985	0	'Gourdon'	
2988339	9	43.5408	3.45890	3977	1	'Paulhan'	
3011154	9	43.5292	1.53000	3972	1	'Labège'	
3020584	9	43.8614	0.10140	3942	1	'Eauze'	
6432553	9	43.3306	3.12080	3939	1	'Montady'	
2968571	9	42.6367	2.91720	3914	1	'Villeneuve-de-la-Raho'	
2993013	9	43.6489	3.69890	3904	0	'Montarnaud'	
2991040	9	43.3558	1.62330	3900	1	'Nailloux'	
2994870	9	43.2517	1.67810	3875	1	'Mazères'	
2972431	9	44.0478	1.46190	3863	1	'Saint-Étienne-de-Tulmont'	
2979475	9	43.9658	3.85580	3856	1	'Saint-Hippolyte-du-Fort'	
2992602	9	43.6686	3.85720	3840	1	'Montferrier-sur-Lez'	
2968238	9	43.5011	3.60720	3828	1	'Villeveyrac'	
2972412	9	42.755	2.99390	3825	1	'Torreilles'	
2976631	9	43.8281	4.56330	3814	1	'Jonquières-Saint-Vincent'	
3018288	9	43.2294	3.13440	3801	1	'Fleury'	
6455847	9	43.9922	3.60560	3785	0	'Le Vigan'	
3034170	9	43.8831	0.98830	3765	0	'Beaumont-de-Lomagne'	
2983593	9	43.9183	1.36780	3762	1	'Labastide-Saint-Pierre'	
6454955	9	44.5278	2.24580	3757	1	'Aubin'	
2987437	9	42.6953	2.77060	3737	1	'Pézilla-la-Rivière'	
2998622	9	43.43	1.22190	3726	1	'Lherm'	
2969914	9	43.9681	1.33810	3698	1	'Bressols'	
3038057	9	42.6397	2.98170	3669	1	'Alénya'	
3015119	9	43.7211	4.17280	3667	0	'Gallargues-le-Montueux'	
3004381	9	43.9344	0.62110	3665	1	'Lectoure'	
2969944	9	43.6575	1.66080	3631	1	'Verfeil'	
2976520	9	43.5814	2.18420	3589	1	'Saïx'	
2981521	9	43.64	3.96530	3557	1	'Saint-Aunès'	
2983606	9	43.4125	1.11780	3531	1	'Rieumes'	
2976421	9	44.1714	4.15780	3518	1	'Salindres'	
2985632	9	44.4789	1.40420	3515	1	'Pradines'	
2976489	9	42.8328	2.91890	3511	1	'Salses-le-Château'	
2969400	9	43.7583	0.30330	3509	1	'Vic-Fezensac'	
2993006	9	43.7175	1.59030	3503	1	'Montastruc-la-Conseillère'	
2988755	9	42.4753	2.67190	3503	0	'Amélie-les-Bains-Palalda'	
6431418	9	43.6344	4.19560	3501	1	'Saint-Laurent-d’Aigouze'	
6617792	9	43.8925	2.16970	3499	1	'Puygouzon'	
3028830	9	43.6017	3.49060	3494	1	'Canet'	
3035044	9	43.195	0.11940	3481	0	'Barbazan-Debat'	
2981228	9	44.8592	1.89110	3479	0	'Saint-Céré'	
3014482	9	44.7789	1.72500	3468	0	'Gramat'	
3019657	9	42.7769	2.83560	3460	1	'Espira-de-l’Agly'	
6432008	9	43.5147	0.40420	3455	0	'Mirande'	
2984299	9	43.7764	2.18970	3449	1	'Réalmont'	
2970669	9	43.0456	1.62830	3436	1	'Varilhes'	
3022987	9	43.5486	3.70470	3431	1	'Cournonsec'	
3033268	9	43.7656	4.28610	3425	1	'Bernis'	
2989629	9	44.3461	2.55280	3425	0	'Olemps'	
2984719	9	42.8753	2.18190	3400	0	'Quillan'	
3031205	9	43.3725	3.24890	3387	0	'Boujan-sur-Libron'	
6448269	9	43.4544	1.61500	3383	1	'Baziège'	
3037682	9	44.0535	3.98660	3382	1	'Anduze'	
2996823	9	43.4711	3.22190	3371	1	'Magalas'	
3038488	9	43.7394	4.18060	3338	1	'Aigues-Vives'	
3035388	9	42.7003	2.82250	3323	1	'Baho'	
2969389	9	43.4897	3.79670	3317	1	'Vic-la-Gardiole'	
2974203	9	42.5306	2.95670	3315	1	'Sorède'	
3005632	9	43.5856	3.80560	3282	1	'Lavérune'	
2993717	9	43.5078	3.80080	3282	1	'Mireval'	
2999981	9	43.2736	3.17170	3279	1	'Lespignan'	
6431847	9	43.6947	1.35330	3277	1	'Seilh'	
2995438	9	43.9175	2.02810	3277	1	'Marssac-sur-Tarn'	
6448475	9	43.3289	3.04440	3273	1	'Capestang'	
6454038	9	43.6572	4.11390	3266	1	'Saint-Just'	
3038257	9	44.09	1.44940	3260	1	'Albias'	
6427054	9	44.4031	2.60000	3260	1	'Sébazac-Concourès'	
2984643	9	43.9094	4.00000	3259	0	'Quissac'	
2981810	9	44.2606	4.19810	3257	1	'Saint-Ambroix'	
2976372	9	43.2383	3.11970	3254	1	'Salles-d’Aude'	
2989742	9	43.1958	0.05780	3253	1	'Odos'	
2968691	9	42.7278	2.98440	3251	1	'Villelongue-de-la-Salanque'	
2974066	9	44.8978	1.47420	3243	1	'Souillac'	
2998409	9	43.3839	3.17030	3209	1	'Lignan-sur-Orb'	
6447002	9	43.2428	2.11470	3204	1	'Bram'	
2984952	9	43.5719	2.01190	3198	1	'Puylaurens'	
3006205	9	43.1039	1.65420	3193	1	'La Tour-du-Crieu'	
2992577	9	43.8758	4.59330	3176	1	'Montfrin'	
6617813	9	44.0347	1.21690	3173	1	'La Ville-Dieu-du-Temple'	
3005657	9	43.3961	1.26030	3153	1	'Lavernose-Lacasse'	
3035065	9	44.2769	2.43280	3144	1	'Baraqueville'	
6454542	9	42.7842	2.96670	3131	1	'Saint-Hippolyte'	
2993720	9	43.0886	1.87360	3130	1	'Mirepoix'	
3016837	9	43.6989	1.37560	3122	1	'Gagnac-sur-Garonne'	
6432591	9	43.3044	3.33580	3115	1	'Portiragnes'	
3009188	9	43.4119	1.38860	3107	0	'Lagardelle-sur-Lèze'	
3007541	9	43.6514	4.07310	3106	1	'Lansargues'	
2988743	9	42.5728	2.96140	3106	1	'Palau-del-Vidre'	
2997775	9	43.355	1.24000	3104	1	'Longages'	
2991119	9	43.4406	3.14420	3102	1	'Murviel-lès-Béziers'	
2992654	9	43.2078	1.22970	3079	1	'Montesquieu-Volvestre'	
2974091	9	43.205	0.09920	3070	1	'Soues'	
2992926	9	43.7156	1.48030	3066	0	'Montberon'	
2977274	9	44.0453	4.44110	3063	1	'Saint-Quentin-la-Poterie'	
2980002	9	43.9456	4.21670	3036	1	'Saint-Geniès-de-Malgoirès'	
2978918	9	44.0547	4.69970	3032	1	'Saint-Laurent-des-Arbres'	
2969402	9	42.8475	1.60610	3028	1	'Tarascon-sur-Ariège'	
3016023	9	43.6264	0.87670	3025	1	'Gimont'	
3033435	9	43.3778	1.17580	3015	1	'Bérat'	
2972904	9	43.4217	3.16970	3008	1	'Thézan-lès-Béziers'	
2981303	9	43.6675	4.02920	3006	1	'Saint-Brès'	
6616494	9	43.4328	1.43170	2985	1	'Vernet'	
3006215	9	42.6061	3.00250	2978	1	'Latour-Bas-Elne'	
2985096	9	43.3678	3.04080	2974	1	'Puisserguier'	
2976395	9	43.2592	2.94580	2973	1	'Sallèles-d’Aude'	
6451350	9	44.0336	2.15860	2965	1	'Blaye-les-Mines'	
2992944	9	43.5158	3.69610	2928	1	'Montbazin'	
3037572	9	43.6853	3.58580	2915	1	'Aniane'	
3024932	9	43.3128	1.53060	2909	1	'Cintegabelle'	
2990294	9	43.3539	1.27440	2904	1	'Noé'	
3037070	9	43.0025	-0.09860	2901	1	'Argelès-Gazost'	
3012921	9	43.2331	0.00170	2900	1	'Ibos'	
6447057	9	44.4706	2.72060	2886	1	'Bozouls'	
3007694	9	44.7267	3.85500	2886	0	'Langogne'	
2974195	9	43.4528	2.06690	2869	1	'Sorèze'	
2983152	9	43.8267	4.43360	2866	1	'Rodilhan'	
2992917	9	43.3964	3.36720	2863	1	'Montblanc'	
6431631	9	43.6919	1.51640	2854	1	'Lapeyrouse'	
3036430	9	43.755	4.14780	2843	1	'Aubais'	
6616434	9	43.6931	4.61060	2843	1	'Fourques'	
3009289	9	44.1278	1.24060	2842	1	'Lafrançaise'	
2986204	9	42.6264	2.81440	2841	1	'Ponteilla'	
3033073	9	44.2917	4.10060	2838	1	'Bessèges'	
6424456	9	43.6136	1.23920	2836	0	'Brax'	
2979993	9	42.5417	2.92190	2836	1	'Saint-Génis-des-Fontaines'	
2980163	9	42.6814	2.73860	2830	1	'Saint-Féliu-d’Avall'	
3029338	9	43.7789	1.63310	2819	1	'Buzet-sur-Tarn'	
3011245	9	43.4614	1.24530	2809	1	'Labastidette'	
2987082	9	43.5083	1.38940	2806	1	'Pinsaguel'	
2986248	9	43.5044	2.40610	2796	1	'Pont-de-Larn'	
2999976	9	43.7083	1.38580	2783	1	'Lespinasse'	
2973626	9	43.7117	4.00220	2776	1	'Sussargues'	
2992102	9	43.0847	0.56890	2763	1	'Montréjeau'	
2978369	9	43.7908	3.73170	2761	1	'Saint-Martin-de-Londres'	
2972475	9	43.3967	3.41670	2740	1	'Saint-Thibéry'	
2970104	9	43.2694	3.22420	2712	1	'Vendres'	
6614066	9	42.4569	2.63390	2698	1	'Arles-sur-Tech'	
3035576	9	43.4372	1.59690	2663	1	'Ayguesvives'	
6426926	9	43.2036	3.07390	2653	1	'Vinassan'	
3020825	9	43.5969	1.60170	2650	1	'Drémil-Lafage'	
2970086	9	43.4336	1.44390	2633	1	'Venerque'	
3035267	9	43.4603	3.68470	2631	1	'Balaruc-le-Vieux'	
2980799	9	43.7333	3.98220	2630	1	'Saint-Drézéry'	
2991246	9	43.6464	4.03940	2624	1	'Mudaison'	
2999649	9	44.2069	4.03470	2598	0	'Les Salles-du-Gardon'	
2983591	9	43.2575	1.19690	2595	0	'Rieux-Volvestre'	
2988082	9	43.2458	2.31830	2589	1	'Pennautier'	
3035295	9	42.75	2.80920	2584	1	'Baixas'	
3024239	9	43.3131	3.14060	2584	0	'Colombiers'	
3029229	9	43.9853	2.14110	2583	1	'Cagnac-les-Mines'	
