# ======================================================
# Model: Hierarchical health care design : 3 levels (brown field)
# Joao Flavio F. Almeida <joao.flavio@dep.ufmg.br >
# Fabricio Oliveira <fabricio.oliveira@aalto.fi >
# Data   : 19/02/2022
# Versao: 1.0:
# Region: 11: Hauts-de-France (HF)
# =========================================================
data;

# param Distmax:=
# 1 80  # 80
# 2 120 # + 120
# 3 250; # + 200

# Minimal population on destination municipality (j) 
param POPmin:=
1	0
# 2	10000
# 3	25000
# 2	2000
# 3	4000
2	1416	# Q1
3	2282	# Q2 
;

param DurUpper:=
1 0.51 
# 2 1.0 
# 3 1.5; 
2 0.53 
3 1.1;

# Municipios selecionados que já possuem infraestrutura de nível 3
set S3:=
6455273	# 'Amiens': Amiens University Hospital
2972284	#	'Tourcoing' : Tourcoing Hospital
;

# CODIGO	REGIAO (code)	LAT	LONG	POPULACAO 2030	INFR	MUNICIPIO	
 param: I :	RE	lat	lng	POP	INFR	Mun 	:=
3014223	11	50.8678	1.87360	5619	1	'Guînes'	
6617186	11	50.4267	3.18310	5597	1	'Flines-lès-Raches'	
6618436	11	50.2631	2.78860	5596	1	'Beaurains'	
6454426	11	50.3753	3.39190	5568	1	'Wallers'	
2990118	11	50.5022	2.50220	5561	1	'Marles-les-Mines'	
3020886	11	50.51	2.83170	5544	1	'Douvrin'	
2981949	11	50.5625	2.90060	5533	1	'Sainghin-en-Weppes'	
6439419	11	50.4869	2.48360	5520	1	'Calonne-Ricouart'	
2988893	11	50.9778	2.04420	5478	1	'Oye-Plage'	
3018739	11	50.3658	3.30060	5448	1	'Fenain'	
3036229	11	50.8792	2.08060	5442	1	'Audruicq'	
3023254	11	50.9242	1.88500	5401	1	'Coulogne'	
6438575	11	50.7722	3.04780	5384	1	'Wervicq-Sud'	
8294802	11	50.4383	2.86830	5379	0	'Loison-sous-Lens'	
2989094	11	50.4544	3.03080	5367	1	'Ostricourt'	
6438185	11	50.3525	3.12830	5362	1	'Déchy'	
3019877	11	50.6756	2.84750	5293	1	'Erquinghem-Lys'	
3018650	11	50.255	3.99280	5292	1	'Ferrière-la-Grande'	
2991297	11	49.3158	2.31940	5255	1	'Mouy'	
3016524	11	49.8253	3.28560	5254	1	'Gauchy'	
6450049	11	50.5142	2.89810	5131	1	'Bauvin'	
3015126	11	50.9978	2.10920	5121	1	'Grand-Fort-Philippe'	
2980283	11	50.6817	1.62580	5118	1	'Saint-Étienne-au-Mont'	
8294749	11	50.4869	1.62440	5092	0	'Cucq'	
6618428	11	50.3369	3.02280	5083	1	'Brébières'	
6617190	11	50.3531	3.06780	5071	1	'Lambres-lès-Douai'	
6439710	11	50.8147	1.70330	5064	1	'Marquise'	
3005696	11	50.6275	2.77110	5000	1	'Laventie'	
6439374	11	50.7169	2.27640	4974	0	'Blendecques'	
6439873	11	50.3792	2.33470	4942	0	'Saint-Pol-sur-Ternoise'	
6439477	11	50.6678	1.83440	4930	1	'Desvres'	
3021935	11	50.5683	3.21500	4908	1	'Cysoing'	
3002420	11	50.2489	3.63750	4902	0	'Le Quesnoy'	
3031516	11	49.1983	2.20920	4899	1	'Bornel'	
3009716	11	49.3561	2.78690	4894	1	'Lacroix-Saint-Ouen'	
3036300	11	50.3711	3.47440	4882	1	'Petite Forêt'	
6439879	11	50.9467	1.75670	4852	1	'Sangatte'	
6439584	11	50.4761	2.58470	4831	1	'Haillicourt'	
6450086	11	50.7708	3.07860	4818	1	'Bousbecque'	
6617197	11	50.3667	3.18690	4791	1	'Montigny-en-Ostervent'	
8286262	11	50.6153	3.24080	4784	1	'Baisieux'	
2987423	11	50.5169	3.01640	4780	1	'Phalempin'	
2969864	11	50.4883	2.74580	4741	1	'Vermelles'	
6438496	11	50.6264	2.98500	4739	1	'Sequedin'	
3014195	11	49.9003	3.62750	4731	0	'Guise'	
6617187	11	50.6133	2.95940	4727	1	'Hallennes-lès-Haubourdin'	
2977901	11	50.3028	2.77720	4724	0	'Saint-Nicolas'	
6438778	11	49.2961	2.44560	4712	1	'Laigneville'	
3036270	11	50.5125	2.78390	4700	1	'Auchy-les-Mines'	
3032622	11	50.5189	2.86750	4693	1	'Billy-Berclau'	
2978769	11	49.2172	2.42190	4692	1	'Saint-Leu-d’Esserent'	
3014346	11	50.3525	3.14470	4691	1	'Guesnain'	
2969806	11	49.2764	2.52220	4677	1	'Verneuil-en-Halatte'	
2967863	11	50.3258	2.98310	4676	1	'Vitry-en-Artois'	
3037585	11	50.4092	2.75860	4613	1	'Angres'	
2976291	11	50.6397	1.74530	4611	1	'Samer'	
2999446	11	50.6222	2.68500	4610	1	'Lestrem'	
2976865	11	49.7464	3.07280	4596	0	'Ham'	
3019276	11	50.4383	3.03330	4588	1	'Évin-Malmaison'	
6617194	11	50.4081	3.28220	4587	1	'Marchiennes-Ville'	
3036406	11	50.3328	3.23220	4533	0	'Auberchicourt'	
2972684	11	49.4786	2.88360	4531	1	'Thourotte'	
3022559	11	50.42	3.66140	4514	1	'Crespin'	
6438133	11	51.0711	2.52750	4507	1	'Bray-Dunes'	
3017024	11	50.0906	1.54970	4501	1	'Friville-Escarbotin'	
2968415	11	49.8669	2.52000	4482	0	'Villers-Bretonneux'	
6438289	11	50.4744	3.52190	4439	1	'Hergnies'	
3029003	11	49.8869	2.34580	4424	1	'Camon'	
3030374	11	50.8547	1.97750	4403	1	'Ardres'	
2973823	11	50.8094	2.58280	4388	1	'Steenvoorde'	
6439585	11	50.5081	2.80170	4380	1	'Haisnes'	
3037548	11	50.4636	2.88220	4377	1	'Annay'	
3038731	11	50.3342	3.30220	4376	1	'Abscon'	
3035698	11	50.1236	3.92560	4345	1	'Avesnes-sur-Helpe'	
6438423	11	50.5147	2.91280	4318	1	'Provin'	
2974360	11	50.1856	3.49830	4290	1	'Solesmes'	
6438323	11	51.0536	2.43860	4255	1	'Leffrinckoucke'	
2968070	11	50.3725	2.81060	4250	1	'Vimy'	
2990958	11	49.1417	2.81060	4249	1	'Nanteuil-le-Haudouin'	
6438593	11	49.6325	2.29330	4244	0	'Breteuil'	
2999139	11	50.5233	1.58530	4229	0	'Le Touquet-Paris-Plage'	
2984438	11	50.4175	1.63970	4224	0	'Rang-du-Fliers'	
6439365	11	50.3117	2.94420	4197	0	'Biache-Saint-Vaast'	
6438213	11	50.4244	3.55860	4173	1	'Escautpont'	
3016130	11	51.0517	2.52720	4164	1	'Ghyvelde'	
6438290	11	50.3544	3.45250	4128	1	'Hérin'	
2995269	11	50.3486	3.20170	4125	1	'Masny'	
6439866	11	50.7553	2.23580	4077	1	'Saint-Martin-au-Laërt'	
6438297	11	50.9794	2.58530	4072	1	'Hondschoote'	
6438344	11	50.3089	3.48580	4061	1	'Maing'	
6438454	11	50.2717	4.00580	4055	1	'Rousies'	
3030323	11	49.4103	2.25080	4051	1	'Bresles'	
6438262	11	50.5444	2.98420	4045	1	'Gondecourt'	
2967350	11	50.7631	1.63250	4031	1	'Wimille'	
6438432	11	50.4397	3.10250	4005	0	'Raimbeaucourt'	
3024906	11	49.2731	2.35670	3986	0	'Cires-lès-Mello'	
2991783	11	49.7744	2.48310	3968	1	'Moreuil'	
6438339	11	50.3147	3.35530	3959	1	'Lourches'	
3022739	11	49.1422	2.47310	3954	1	'Coye-la-Forêt'	
2981956	11	50.6578	2.77030	3946	1	'Sailly-sur-la-Lys'	
6450082	11	50.2842	3.31690	3940	1	'Bouchain'	
2976337	11	49.87	2.24220	3921	1	'Salouël'	
3038349	11	50.4258	2.70970	3915	1	'Aix-Noulette'	
2972365	11	50.6608	3.22970	3909	1	'Toufflers'	
6438276	11	50.4211	3.38670	3899	1	'Hasnon'	
2972658	11	50.4789	3.05500	3893	1	'Thumeries'	
2970018	11	49.3106	2.73140	3823	1	'Verberie'	
2990628	11	49.2236	2.28530	3818	1	'Neuilly-en-Thelle'	
6615138	11	50.3094	3.33500	3817	1	'Roeulx'	
3035088	11	50.1036	2.85110	3817	0	'Bapaume'	
3033657	11	49.3589	3.33560	3815	0	'Belleu'	
2990527	11	50.1878	3.22220	3792	1	'Neuville-Saint-Rémy'	
2994121	11	50.4972	2.88970	3767	1	'Meurchin'	
3019500	11	49.4256	2.64280	3749	1	'Estrées-Saint-Denis'	
2990678	11	50.6186	1.64080	3744	1	'Neufchâtel-Hardelot'	
2968008	11	50.5408	2.78890	3720	1	'Violaines'	
2973821	11	50.7003	2.77750	3669	1	'Steenwerck'	
3020065	11	50.8064	2.15170	3668	1	'Éperlecques'	
3010683	11	50.4897	2.56560	3647	1	'Labuissière'	
3035701	11	50.1972	3.38000	3638	1	'Avesnes-lès-Aubert'	
3033363	11	50.9686	2.43420	3637	1	'Bergues'	
6456264	11	49.0967	2.75310	3620	1	'Le Plessis-Belleville'	
2997142	11	50.7053	2.12060	3607	1	'Lumbres'	
6444706	11	49.9025	2.32690	3576	1	'Rivery'	
3013152	11	50.3678	3.33530	3562	1	'Hornaing'	
6614762	11	49.6083	2.07810	3519	1	'Crèvecoeur-le-Grand'	
2980723	11	50.3072	2.76310	3503	0	'Sainte-Catherine'	
3017080	11	50.2764	2.28810	3498	1	'Frévent'	
3007830	11	50.1256	3.69000	3479	1	'Landrecies'	
2969722	11	50.5025	2.64000	3476	1	'Verquin'	
3007116	11	50.5164	2.54030	3467	1	'Lapugnoy'	
3038142	11	50.5361	2.95080	3458	1	'Allennes-les-Marais'	
3033485	11	50.4858	2.81670	3429	1	'Hulluch'	
3017686	11	51.031	2.30610	3426	1	'Fort-Mardyck'	
2973188	11	50.5742	3.05440	3401	1	'Templemars'	
6439864	11	50.6906	1.62420	3394	0	'Saint-Léonard'	
8288694	11	49.6578	3.31010	3392	1	'Fargniers'	
3013083	11	50.5636	3.00170	3378	1	'Houplin-Ancoisne'	
2994349	11	50.4556	1.61390	3374	1	'Merlimont'	
2978017	11	49.9181	4.13280	3365	0	'Saint-Michel'	
3012620	11	50.2331	3.32220	3359	0	'Iwuy'	
2989211	11	49.1322	2.51280	3337	1	'Orry-la-Ville'	
6438253	11	50.5575	3.13420	3334	1	'Fretin'	
3025881	11	49.2675	1.88890	3305	0	'Chaumont-en-Vexin'	
2980562	11	49.2889	2.19890	3301	1	'Sainte-Geneviève'	
6455197	11	50.2975	3.79810	3295	1	'Bavay'	
6450089	11	49.2594	2.16500	3292	1	'Andeville'	
3025058	11	49.4386	2.87750	3283	1	'Choisy-au-Bac'	
3014044	11	50.7111	2.22920	3272	1	'Wizernes'	
6454452	11	49.3014	2.64030	3250	1	'Pontpoint'	
6614995	11	50.1928	3.26500	3238	1	'Escaudoeuvres'	
6454752	11	49.8456	2.39080	3228	1	'Boves'	
3037506	11	49.9894	4.09860	3213	1	'Anor'	
3030799	11	50.2906	4.04080	3212	1	'Boussois'	
3013637	11	50.3514	3.40280	3212	1	'Haveluy'	
2985498	11	49.2061	2.37060	3212	1	'Précy-sur-Oise'	
6444438	11	50.0128	2.08080	3205	1	'Flixecourt'	
3013044	11	50.9711	2.44610	3204	1	'Hoymille'	
6613064	11	50.2803	3.10640	3199	1	'Arleux'	
2986285	11	50.4736	2.88860	3167	1	'Pont-à-Vendin'	
3033355	11	50.2022	3.81140	3155	0	'Berlaimont'	
2985231	11	50.1614	3.20580	3150	0	'Proville'	
6438201	11	50.5933	3.00170	3140	1	'Emmerin'	
3010344	11	49.1275	2.53440	3140	1	'La Chapelle-en-Serval'	
2994385	11	50.5056	3.11000	3132	1	'Mérignies'	
6456238	11	50.3494	3.48810	3126	0	'La Sentinelle'	
3030202	11	49.3608	2.43670	3099	1	'Breuil-le-Vert'	
2982261	11	50.2722	1.66780	3096	1	'Rue'	
6438328	11	50.6144	3.11330	3065	1	'Lezennes'	
6450136	11	49.3011	2.80310	3063	1	'Béthisy-Saint-Pierre'	
6452430	11	49.3822	2.38420	3047	1	'Agnetz'	
2984874	11	50.3889	3.62310	3045	1	'Quarouble'	
3022804	11	50.4553	3.20330	3041	1	'Coutiches'	
2976690	11	50.6222	2.54440	3036	0	'Saint-Venant'	
3018693	11	49.1994	3.51750	3032	1	'Fère-en-Tardenois'	
6439828	11	50.805	1.73810	3015	1	'Rinxent'	
2982775	11	49.8142	2.70280	3001	1	'Rosières-en-Santerre'	
2967363	11	50.6319	3.23830	2999	1	'Willems'	
2972889	11	50.3056	3.44830	2998	1	'Thiant'	
3025458	11	50.6111	3.20470	2991	1	'Chéreng'	
6451267	11	49.9267	2.19390	2985	1	'Ailly-sur-Somme'	
3029483	11	49.3139	2.34330	2966	1	'Bury'	
3003592	11	50.5319	2.84280	2956	1	'Salomé'	
3017144	11	49.9475	3.41720	2952	1	'Fresnoy-le-Grand'	
2984782	11	49.6711	3.30130	2950	1	'Quessy'	
6439485	11	50.3911	2.92670	2924	0	'Drocourt'	
3022271	11	49.4025	3.36000	2912	1	'Crouy'	
3038075	11	50.5306	2.50810	2906	1	'Allouagne'	
6438413	11	50.5217	3.11610	2899	0	'Pont-à-Marcq'	
3020300	11	50.4208	2.81110	2880	1	'Éleu-dit-Leauwette'	
3014918	11	49.6661	1.94060	2880	0	'Grandvilliers'	
3010855	11	50.4986	2.68000	2878	1	'Labourse'	
2967372	11	50.0169	4.00830	2877	0	'Wignehies'	
2970081	11	49.4156	2.79970	2876	1	'Venette'	
2978101	11	49.2211	2.44670	2872	1	'Saint-Maximin'	
2993509	11	50.6122	2.46150	2870	1	'Molinghem'	
3036074	11	49.37	1.99690	2864	1	'Auneuil'	
3009526	11	49.6617	3.36560	2847	0	'La Fère'	
3029548	11	50.5386	2.46690	2845	1	'Burbure'	
2981943	11	50.0936	4.01000	2845	1	'Sains-du-Nord'	
3025071	11	50.5419	2.57310	2841	1	'Chocques'	
3038429	11	49.7564	2.36330	2835	1	'Ailly-sur-Noye'	
6438318	11	50.4708	3.39440	2828	1	'Lecelles'	
2976459	11	49.8586	2.23810	2826	1	'Saleux'	
2990307	11	49.3278	2.20000	2814	1	'Noailles'	
6438175	11	50.345	3.05920	2813	1	'Courchelettes'	
2971887	11	50.0583	4.10280	2798	1	'Trélon'	
2981950	11	50.5869	3.16750	2792	1	'Sainghin-en-Mélantois'	
6450247	11	50.3144	2.74440	2773	1	'Anzin-Saint-Aubin'	
3028219	11	50.5039	2.45140	2768	1	'Cauchy-à-la-Tour'	
3016376	11	50.5308	3.21640	2768	1	'Genech'	
6424896	11	49.0294	3.37420	2760	1	'Essômes-sur-Marne'	
3029012	11	50.5661	1.61360	2748	0	'Camiers'	
2974931	11	49.3533	1.77030	2742	1	'Sérifontaine'	
2994313	11	50.0672	1.38780	2738	1	'Mers-les-Bains'	
2995270	11	50.1153	3.20970	2731	1	'Masnières'	
2995550	11	50.2914	4.07970	2729	1	'Marpent'	
3009805	11	50.5814	2.71190	2720	1	'La Couture'	
3018318	11	50.6522	2.83280	2719	1	'Fleurbaix'	
2984600	11	50.4167	3.13670	2719	1	'Râches'	
3013875	11	50.2583	3.41670	2709	1	'Haspres'	
3034023	11	49.6508	3.34470	2707	1	'Beautor'	
3003110	11	50.6769	1.57250	2700	1	'Équihen-Plage'	
2990520	11	50.2997	3.35390	2695	1	'Neuville-sur-l’Escaut'	
3035743	11	50.54	3.08170	2666	1	'Avelin'	
3030205	11	49.3703	2.45220	2663	1	'Breuil-le-Sec'	
