# ======================================================
# Model: Hierarchical health care design : 3 levels (brown field)
# Joao Flavio F. Almeida <joao.flavio@dep.ufmg.br >
# Fabricio Oliveira <fabricio.oliveira@aalto.fi >
# Data   : 19/02/2022
# Versao: 1.0:
# Region: 6: Centre-Val de Loire (VL)
# =========================================================
data;

# param Distmax:=
# 1 80  # 80
# 2 120 # + 120
# 3 250; # + 200

# Minimal population on destination municipality (j) 
param POPmin:=
1	0
# 2	7000
# 3	20000
# 2	2000
# 3	4000
2	1266	# Q1
3	1783	# Q2 
;

param DurUpper:=
1 0.51 
# 2 1.5 
# 3 1.5;
2 0.8 
3 1.1; 

# Municipios selecionados que já possuem infraestrutura de nível 3
set S3:=
2972191	#	'Tours': Centre hospitalier régional universitaire de Tours [fr] (in partnership with University of Tours)
;

# CODIGO	REGIAO (code)	LAT	LONG	POPULACAO 2030	INFR	MUNICIPIO	
 param: I :	RE	lat	lng	POP	INFR	Mun 	:=
2989281	6	47.9411	1.82060	4150	1	'Ormes'	
2980403	6	47.1122	0.62110	4142	0	'Sainte-Maure-de-Touraine'	
3004468	6	48.4303	1.49080	4131	0	'Le Coudray'	
2976224	6	47.8453	2.03250	4043	1	'Sandillon'	
3010154	6	46.5822	1.98720	4040	0	'La Châtre'	
6612441	6	48.7614	1.24220	4032	1	'Saint-Rémy-sur-Avre'	
2990273	6	48.6486	1.52860	4032	1	'Nogent-le-Roi'	
6430881	6	48.7667	1.19310	3996	1	'Saint-Lubin-des-Joncherets'	
3022911	6	48.0392	3.05530	3966	1	'Courtenay'	
2971553	6	47.0103	2.35780	3953	1	'Trouy'	
3030944	6	47.2819	0.16830	3906	1	'Bourgueil'	
3037133	6	46.7422	1.83080	3829	1	'Ardentes'	
3027598	6	47.8836	1.77310	3775	0	'Chaingy'	
3018861	6	47.9289	2.13940	3755	1	'Fay-aux-Loges'	
6434061	6	47.7542	0.86360	3752	0	'Montoire-sur-le-Loir'	
3020678	6	46.8847	2.57170	3749	0	'Dun-sur-Auron'	
6614869	6	48.0903	2.78970	3691	1	'Ferrières'	
2988632	6	48.0189	2.66720	3691	1	'Pannes'	
3016750	6	48.5247	1.69000	3690	1	'Gallardon'	
2975370	6	48.4686	1.50220	3682	1	'Champhol'	
2978184	6	46.8064	1.63940	3680	0	'Saint-Maur'	
3023812	6	47.4189	1.42780	3631	1	'Contres'	
3024937	6	47.3475	0.46170	3621	1	'Cinq-Mars-la-Pile'	
6456751	6	47.0625	2.32500	3609	1	'La Chapelle-Saint-Ursin'	
6448670	6	47.4708	0.70330	3513	1	'Chanceaux-sur-Choisille'	
2981488	6	47.8581	1.75390	3507	1	'Saint-Ay'	
3035548	6	47.2614	0.46610	3493	1	'Azay-le-Rideau'	
6449189	6	47.8211	1.75670	3434	1	'Cléry-Saint-André'	
2985116	6	48.2053	2.47110	3417	1	'Puiseaux'	
6434747	6	47.9731	2.10500	3393	1	'Traînou'	
6455030	6	48.2103	1.16720	3356	1	'Brou'	
3008418	6	48.4717	1.01530	3334	0	'La Loupe'	
6455923	6	47.4381	0.63940	3312	0	'La Membrolle-sur-Choisille'	
2992126	6	47.5628	1.46220	3305	1	'Mont-près-Chambord'	
2980950	6	47.83	1.96940	3302	1	'Saint-Cyr-en-Val'	
3002086	6	48.1433	2.76720	3287	1	'Dordives'	
6434077	6	47.4997	1.17420	3275	1	'Onzain'	
2967595	6	48.2719	1.62640	3265	1	'Voves'	
2967612	6	47.4122	0.79920	3246	1	'Vouvray'	
3008856	6	46.9511	2.94750	3225	1	'La Guerche-sur-l’Aubois'	
2975147	6	47.9322	1.94860	3182	1	'Sémoy'	
2979699	6	47.5689	1.36000	3181	1	'Saint-Gervais-la-Forêt'	
2978257	6	47.3558	0.90970	3169	1	'Saint-Martin-le-Beau'	
2975513	6	47.3478	0.54830	3153	1	'Savonnières'	
6434063	6	47.3431	1.18330	3145	1	'Montrichard'	
6433095	6	47.4144	0.75500	3129	1	'Rochecorbon'	
3026052	6	47.5911	2.75280	3126	1	'Châtillon-sur-Loire'	
3008662	6	47.7697	1.68640	3104	1	'Lailly-en-Val'	
3035547	6	47.3492	0.84610	3090	1	'Azay-sur-Cher'	
2975067	6	48.5614	1.03060	3060	1	'Senonches'	
6434712	6	47.8656	1.83500	3056	1	'Saint-Hilaire-Saint-Mesmin'	
2976245	6	46.8319	2.91890	3025	1	'Sancoins'	
6434636	6	47.8892	2.51310	2958	1	'Lorris'	
2998718	6	46.9769	1.61280	2931	0	'Levroux'	
2986288	6	47.8869	2.05670	2872	1	'Mardié'	
6434584	6	47.9131	2.10420	2861	1	'Donnery'	
3022862	6	48.45	1.24030	2851	1	'Courville-sur-Eure'	
2981898	6	47.2686	1.37580	2844	0	'Saint-Aignan'	
3023063	6	47.5094	1.45610	2824	0	'Cour-Cheverny'	
2979890	6	48.4175	1.35860	2809	1	'Saint-Georges-sur-Eure'	
6434568	6	48.0447	2.69970	2798	1	'Corquilleroy'	
6453919	6	48.5911	1.56690	2769	1	'Pierres'	
6448585	6	47.255	1.65330	2759	1	'Chabris'	
2989879	6	47.2767	1.39970	2725	1	'Noyers-sur-Cher'	
3037673	6	48.855	1.43940	2714	1	'Anet'	
2969750	6	47.4211	0.84560	2710	1	'Vernou-sur-Brenne'	
2979892	6	47.3253	1.12530	2704	1	'Saint-Georges-sur-Cher'	
2968800	6	46.8464	1.54000	2694	1	'Villedieu-sur-Indre'	
6448644	6	47.1958	0.18610	2692	1	'Beaumont-en-Véron'	
3014001	6	48.6025	1.64690	2691	1	'Hanches'	
3024543	6	47.9969	1.23500	2690	1	'Cloyes-sur-le-Loir'	
2988903	6	47.7667	2.47860	2690	1	'Ouzouer-sur-Loire'	
3036471	6	47.3208	0.91560	2686	1	'Athée-sur-Cher'	
3027625	6	47.5417	1.31030	2684	0	'Chailles'	
2974185	6	47.2417	0.69530	2683	1	'Sorigny'	
6447427	6	47.0331	2.65330	2677	1	'Avord'	
6616755	6	47.2933	1.77000	2662	1	'Villefranche'	
3025315	6	48.0289	1.87360	2660	1	'Chevilly'	
3027984	6	47.5281	1.38060	2642	1	'Cellettes'	
6452288	6	47.2733	0.59920	2639	1	'Artannes-sur-Indre'	
2981305	6	47.2269	0.77220	2614	0	'Saint-Branchs'	
2994426	6	47.1633	2.05080	2608	1	'Méreau'	
3026231	6	48.5806	1.24110	2596	1	'Châteauneuf-en-Thymerais'	
2972156	6	48.1942	1.93560	2587	1	'Toury'	
2990261	6	47.8464	2.74220	2573	1	'Nogent-sur-Vernisson'	
3007048	6	47.3681	0.78000	2486	1	'Larçay'	
3026053	6	46.9878	1.17360	2464	0	'Châtillon-sur-Indre'	
2968879	6	47.6225	1.32330	2462	1	'Villebarou'	
2997371	6	48.0014	2.08500	2446	1	'Loury'	
2971515	6	47.2728	0.85000	2440	1	'Truyes'	
3030974	6	48.1422	2.25250	2424	1	'Dadonville'	
2988576	6	47.4417	0.74560	2422	1	'Parçay-Meslay'	
2978420	6	47.2039	2.41670	2415	1	'Saint-Martin-d’Auxigny'	
2986546	6	47.6778	2.59890	2402	1	'Poilly-lez-Gien'	
6434070	6	47.7933	1.02970	2386	1	'Naveil'	
3016085	6	47.2764	1.66890	2386	1	'Gièvres'	
3027923	6	48.0464	2.73690	2381	1	'Cepoy'	
3038744	6	48.7847	1.43920	2368	1	'Abondant'	
2971056	6	47.1606	1.56610	2351	0	'Valençay'	
3009732	6	47.3367	0.99060	2348	1	'La Croix-en-Touraine'	
6434744	6	47.795	2.19830	2325	1	'Tigy'	
2990007	6	47.5369	2.03810	2324	1	'Nouan-le-Fuzelier'	
3023260	6	47.6206	2.49250	2309	1	'Coullons'	
3013007	6	47.5925	1.45280	2297	0	'Huisseau-sur-Cosson'	
3035786	6	47.5422	0.91970	2218	0	'Auzouer-en-Touraine'	
6434763	6	47.94	2.26610	2216	1	'Vitry-aux-Loges'	
2988374	6	48.0481	1.69560	2210	1	'Patay'	
2975184	6	47.4989	0.58030	2172	1	'Semblançay'	
2998343	6	47.0428	0.81860	2159	1	'Ligueil'	
6434641	6	47.7642	2.02190	2131	1	'Marcilly-en-Villette'	
2969087	6	47.2017	2.17170	2121	1	'Vignoux-sur-Barangeon'	
6614114	6	47.9275	2.00940	2111	1	'Boigny-sur Bionne'	
3018189	6	47.1769	2.16170	2091	1	'Foëcy'	
6448686	6	47.2364	0.12690	2083	1	'Chouzé-sur-Loire'	
3037015	6	47.5567	2.44310	2082	1	'Argent-sur-Sauldre'	
2994161	6	47.4525	0.64830	2068	1	'Mettray'	
3034543	6	47.8108	1.67080	2067	1	'Baule'	
2988905	6	47.9111	1.52750	2052	1	'Ouzouer-le-Marché'	
2977360	6	48.4922	1.53110	2052	1	'Saint-Prest'	
3016101	6	47.9869	1.83670	2030	1	'Gidy'	
3025152	6	48.0722	2.13470	2027	1	'Chilleurs-aux-Bois'	
2990637	6	47.5472	0.54780	2022	1	'Neuillé-Pont-Pierre'	
2986962	6	46.9986	2.45420	2019	1	'Plaimpied-Givaudins'	
6432956	6	47.0839	2.04420	2018	1	'Reuilly'	
2981062	6	47.8106	2.30610	2017	1	'Saint-Benoît-sur-Loire'	
3034122	6	48.0697	2.42920	2015	0	'Beaune-la-Rolande'	
3025006	6	47.5253	1.24720	1998	1	'Chouzy-sur-Cisse'	
2975528	6	47.8794	0.80920	1987	1	'Savigny-sur-Braye'	
3029705	6	48.7964	1.49530	1985	1	'Bû'	
2973938	6	48.41	1.59720	1984	1	'Sours'	
6447484	6	47.1447	2.42890	1970	1	'Fussy'	
2970606	6	47.0733	1.81060	1956	1	'Vatan'	
3012170	6	48.5119	1.55000	1951	1	'Jouy'	
2969276	6	47.8008	2.13610	1941	1	'Vienne-en-Val'	
2995647	6	47.1014	2.28360	1937	1	'Marmagne'	
3036694	6	48.0822	1.87830	1920	1	'Artenay'	
3000246	6	47.4953	1.29690	1919	1	'Les Montils'	
2979807	6	47.9533	2.84720	1914	1	'Saint-Germain-des-Prés'	
3001817	6	47.8125	2.40220	1911	1	'Les Bordes'	
3031656	6	47.5606	2.84000	1909	1	'Bonny-sur-Loire'	
2991895	6	48.3972	1.49330	1904	0	'Morancez'	
3002199	6	47.1983	2.57190	1903	1	'Les Aix-d’Angillon'	
6434752	6	47.9539	2.05530	1887	1	'Vennecy'	
3026076	6	47.8228	2.84640	1881	1	'Châtillon-Coligny'	
3002986	6	46.5781	1.54750	1861	1	'Le Pêchereau'	
3007276	6	47.8572	2.09920	1857	1	'Darvoy'	
6613254	6	48.7467	1.42190	1854	1	'Chérisy'	
3012502	6	48.2006	1.88220	1840	1	'Janville'	
3030147	6	48.6903	1.07250	1832	1	'Brezolles'	
6432973	6	46.6353	1.42030	1811	1	'Saint-Gaultier'	
6613323	6	46.7256	2.48170	1806	1	'Orval'	
3035659	6	47.205	0.18310	1804	1	'Avoine'	
3024843	6	47.3322	1.04860	1801	1	'Civray-de-Touraine'	
3025635	6	47.2544	0.46140	1799	1	'Cheillé'	
3034239	6	47.5425	2.81690	1793	1	'Beaulieu-sur-Loire'	
2987001	6	48.1625	2.20920	1791	1	'Pithiviers-le-Vieil'	
3023637	6	47.2672	0.83670	1784	1	'Cormery'	
6612443	6	48.8411	1.38190	1783	1	'Sorel-Moussel'	
2981074	6	47.6153	1.41580	1783	1	'Saint-Claude-de-Diray'	
3026258	6	46.5619	2.20060	1768	1	'Châteaumeillant'	
3034245	6	47.1286	1.01530	1764	1	'Beaulieu-lès-Loches'	
2978433	6	47.8567	2.26830	1764	1	'Saint-Martin-d’Abbat'	
2972822	6	47.2231	0.58030	1753	1	'Thilouze'	
3026266	6	47.5469	0.32500	1751	1	'Château-la-Vallière'	
3037927	6	47.4514	0.44750	1750	1	'Ambillou'	
6428188	6	47.3031	2.52440	1743	1	'Henrichemont'	
6434602	6	48.1042	2.77420	1724	1	'Fontenay-sur-Loing'	
2981669	6	47.4961	0.63000	1717	1	'Saint-Antoine-du-Rocher'	
3034915	6	48.4086	1.47720	1710	1	'Barjouville'	
6454057	6	47.4819	0.88420	1708	1	'Reugny'	
3026056	6	47.2769	1.49390	1707	1	'Châtillon-sur-Cher'	
3018052	6	48.4719	1.31250	1684	1	'Fontaine-la-Guyon'	
6430869	6	48.0675	1.29310	1679	1	'Saint-Denis-les-Ponts'	
3013006	6	47.8931	1.70310	1679	1	'Huisseau-sur-Mauves'	
2983652	6	47.0142	0.32360	1678	1	'Richelieu'	
3025976	6	48.6617	1.49690	1677	1	'Chaudon'	
6432920	6	46.8633	1.77580	1667	1	'Montierchaume'	
3032887	6	48.4364	1.71330	1665	1	'Béville-le-Comte'	
6430929	6	48.6733	1.46190	1665	1	'Villemeux-sur-Eure'	
2974904	6	48.2964	2.20470	1663	1	'Sermaises'	
2986588	6	47.4444	0.99080	1657	1	'Pocé-sur-Cisse'	
6433122	6	47.6019	0.48220	1657	1	'Saint-Paterne-Racan'	
2990482	6	46.5961	1.80860	1652	1	'Neuvy-Saint-Sépulchre'	
2973735	6	47.6667	1.46080	1641	1	'Suèvres'	
6433108	6	47.37	0.51610	1632	1	'Saint-Étienne-de-Chigny'	
2967236	6	48.2103	1.19030	1630	1	'Yèvres'	
2995722	6	47.9572	2.01640	1627	1	'Marigny-les-Usages'	
2974391	6	47.4133	1.52500	1611	1	'Soings-en-Sologne'	
2994585	6	47.2319	2.48640	1609	1	'Menetou-Salon'	
2992525	6	46.6033	1.98250	1586	1	'Montgivray'	
2990367	6	46.8283	1.56440	1586	1	'Niherne'	
2980375	6	47.1453	0.53690	1577	1	'Saint-Épain'	
2997111	6	46.9353	2.27110	1576	1	'Lunery'	
2978365	6	48.6122	1.60920	1568	1	'Saint-Martin-de-Nigelles'	
2975540	6	47.2014	0.14470	1567	1	'Savigny-en-véron'	
3035366	6	48.3669	1.33000	1558	1	'Bailleau-le-Pin'	
3023641	6	47.4892	1.40640	1555	1	'Cormeray'	
2983062	6	48.0722	2.54920	1547	1	'Corbeilles'	
6449137	6	48.1625	2.04310	1545	1	'Bazoches-les-Gallerandes'	
2979676	6	47.12	0.42470	1541	1	'L’Île Bouchard'	
2980494	6	47.1561	2.34250	1538	1	'Saint-Éloy-de-Gy'	
6616821	6	47.9892	2.44280	1537	1	'Bellegarde-du-Loiret'	
2997084	6	48.7211	1.39690	1531	1	'Luray'	
6434087	6	47.3889	1.25360	1529	1	'Pontlevoy'	
2997279	6	46.7331	1.55860	1520	1	'Luant'	
6434081	6	47.8236	1.29470	1520	1	'Oucques'	
2991160	6	47.4125	1.60830	1518	1	'Mur-de-Sologne'	
6613655	6	47.1856	1.09530	1515	1	'Génillé'	
3021854	6	48.3428	1.49390	1512	1	'Dammarie'	
3026898	6	47.9647	1.96830	1508	1	'Chanteau'	
3035938	6	48.1956	0.89250	1506	1	'Authon-du-Perche'	
3036083	6	48.4411	1.80780	1504	1	'Aunay-sous-Auneau'	
3028846	6	47.495	1.26060	1500	1	'Candé-sur-Beuvron'	
2990912	6	48.1108	2.75670	1490	1	'Nargis'	
3021829	6	47.7614	2.51860	1480	1	'Dampierre-en-Burly'	
3027903	6	47.9853	1.88280	1479	1	'Cercottes'	
2990758	6	46.9975	2.81940	1474	1	'Nérondes'	
2990274	6	48.4469	1.57640	1474	0	'Nogent-le-Phaye'	
2987855	6	47.1	1.01310	1474	1	'Perrusson'	
2970627	6	47.1578	2.38830	1474	1	'Vasselay'	
2967600	6	47.6458	2.05860	1472	1	'Vouzon'	
3034548	6	47.0814	2.72750	1469	1	'Baugy'	
2977122	6	47.3189	1.39890	1468	1	'Saint-Romain-sur-Cher'	
3026223	6	46.8575	2.31640	1455	1	'Châteauneuf-sur-Cher'	
2994591	6	47.6992	2.02220	1446	1	'Ménestreau-en-Villette'	
3030468	6	47.8297	2.36670	1443	1	'Bray-en-Val'	
3025316	6	47.9622	2.62530	1442	1	'Chevillon-sur-Huillard'	
3015423	6	47.1428	1.84670	1441	1	'Graçay'	
3013011	6	47.2325	0.25250	1440	1	'Huismes'	
3010235	6	47.2486	0.22390	1440	1	'La Chapelle-sur-Loire'	
3020043	6	47.95	1.61750	1435	1	'Épieds-en-Beauce'	
6447986	6	48.1006	1.12310	1432	1	'Arrou'	
6434644	6	47.8472	1.79940	1429	1	'Mareau-aux-Prés'	
3038458	6	46.4342	1.82890	1426	1	'Aigurande'	
3031146	6	47.4242	2.87250	1416	1	'Boulleret'	
6428291	6	47.3411	2.85330	1413	1	'Saint-Satur'	
2971810	6	48.6761	1.32470	1412	1	'Tréon'	
3024660	6	47.4253	0.39080	1405	1	'Cléré-les-Pins'	
6433139	6	47.2139	0.83440	1403	1	'Tauxigny'	
6433097	6	47.2469	0.54310	1396	1	'Saché'	
3020730	6	47.7967	1.71390	1392	1	'Dry'	
3009638	6	48.0028	2.53890	1388	1	'Ladon'	
3018886	6	47.3214	1.18560	1387	1	'Faverolles-sur-Cher'	
2998851	6	46.9258	2.40860	1386	1	'Levet'	
3017336	6	47.3119	1.08280	1380	1	'Francueil'	
2974236	6	47.5272	0.46220	1379	1	'Sonzay'	
2995248	6	47.1539	1.99280	1378	1	'Massay'	
6453745	6	47.3311	2.83890	1371	0	'Sancerre'	
2967165	6	46.7856	0.87060	1370	1	'Yzeures-sur-Creuse'	
2987948	6	47.4436	0.49940	1364	1	'Pernay'	
2994844	6	47.3831	0.42580	1363	1	'Mazières-de-Touraine'	
6434669	6	47.7944	2.24530	1361	1	'Neuvy-en-Sullias'	
6616035	6	46.7519	2.17610	1357	1	'Lignières'	
6434624	6	47.7444	1.81140	1357	1	'Jouy-le-Potier'	
2997251	6	47.13	1.44140	1355	1	'Luçay-le-Mâle'	
6430706	6	48.6528	1.54420	1350	1	'Coulombs'	
2973257	6	47.7583	1.61310	1350	1	'Tavers'	
2996141	6	47.1356	0.79310	1348	1	'Manthelan'	
6433128	6	47.4444	0.32030	1347	1	'Savigné-sur-Lathan'	
6434060	6	47.6397	1.44360	1346	1	'Montlivault'	
3030645	6	48.1203	2.36000	1339	1	'Boynes'	
2968170	6	48.6211	1.56220	1339	1	'Villiers-le-Morhier'	
2975216	6	47.3858	1.92250	1338	1	'Selles-Saint-Denis'	
3012216	6	47.0453	2.98830	1335	1	'Jouet-sur-l’Aubois'	
2968797	6	47.5461	0.88830	1334	1	'Villedômer'	
2988942	6	48.2114	2.02030	1322	1	'Outarville'	
2982357	6	47.5175	0.64890	1320	1	'Rouziers-de-Touraine'	
2993345	6	47.9811	0.89920	1318	1	'Mondoubleau'	
6434695	6	47.9878	2.04470	1316	1	'Rebréchien'	
3017672	6	47.6333	1.28420	1311	1	'Fossé'	
3026630	6	47.4325	1.03060	1307	1	'Chargé'	
3030628	6	47.5486	1.54170	1304	1	'Bracieux'	
2998301	6	47.4594	1.04140	1293	1	'Limeray'	
6434749	6	47.9394	2.98110	1288	1	'Triguères'	
2998380	6	47.2972	0.41690	1287	1	'Lignières-de-Touraine'	
3026641	6	47.4694	0.60920	1282	1	'Charentilly'	
2970940	6	47.3117	0.47420	1279	1	'Vallères'	
2992793	6	47.9058	2.80690	1276	1	'Montcresson'	
3034155	6	47.57	0.67110	1274	1	'Beaumont-la-Ronce'	
3021777	6	48.2086	1.28470	1267	1	'Dangeau'	
2984132	6	47.2322	0.91670	1265	1	'Reignac-sur-Indre'	
2997123	6	47.8092	0.91530	1263	1	'Lunay'	
3005541	6	47.9183	1.08500	1260	1	'La Ville-aux-Clercs'	
3027350	6	47.1814	0.96720	1257	1	'Chambourg-sur-Indre'	
6454059	6	47.4453	0.57920	1252	1	'Saint-Roch'	
2972986	6	47.3139	2.04030	1251	1	'Theillay'	
6433073	6	47.5433	0.74390	1247	1	'Nouzilly'	
6448610	6	47.0842	1.34640	1238	1	'Écueillé'	
2978215	6	47.6592	2.65830	1237	1	'Saint-Martin-sur-Ocre'	
2991226	6	47.6689	1.52810	1235	1	'Muides-sur-Loire'	
2990603	6	47.5353	1.80470	1234	1	'Neung-sur-Beuvron'	
3036680	6	46.6936	1.69940	1234	1	'Arthon'	
3021458	6	47.5883	1.65810	1231	1	'Dhuizon'	
3020770	6	48.6011	1.70170	1231	1	'Droue-sur-Drouette'	
6434631	6	47.6847	1.78190	1227	1	'Ligny-le-Ribault'	
3011188	6	48.1386	0.98060	1220	1	'La Bazoche-Gouet'	
3030663	6	47.8514	2.37860	1219	1	'Bouzy-la-Forêt'	
6616749	6	47.69	1.01640	1208	1	'Saint-Amand-de-Vendôme'	
3013496	6	47.6047	1.13860	1207	1	'Herbault'	
3027893	6	47.4994	0.68190	1207	1	'Cerelles'	
3025000	6	48.0028	2.96560	1202	1	'Chuelles'	
2986235	6	47.2606	0.57560	1202	1	'Pont-de-Ruan'	
2989001	6	48.8653	1.47080	1201	1	'Oulins'	
2989911	6	47.1094	0.55920	1199	1	'Noyant-de-Touraine'	
3033228	6	47.1097	2.28940	1191	1	'Berry-Bouy'	
3010094	6	48.8822	1.47920	1189	1	'La Chaussée-d’Ivry'	
2976679	6	47.5233	1.93330	1189	1	'Saint-Viâtre'	
2990442	6	48.0228	2.32720	1187	1	'Nibelle'	
2983902	6	47.2814	0.22830	1187	1	'Restigné'	
2978663	6	48.04	1.98190	1186	1	'Saint-Lyé-la-Forêt'	
