NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	MRIUnit	Mammography	Radiotherapy
1	170730.00	0.00	5055.00	2.07	12.79	6.32	24.67	0.00	0.00	0.00
1	170740.00	0.00	11703.00	4.80	29.61	14.63	57.11	0.00	0.00	0.00
1	170765.00	0.00	10359.00	4.25	26.21	12.95	50.55	0.00	0.00	0.00
1	170770.00	0.00	9531.00	3.91	24.11	11.91	46.51	0.00	0.00	0.00
1	170820.00	0.00	19934.00	8.17	50.43	24.92	97.28	0.00	0.00	0.00
1	170830.00	0.00	5518.00	2.26	13.96	6.90	26.93	0.00	0.00	0.00
1	170900.00	0.00	13959.00	5.72	35.32	17.45	68.12	0.00	0.00	0.00
1	170930.00	0.00	30472.00	12.49	77.09	38.09	148.70	0.00	0.00	0.00
1	170950.00	0.00	92471.00	37.91	233.95	115.59	451.26	0.00	0.00	0.00
1	170980.00	0.00	2132.00	0.87	5.39	2.67	10.40	0.00	0.00	0.00
1	171050.00	0.00	7996.00	3.28	20.23	10.00	39.02	0.00	0.00	0.00
1	171090.00	0.00	6871.00	2.82	17.38	8.59	33.53	0.00	0.00	0.00
1	171150.00	0.00	4119.00	1.69	10.42	5.15	20.10	0.00	0.00	0.00
1	171180.00	0.00	2375.00	0.97	6.01	2.97	11.59	0.00	0.00	0.00
1	171190.00	0.00	14058.00	5.76	35.57	17.57	68.60	0.00	0.00	0.00
1	171195.00	0.00	4570.00	1.87	11.56	5.71	22.30	0.00	0.00	0.00
1	171200.00	0.00	3345.00	1.37	8.46	4.18	16.32	0.00	0.00	0.00
1	171240.00	0.00	4042.00	1.66	10.23	5.05	19.72	0.00	0.00	0.00
1	171245.00	0.00	11413.00	4.68	28.87	14.27	55.70	0.00	0.00	0.00
1	171250.00	0.00	5494.00	2.25	13.90	6.87	26.81	0.00	0.00	0.00
1	171270.00	0.00	2845.00	1.17	7.20	3.56	13.88	0.00	0.00	0.00
1	171280.00	0.00	3670.00	1.50	9.29	4.59	17.91	0.00	0.00	0.00
1	171320.00	0.00	28082.00	11.51	71.05	35.10	137.04	0.00	0.00	0.00
1	171330.00	0.00	17458.00	7.16	44.17	21.82	85.20	0.00	0.00	0.00
1	171360.00	0.00	8442.00	3.46	21.36	10.55	41.20	0.00	0.00	0.00
1	171380.00	0.00	20574.00	8.44	52.05	25.72	100.40	0.00	0.00	0.00
1	171395.00	0.00	11799.00	4.84	29.85	14.75	57.58	0.00	0.00	0.00
1	171420.00	0.00	13561.00	5.56	34.31	16.95	66.18	0.00	0.00	0.00
1	171488.00	0.00	12640.00	5.18	31.98	15.80	61.68	0.00	0.00	0.00
1	171500.00	0.00	4546.00	1.86	11.50	5.68	22.18	0.00	0.00	0.00
1	171510.00	0.00	4624.00	1.90	11.70	5.78	22.57	0.00	0.00	0.00
1	171515.00	0.00	9779.00	4.01	24.74	12.22	47.72	0.00	0.00	0.00
1	171525.00	0.00	2910.00	1.19	7.36	3.64	14.20	0.00	0.00	0.00
1	171550.00	0.00	7864.00	3.22	19.90	9.83	38.38	0.00	0.00	0.00
1	171570.00	0.00	6384.00	2.62	16.15	7.98	31.15	0.00	0.00	0.00
1	171575.00	0.00	8241.00	3.38	20.85	10.30	40.22	0.00	0.00	0.00
1	171610.00	0.00	59886.00	24.55	151.51	74.86	292.24	0.00	0.00	0.00
1	171620.00	0.00	11283.00	4.63	28.55	14.10	55.06	0.00	0.00	0.00
1	171630.00	0.00	5210.00	2.14	13.18	6.51	25.42	0.00	0.00	0.00
1	171650.00	0.00	21591.00	8.85	54.63	26.99	105.36	0.00	0.00	0.00
1	171660.00	0.00	12536.00	5.14	31.72	15.67	61.18	0.00	0.00	0.00
1	171670.00	0.00	17417.00	7.14	44.07	21.77	84.99	0.00	0.00	0.00
1	171700.00	0.00	4815.00	1.97	12.18	6.02	23.50	0.00	0.00	0.00
1	171720.00	0.00	3260.00	1.34	8.25	4.08	15.91	0.00	0.00	0.00
1	171750.00	0.00	8158.00	3.34	20.64	10.20	39.81	0.00	0.00	0.00
1	171780.00	0.00	4962.00	2.03	12.55	6.20	24.21	0.00	0.00	0.00
1	171790.00	0.00	8586.00	3.52	21.72	10.73	41.90	0.00	0.00	0.00
1	171820.00	0.00	56839.00	23.30	143.80	71.05	277.37	0.00	0.00	0.00
1	171840.00	0.00	6345.00	2.60	16.05	7.93	30.96	0.00	0.00	0.00
1	171850.00	0.00	4577.00	1.88	11.58	5.72	22.34	0.00	0.00	0.00
1	171875.00	0.00	6976.00	2.86	17.65	8.72	34.04	0.00	0.00	0.00
1	171884.00	0.00	3643.00	1.49	9.22	4.55	17.78	0.00	0.00	0.00
1	171888.00	0.00	3647.00	1.50	9.23	4.56	17.80	0.00	0.00	0.00
1	171890.00	0.00	5189.00	2.13	13.13	6.49	25.32	0.00	0.00	0.00
1	171900.00	0.00	3057.00	1.25	7.73	3.82	14.92	0.00	0.00	0.00
1	172015.00	0.00	1695.00	0.69	4.29	2.12	8.27	0.00	0.00	0.00
1	172025.00	0.00	3311.00	1.36	8.38	4.14	16.16	0.00	0.00	0.00
1	172049.00	0.00	4333.00	1.78	10.96	5.42	21.15	0.00	0.00	0.00
1	172065.00	0.00	5800.00	2.38	14.67	7.25	28.30	0.00	0.00	0.00
1	172080.00	0.00	39546.00	16.21	100.05	49.43	192.98	0.00	0.00	0.00
1	172085.00	0.00	2099.00	0.86	5.31	2.62	10.24	0.00	0.00	0.00
1	172090.00	0.00	17837.00	7.31	45.13	22.30	87.04	0.00	0.00	0.00
1	172093.00	0.00	2298.00	0.94	5.81	2.87	11.21	0.00	0.00	0.00
1	172097.00	0.00	2991.00	1.23	7.57	3.74	14.60	0.00	0.00	0.00
1	172100.00	0.00	314780.00	129.06	796.39	393.48	1536.13	0.00	0.00	0.00
1	172120.00	0.00	31782.00	13.03	80.41	39.73	155.10	0.00	0.00	0.00
1	172208.00	0.00	12545.00	5.14	31.74	15.68	61.22	0.00	0.00	0.00
1	172210.00	0.00	18577.00	7.62	47.00	23.22	90.66	0.00	0.00	0.00
