# =========================================================
# Problema: Projeto de rede de especialistas 3 niveis
# Joao Flavio F. Almeida, 	<joao.flavio@dep.ufmg.br>
# Horacio Faria <horaciofaria@gmail.com>
# Leonardo <leomarie@gmail.com>
# Hugo Rodrigues <hugonr@gmail.com>
# Virginia 			<vmmagalhaes@nescon.medicina.ufmg.br>
# Data   : 01/02/2021
# Versao: 12.0: Estado (35 - Sao Paulo)
# ===========================================================

data;

param Distmax:=
1 80  # 80
2 100 # + 120
3 120; # + 200

# Minimal population on destination municipality (j) 
param POPmin:=
1	0
# 2	10000
# 3	30000
# 2	2000
# 3	4000
2	6135	# Q1
3	25259	# Q2 14920
;

# param DurUpper:=
# 1 0.51 
# 2 1.6 
# 3 2.6; 

param DurUpper:=
1 0.51 
# 2 1.6 
# 3 2.6; 
2 1.07 
3 2.55; 

# Municipios selecionados que já possuem infraestrutura de nível 3
set S3:=
355030 # 'Sao_Paulo': Hospital Universitário da Universidade de São Paulo
	   # 	Hospital São Paulo, São Paulo, vinculado à UNIFESP
	   # 	Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo 
	   # 	Irmandade da Santa Casa de Misericórdia de São Paulo, vinculado à FCMSCSP
	   # 	Hospital Santa Marcelina - vinculado à Faculdade Santa Marcelina, em Itaquera, São Paulo
354890 # 'Sao_Carlos': HU-UFSCar - Hospital Universitário da UFSCar
350950 # 'Campinas': Hospital e Maternidade Celso Pierro, pertencente à Pontifícia Universidade Católica de Campinas
	   # 	Hospital de Clínicas da Unicamp
354140 # 'Presidente_Prudente': Hospital Universitário da Faculdade de Medicina de Presidente Prudente
354980 # 'Sao_Jose_Do_Rio_Preto': + 877 leitos Hospital de Base, Faculdade de Medicina de São José do Rio Preto - FAMERP
350750 # 'Botucatu': Hospital das Clínicas- Faculdade de Medicina de Botucatu - Universidade Estadual Paulista 
354340 # 'Ribeirao_Preto': Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo
350600 # 'Bauru': Hospital de Reabilitação de Anomalias Craniofaciais da Universidade de São Paulo
354850 # 'Santos': +442 leitos
354780 # 'Santo_Andre': +236 leitos
352710 # 'Lins': +261 leitos
354100 # 'Praia_Grande': +200 leitos
355220 # 'Sorocaba': +309 leitos
352900 # 'Marilia': +282 leitos
353060 # 'Mogi_Das_Cruzes': +285 leitos
354870 # 'Sao_Bernardo_Do_Campo': +227 leitos
351570 # 'Ferraz_De_Vasconcelos: +200 leitos
351380 # 'Diadema': +224 leitos
351880 # 'Guarulhos': +255 leitos
352250 # 'Itapevi': +224 leitos
352310 # 'Itaquaquecetuba': +229 leitos
355280 # 'Taboao_Da_Serra': +219 leitos
353440 # 'Osasco': +200 leitos
350570 # 'Barueri': +250 leitos
354990 # 'Sao_Jose_Dos_Campos': +286 leitos
#352450 # 'Jaci': +216 leitos
355410 # 'Taubate': +210 leitos
351620 # 'Franca': +226 leitos
352530 # 'Jau': +228 leitos
354750 # 'Santa_Rita_Do_Passa_Quatro': +252 leitos
355500 # 'Tupa': +210 leitos
351080 # 'Casa_Branca': +366 leitos
350190 # 'Amparo': +273 leitos
350550 # 'Barretos': +205 leitos
352390 # 'Itu': +251 leitos
350330 # 'Araras': +215 leitos
352220 # 'Itapecerica_Da_Serra': +267 leitos
352260 # 'Itapira': +793 leitos
351518 # 'Espirito_Santo_Do_Pinhal': +248 leitos
353890 # 'Pirajui': +236 leitos
;


# CODIGO	REGIAO	ESTADO	LAT	LONG	POPULACAO 2030	CAP	MUNICIPIO
param: I :	RE	ES	lat	lng	POP	INFR	Mun :=
351110	3	35	-21.131400	-48.977000	130731	0	'Catanduva'
351120	3	35	-21.051900	-49.061600	8361	1	'Catigua'
351130	3	35	-20.900900	-49.266400	9842	1	'Cedral'
351140	3	35	-23.038000	-49.165500	21327	0	'Cerqueira_Cesar'
351150	3	35	-23.166500	-47.745900	51850	0	'Cerquilho'
351160	3	35	-23.226000	-47.954500	19322	0	'Cesario_Lange'
351170	3	35	-22.509600	-47.775500	18345	0	'Charqueada'
351190	3	35	-21.560400	-50.452500	9137	0	'Clementina'
351200	3	35	-20.711400	-48.538700	19843	0	'Colina'
351210	3	35	-20.176800	-48.686500	6690	1	'Colombia'
351220	3	35	-22.337500	-47.172900	30005	0	'Conchal'
351230	3	35	-23.015400	-48.013400	19166	0	'Conchas'
351240	3	35	-22.477800	-47.451900	26124	1	'Cordeiropolis'
351250	3	35	-21.352100	-50.285900	6456	1	'Coroados'
351260	3	35	-23.626100	-49.310000	5099	1	'Coronel_Macedo'
351270	3	35	-22.221300	-47.621500	4365	1	'Corumbatai'
351280	3	35	-22.641900	-47.192600	76575	0	'Cosmopolis'
351290	3	35	-20.475500	-49.782700	7891	1	'Cosmorama'
351300	3	35	-23.602200	-46.919000	263914	0	'Cotia'
351310	3	35	-21.338000	-47.732400	37747	0	'Cravinhos'
351320	3	35	-20.403600	-47.420900	9212	1	'Cristais_Paulista'
351330	3	35	-22.737300	-50.790900	2265	1	'Cruzalia'
351340	3	35	-22.572800	-44.969000	88328	0	'Cruzeiro'
351350	3	35	-23.891100	-46.424000	139952	0	'Cubatao'
351360	3	35	-23.073100	-44.957600	23339	0	'Cunha'
351370	3	35	-21.900200	-47.618100	36153	0	'Descalvado'
351380	3	35	-23.681300	-46.620500	453997	0	'Diadema'
351385	3	35	-20.464200	-50.607300	1926	1	'Dirce_Reis'
351390	3	35	-21.663700	-46.736100	12088	0	'Divinolandia'
351400	3	35	-21.515500	-48.393500	9541	1	'Dobrada'
351410	3	35	-22.367300	-48.381900	29242	0	'Dois_Corregos'
351420	3	35	-20.124000	-50.514900	2285	1	'Dolcinopolis'
351430	3	35	-22.104400	-48.317800	9565	0	'Dourado'
351440	3	35	-21.484300	-51.535000	50191	0	'Dracena'
351450	3	35	-22.414600	-49.408400	13435	0	'Duartina'
351460	3	35	-21.232400	-47.975600	10471	1	'Dumont'
351470	3	35	-22.432600	-50.203800	6623	1	'Echapora'
351480	3	35	-24.528100	-48.114100	16656	1	'Eldorado'
351490	3	35	-23.042800	-47.368200	18987	1	'Elias_Fausto'
351492	3	35	-21.167800	-49.114600	3887	1	'Elisiario'
351495	3	35	-20.979600	-48.832500	2649	1	'Embauba'
351500	3	35	-23.643700	-46.857900	292117	0	'Embu_Das_Artes'
351510	3	35	-23.829700	-46.813600	74264	1	'Embu_Guacu'
351512	3	35	-21.831400	-51.483200	3454	1	'Emilianopolis'
351515	3	35	-22.483600	-47.211000	21877	1	'Engenheiro_Coelho'
351518	3	35	-22.190900	-46.747700	47657	0	'Espirito_Santo_Do_Pinhal'
351519	3	35	-22.692500	-49.434100	5154	1	'Espirito_Santo_Do_Turvo'
351520	3	35	-20.287500	-50.404900	9079	1	'Estrela_Doeste'
351530	3	35	-22.485900	-51.663200	2979	1	'Estrela_Do_Norte'
351535	3	35	-22.554500	-52.592800	10159	1	'Euclides_Da_Cunha_Paulista'
351540	3	35	-23.391600	-49.512400	17258	0	'Fartura'
351550	3	35	-20.280600	-50.247100	74229	0	'Fernandopolis'
351560	3	35	-21.266100	-48.687400	6224	1	'Fernando_Prestes'
351565	3	35	-22.360700	-49.518700	1838	1	'Fernao'
351570	3	35	-23.541100	-46.371000	207074	0	'Ferraz_De_Vasconcelos'
351580	3	35	-21.672700	-51.382100	1617	1	'Flora_Rica'
351590	3	35	-20.675200	-50.151300	3164	1	'Floreal'
351600	3	35	-21.612700	-51.172400	15624	0	'Florida_Paulista'
351610	3	35	-22.868000	-50.681400	2911	1	'Florinia'
351620	3	35	-20.535200	-47.403900	377923	0	'Franca'
351630	3	35	-23.279200	-46.744800	187676	0	'Francisco_Morato'
351640	3	35	-23.322900	-46.729000	164406	0	'Franco_Da_Rocha'
351650	3	35	-21.529400	-50.557300	2994	1	'Gabriel_Monteiro'
351660	3	35	-22.291800	-49.550400	7135	0	'Galia'
351670	3	35	-22.212500	-49.654600	47855	0	'Garca'
351680	3	35	-20.794800	-50.191200	5127	1	'Gastao_Vidigal'
351685	3	35	-21.836700	-48.495700	5136	1	'Gaviao_Peixoto'
351690	3	35	-20.648500	-50.364000	11730	0	'General_Salgado'
351700	3	35	-21.796100	-49.931200	12263	0	'Getulina'
351710	3	35	-21.381200	-50.212300	5178	1	'Glicerio'
351720	3	35	-21.619500	-49.801300	12985	1	'Guaicara'
351730	3	35	-21.909100	-49.898600	6194	1	'Guaimbe'
351740	3	35	-20.319600	-48.312000	43717	0	'Guaira'
351750	3	35	-20.795900	-49.217200	22784	1	'Guapiacu'
351760	3	35	-24.189200	-48.529500	18651	1	'Guapiara'
351770	3	35	-20.430200	-47.823600	22789	0	'Guara'
351780	3	35	-21.029200	-51.211900	9013	0	'Guaracai'
351790	3	35	-20.497700	-48.939100	11959	1	'Guaraci'
351800	3	35	-20.074600	-50.341100	2159	1	'Guarani_Doeste'
351810	3	35	-21.894200	-49.591400	7177	1	'Guaranta'
351820	3	35	-21.254400	-50.645300	35348	0	'Guararapes'
351830	3	35	-23.411200	-46.036900	31764	0	'Guararema'
351840	3	35	-22.807500	-45.193800	130583	0	'Guaratingueta'
351850	3	35	-23.371400	-48.183700	19568	1	'Guarei'
351860	3	35	-21.359400	-48.231600	42833	0	'Guariba'
351870	3	35	-23.988800	-46.258000	343094	0	'Guaruja'
351880	3	35	-23.453800	-46.533300	1473187	0	'Guarulhos'
351885	3	35	-21.494400	-48.035600	8199	1	'Guatapara'
351890	3	35	-20.646700	-50.664500	5636	1	'Guzolandia'
351900	3	35	-22.003800	-50.390700	10205	0	'Herculandia'
351905	3	35	-22.640500	-47.048700	15724	1	'Holambra'
351907	3	35	-22.852900	-47.214300	245211	0	'Hortolandia'
351910	3	35	-21.889600	-49.031000	12467	0	'Iacanga'
351920	3	35	-21.857200	-50.693200	6847	1	'Iacri'
351925	3	35	-22.868200	-49.163400	9659	1	'Iaras'
351930	3	35	-21.958400	-47.988200	37454	0	'Ibate'
351940	3	35	-21.083000	-49.244800	13227	0	'Ibira'
351950	3	35	-22.818500	-50.073900	8265	1	'Ibirarema'
351960	3	35	-21.756200	-48.831900	64121	0	'Ibitinga'
351970	3	35	-23.659600	-47.223000	84409	0	'Ibiuna'
351980	3	35	-20.339100	-49.191500	8824	1	'Icem'
351990	3	35	-22.660200	-51.077900	8762	0	'Iepe'
352000	3	35	-22.509000	-48.559700	26530	1	'Igaracu_Do_Tiete'
352010	3	35	-20.040700	-47.746600	32622	0	'Igarapava'
352020	3	35	-23.203700	-46.157000	10228	1	'Igarata'
352030	3	35	-24.699000	-47.553700	33134	1	'Iguape'
352040	3	35	-23.778500	-45.355200	37030	0	'Ilhabela'
352042	3	35	-24.730700	-47.538300	11826	1	'Ilha_Comprida'
352044	3	35	-20.432600	-51.342600	28670	0	'Ilha_Solteira'
352050	3	35	-23.081600	-47.210100	266302	0	'Indaiatuba'
352060	3	35	-22.173800	-51.255500	5276	1	'Indiana'
352070	3	35	-19.979000	-50.290900	4215	0	'Indiapora'
352080	3	35	-21.769500	-50.963300	4274	1	'Inubia_Paulista'
352090	3	35	-23.057500	-49.627900	16037	0	'Ipaussu'
352100	3	35	-23.351300	-47.692700	39130	1	'Ipero'
352110	3	35	-22.435500	-47.715100	7982	1	'Ipeuna'
352115	3	35	-20.655700	-49.384200	5723	1	'Ipigua'
352120	3	35	-24.584700	-48.597100	4571	1	'Iporanga'
352130	3	35	-20.443800	-48.012900	17482	0	'Ipua'
352140	3	35	-22.583200	-47.523000	25719	1	'Iracemapolis'
352150	3	35	-21.276800	-49.416400	8560	1	'Irapua'
352160	3	35	-21.568400	-51.347200	8910	1	'Irapuru'
352170	3	35	-23.863800	-49.140000	19020	0	'Itabera'
352180	3	35	-23.421300	-49.092000	28971	0	'Itai'
352190	3	35	-21.312300	-49.062900	16422	0	'Itajobi'
352200	3	35	-21.985700	-48.811600	4079	1	'Itaju'
352210	3	35	-24.173600	-46.788000	108390	0	'Itanhaem'
352215	3	35	-24.639300	-48.841300	3587	1	'Itaoca'
352220	3	35	-23.716100	-46.857200	187314	0	'Itapecerica_Da_Serra'
352230	3	35	-23.588600	-48.048300	174974	0	'Itapetininga'
352240	3	35	-23.978800	-48.876400	101267	0	'Itapeva'
352250	3	35	-23.548800	-46.932700	252760	0	'Itapevi'
352260	3	35	-22.435700	-46.822400	80135	0	'Itapira'
352265	3	35	-24.572000	-49.166100	4544	1	'Itapirapua_Paulista'
352270	3	35	-21.594200	-48.814900	46273	0	'Itapolis'
352280	3	35	-23.704300	-49.481900	16313	0	'Itaporanga'
352290	3	35	-22.232400	-48.719700	14920	0	'Itapui'
352300	3	35	-20.641900	-51.506300	5242	1	'Itapura'
352310	3	35	-23.483500	-46.345700	395308	0	'Itaquaquecetuba'
352320	3	35	-24.108500	-49.335200	54316	0	'Itarare'
352330	3	35	-24.283400	-47.173600	18628	1	'Itariri'
352340	3	35	-23.003500	-46.846400	128444	0	'Itatiba'
352350	3	35	-23.104700	-48.615700	22075	0	'Itatinga'
352360	3	35	-22.256200	-47.816600	19330	0	'Itirapina'
352370	3	35	-20.641600	-47.219400	6960	1	'Itirapua'
352380	3	35	-21.730900	-46.974300	8445	1	'Itobi'
352390	3	35	-23.254400	-47.292700	185799	0	'Itu'
352400	3	35	-23.152600	-47.059300	64334	0	'Itupeva'
352410	3	35	-20.335500	-47.790200	44865	0	'Ituverava'
352420	3	35	-20.688400	-48.411200	7454	0	'Jaborandi'
352430	3	35	-21.252000	-48.325200	82901	0	'Jaboticabal'
352440	3	35	-23.298300	-45.965800	250075	0	'Jacarei'
352450	3	35	-20.880500	-49.579700	7479	0	'Jaci'
352460	3	35	-24.696300	-48.006400	19243	1	'Jacupiranga'
352470	3	35	-22.703700	-46.985100	60637	0	'Jaguariuna'
352480	3	35	-20.267200	-50.549400	52861	0	'Jales'
352490	3	35	-23.252200	-45.694200	6994	1	'Jambeiro'
352500	3	35	-23.527500	-46.902300	133180	1	'Jandira'
352510	3	35	-21.017600	-47.760600	47212	1	'Jardinopolis'
352520	3	35	-23.103900	-46.728000	31770	0	'Jarinu'
352530	3	35	-22.293600	-48.559200	160252	0	'Jau'
352540	3	35	-20.311600	-47.591800	3417	1	'Jeriquara'
352550	3	35	-22.927000	-46.274100	14127	0	'Joanopolis'
352560	3	35	-22.247300	-50.769400	4848	1	'Joao_Ramalho'
352570	3	35	-21.055100	-49.689200	39534	0	'Jose_Bonifacio'
352580	3	35	-22.011200	-49.787300	5125	1	'Julio_Mesquita'
352585	3	35	-23.088400	-47.786800	3575	1	'Jumirim'
352590	3	35	-23.185200	-46.897400	447392	0	'Jundiai'
352600	3	35	-21.510300	-51.434200	22136	0	'Junqueiropolis'
352610	3	35	-24.310100	-47.642600	20393	1	'Juquia'
352620	3	35	-23.924400	-47.065300	33688	1	'Juquitiba'
352630	3	35	-23.084600	-45.194400	5288	1	'Lagoinha'
352640	3	35	-23.050600	-47.837500	30458	0	'Laranjal_Paulista'
352650	3	35	-21.163900	-51.041200	12583	1	'Lavinia'
352660	3	35	-22.570000	-44.902400	7773	1	'Lavrinhas'
352670	3	35	-22.180900	-47.384100	110456	0	'Leme'
352680	3	35	-22.602700	-48.803700	73189	0	'Lencois_Paulista'
352690	3	35	-22.566000	-47.397000	327536	0	'Limeira'
352700	3	35	-22.522600	-46.650000	8482	1	'Lindoia'
352710	3	35	-21.671800	-49.752600	83598	0	'Lins'
352720	3	35	-22.733400	-45.119700	95210	0	'Lorena'
352725	3	35	-20.966000	-50.226300	2457	1	'Lourdes'
352730	3	35	-23.085600	-46.948400	51499	0	'Louveira'
352740	3	35	-21.718200	-51.021500	23301	0	'Lucelia'
352750	3	35	-22.429400	-49.522000	2572	1	'Lucianopolis'
352760	3	35	-21.550000	-47.780100	15738	1	'Luis_Antonio'
