NIVEL,CODIGO,DESTINO,COD_ESP,RECURSO,POP ATENDIDA,ATEND_FTE
1,2992147,Montpezat,5,Beds,14233,0.00
1,2992147,Montpezat,6,CTScanner,14233,0.00
1,2992147,Montpezat,7,MRIUnit,14233,0.00
1,2992147,Montpezat,8,Mammography,14233,0.00
1,2992147,Montpezat,9,Radiotherapy,14233,0.00
1,2971046,Valence-d’Albigeois,1,Physicians,37938,4.93
1,2971046,Valence-d’Albigeois,2,Nurses,37938,23.90
1,2971046,Valence-d’Albigeois,3,OtherCadres,37938,13.66
1,2971046,Valence-d’Albigeois,4,CommunityBased,37938,13.28
1,2971046,Valence-d’Albigeois,5,Beds,37938,0.00
1,2971046,Valence-d’Albigeois,6,CTScanner,37938,0.00
1,2971046,Valence-d’Albigeois,7,MRIUnit,37938,0.00
1,2971046,Valence-d’Albigeois,8,Mammography,37938,0.00
1,2971046,Valence-d’Albigeois,9,Radiotherapy,37938,0.00
1,3011281,Labastide-d’Anjou,1,Physicians,34796,4.52
1,3011281,Labastide-d’Anjou,2,Nurses,34796,21.92
1,3011281,Labastide-d’Anjou,3,OtherCadres,34796,12.53
1,3011281,Labastide-d’Anjou,4,CommunityBased,34796,12.18
1,3011281,Labastide-d’Anjou,5,Beds,34796,0.00
1,3011281,Labastide-d’Anjou,6,CTScanner,34796,0.00
1,3011281,Labastide-d’Anjou,7,MRIUnit,34796,0.00
1,3011281,Labastide-d’Anjou,8,Mammography,34796,0.00
1,3011281,Labastide-d’Anjou,9,Radiotherapy,34796,0.00
1,2970288,Vayrac,1,Physicians,18598,2.42
1,2970288,Vayrac,2,Nurses,18598,11.72
1,2970288,Vayrac,3,OtherCadres,18598,6.70
1,2970288,Vayrac,4,CommunityBased,18598,6.51
1,2970288,Vayrac,5,Beds,18598,0.00
1,2970288,Vayrac,6,CTScanner,18598,0.00
1,2970288,Vayrac,7,MRIUnit,18598,0.00
1,2970288,Vayrac,8,Mammography,18598,0.00
1,2970288,Vayrac,9,Radiotherapy,18598,0.00
1,3035595,Ax-les-Thermes,1,Physicians,1277,0.17
1,3035595,Ax-les-Thermes,2,Nurses,1277,0.80
1,3035595,Ax-les-Thermes,3,OtherCadres,1277,0.46
1,3035595,Ax-les-Thermes,4,CommunityBased,1277,0.45
1,3035595,Ax-les-Thermes,5,Beds,1277,0.00
1,3035595,Ax-les-Thermes,6,CTScanner,1277,0.00
1,3035595,Ax-les-Thermes,7,MRIUnit,1277,0.00
1,3035595,Ax-les-Thermes,8,Mammography,1277,0.00
1,3035595,Ax-les-Thermes,9,Radiotherapy,1277,0.00
1,3008825,Laguiole,1,Physicians,1238,0.16
1,3008825,Laguiole,2,Nurses,1238,0.78
1,3008825,Laguiole,3,OtherCadres,1238,0.45
1,3008825,Laguiole,4,CommunityBased,1238,0.43
1,3008825,Laguiole,5,Beds,1238,0.00
1,3008825,Laguiole,6,CTScanner,1238,0.00
1,3008825,Laguiole,7,MRIUnit,1238,0.00
1,3008825,Laguiole,8,Mammography,1238,0.00
1,3008825,Laguiole,9,Radiotherapy,1238,0.00
1,2995990,Marciac,1,Physicians,6113,0.79
1,2995990,Marciac,2,Nurses,6113,3.85
1,2995990,Marciac,3,OtherCadres,6113,2.20
1,2995990,Marciac,4,CommunityBased,6113,2.14
1,2995990,Marciac,5,Beds,6113,0.00
1,2995990,Marciac,6,CTScanner,6113,0.00
1,2995990,Marciac,7,MRIUnit,6113,0.00
1,2995990,Marciac,8,Mammography,6113,0.00
1,2995990,Marciac,9,Radiotherapy,6113,0.00
1,2976310,Salviac,1,Physicians,5193,0.68
1,2976310,Salviac,2,Nurses,5193,3.27
1,2976310,Salviac,3,OtherCadres,5193,1.87
1,2976310,Salviac,4,CommunityBased,5193,1.82
1,2976310,Salviac,5,Beds,5193,0.00
1,2976310,Salviac,6,CTScanner,5193,0.00
1,2976310,Salviac,7,MRIUnit,5193,0.00
1,2976310,Salviac,8,Mammography,5193,0.00
1,2976310,Salviac,9,Radiotherapy,5193,0.00
1,3015690,Gondrin,1,Physicians,17329,2.25
1,3015690,Gondrin,2,Nurses,17329,10.92
1,3015690,Gondrin,3,OtherCadres,17329,6.24
1,3015690,Gondrin,4,CommunityBased,17329,6.06
1,3015690,Gondrin,5,Beds,17329,0.00
1,3015690,Gondrin,6,CTScanner,17329,0.00
1,3015690,Gondrin,7,MRIUnit,17329,0.00
1,3015690,Gondrin,8,Mammography,17329,0.00
1,3015690,Gondrin,9,Radiotherapy,17329,0.00
1,6440945,Tournay,1,Physicians,12974,1.69
1,6440945,Tournay,2,Nurses,12974,8.17
1,6440945,Tournay,3,OtherCadres,12974,4.67
1,6440945,Tournay,4,CommunityBased,12974,4.54
1,6440945,Tournay,5,Beds,12974,0.00
1,6440945,Tournay,6,CTScanner,12974,0.00
1,6440945,Tournay,7,MRIUnit,12974,0.00
1,6440945,Tournay,8,Mammography,12974,0.00
1,6440945,Tournay,9,Radiotherapy,12974,0.00
1,3028048,Cazes-Mondenard,1,Physicians,12072,1.57
1,3028048,Cazes-Mondenard,2,Nurses,12072,7.61
1,3028048,Cazes-Mondenard,3,OtherCadres,12072,4.35
1,3028048,Cazes-Mondenard,4,CommunityBased,12072,4.23
1,3028048,Cazes-Mondenard,5,Beds,12072,0.00
1,3028048,Cazes-Mondenard,6,CTScanner,12072,0.00
1,3028048,Cazes-Mondenard,7,MRIUnit,12072,0.00
1,3028048,Cazes-Mondenard,8,Mammography,12072,0.00
1,3028048,Cazes-Mondenard,9,Radiotherapy,12072,0.00
1,3003774,Le Houga,1,Physicians,8025,1.04
1,3003774,Le Houga,2,Nurses,8025,5.06
1,3003774,Le Houga,3,OtherCadres,8025,2.89
1,3003774,Le Houga,4,CommunityBased,8025,2.81
1,3003774,Le Houga,5,Beds,8025,0.00
1,3003774,Le Houga,6,CTScanner,8025,0.00
1,3003774,Le Houga,7,MRIUnit,8025,0.00
1,3003774,Le Houga,8,Mammography,8025,0.00
1,3003774,Le Houga,9,Radiotherapy,8025,0.00
1,2980152,Saint-Félix-de-Lodez,1,Physicians,47737,6.21
1,2980152,Saint-Félix-de-Lodez,2,Nurses,47737,30.07
1,2980152,Saint-Félix-de-Lodez,3,OtherCadres,47737,17.19
1,2980152,Saint-Félix-de-Lodez,4,CommunityBased,47737,16.71
1,2980152,Saint-Félix-de-Lodez,5,Beds,47737,0.00
1,2980152,Saint-Félix-de-Lodez,6,CTScanner,47737,0.00
1,2980152,Saint-Félix-de-Lodez,7,MRIUnit,47737,0.00
1,2980152,Saint-Félix-de-Lodez,8,Mammography,47737,0.00
1,2980152,Saint-Félix-de-Lodez,9,Radiotherapy,47737,0.00
1,3024797,Clairvaux-d’Aveyron,1,Physicians,8378,1.09
1,3024797,Clairvaux-d’Aveyron,2,Nurses,8378,5.28
1,3024797,Clairvaux-d’Aveyron,3,OtherCadres,8378,3.02
1,3024797,Clairvaux-d’Aveyron,4,CommunityBased,8378,2.93
1,3024797,Clairvaux-d’Aveyron,5,Beds,8378,0.00
1,3024797,Clairvaux-d’Aveyron,6,CTScanner,8378,0.00
1,3024797,Clairvaux-d’Aveyron,7,MRIUnit,8378,0.00
1,3024797,Clairvaux-d’Aveyron,8,Mammography,8378,0.00
1,3024797,Clairvaux-d’Aveyron,9,Radiotherapy,8378,0.00
1,6444868,Lombers,1,Physicians,35038,4.56
1,6444868,Lombers,2,Nurses,35038,22.07
1,6444868,Lombers,3,OtherCadres,35038,12.61
1,6444868,Lombers,4,CommunityBased,35038,12.26
1,6444868,Lombers,5,Beds,35038,0.00
1,6444868,Lombers,6,CTScanner,35038,0.00
1,6444868,Lombers,7,MRIUnit,35038,0.00
1,6444868,Lombers,8,Mammography,35038,0.00
1,6444868,Lombers,9,Radiotherapy,35038,0.00
1,2974002,Pierrefitte-Nestalas,1,Physicians,5189,0.67
1,2974002,Pierrefitte-Nestalas,2,Nurses,5189,3.27
1,2974002,Pierrefitte-Nestalas,3,OtherCadres,5189,1.87
1,2974002,Pierrefitte-Nestalas,4,CommunityBased,5189,1.82
1,2974002,Pierrefitte-Nestalas,5,Beds,5189,0.00
1,2974002,Pierrefitte-Nestalas,6,CTScanner,5189,0.00
1,2974002,Pierrefitte-Nestalas,7,MRIUnit,5189,0.00
1,2974002,Pierrefitte-Nestalas,8,Mammography,5189,0.00
1,2974002,Pierrefitte-Nestalas,9,Radiotherapy,5189,0.00
1,3027582,Chalabre,1,Physicians,11138,1.45
1,3027582,Chalabre,2,Nurses,11138,7.02
1,3027582,Chalabre,3,OtherCadres,11138,4.01
1,3027582,Chalabre,4,CommunityBased,11138,3.90
1,3027582,Chalabre,5,Beds,11138,0.00
1,3027582,Chalabre,6,CTScanner,11138,0.00
1,3027582,Chalabre,7,MRIUnit,11138,0.00
1,3027582,Chalabre,8,Mammography,11138,0.00
1,3027582,Chalabre,9,Radiotherapy,11138,0.00
1,2981984,Saillagouse,1,Physicians,3669,0.48
1,2981984,Saillagouse,2,Nurses,3669,2.31
1,2981984,Saillagouse,3,OtherCadres,3669,1.32
1,2981984,Saillagouse,4,CommunityBased,3669,1.28
1,2981984,Saillagouse,5,Beds,3669,0.00
1,2981984,Saillagouse,6,CTScanner,3669,0.00
1,2981984,Saillagouse,7,MRIUnit,3669,0.00
1,2981984,Saillagouse,8,Mammography,3669,0.00
1,2981984,Saillagouse,9,Radiotherapy,3669,0.00
1,3023294,Couiza,1,Physicians,13027,1.69
1,3023294,Couiza,2,Nurses,13027,8.21
1,3023294,Couiza,3,OtherCadres,13027,4.69
1,3023294,Couiza,4,CommunityBased,13027,4.56
1,3023294,Couiza,5,Beds,13027,0.00
1,3023294,Couiza,6,CTScanner,13027,0.00
1,3023294,Couiza,7,MRIUnit,13027,0.00
1,3023294,Couiza,8,Mammography,13027,0.00
1,3023294,Couiza,9,Radiotherapy,13027,0.00
1,2975056,Senouillac,1,Physicians,83537,10.86
1,2975056,Senouillac,2,Nurses,83537,52.63
1,2975056,Senouillac,3,OtherCadres,83537,30.07
1,2975056,Senouillac,4,CommunityBased,83537,29.24
1,2975056,Senouillac,5,Beds,83537,0.00
1,2975056,Senouillac,6,CTScanner,83537,0.00
1,2975056,Senouillac,7,MRIUnit,83537,0.00
1,2975056,Senouillac,8,Mammography,83537,0.00
1,2975056,Senouillac,9,Radiotherapy,83537,0.00
1,3019829,Escatalens,1,Physicians,129854,16.88
1,3019829,Escatalens,2,Nurses,129854,81.81
1,3019829,Escatalens,3,OtherCadres,129854,46.75
1,3019829,Escatalens,4,CommunityBased,129854,45.45
