NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	MRIUnit	Mammography	Radiotherapy
1	3003517.00	0.00	15998.00	2.08	10.08	5.76	5.60	0.00	0.00	0.00
1	6614502.00	0.00	39717.00	5.16	25.02	14.30	13.90	0.00	0.00	0.00
1	6430201.00	0.00	5986.00	0.78	3.77	2.16	2.10	0.00	0.00	0.00
1	3027880.00	0.00	10382.00	1.35	6.54	3.74	3.63	0.00	0.00	0.00
1	2979705.00	0.00	7097.00	0.92	4.47	2.55	2.48	0.00	0.00	0.00
1	3004433.00	0.00	44855.00	5.83	28.26	16.15	15.70	0.00	0.00	0.00
1	2987922.00	0.00	70791.00	9.20	44.60	25.48	24.78	0.00	0.00	0.00
1	6424578.00	0.00	65465.00	8.51	41.24	23.57	22.91	0.00	0.00	0.00
1	6424542.00	0.00	40433.00	5.26	25.47	14.56	14.15	0.00	0.00	0.00
1	3000902.00	0.00	12383.00	1.61	7.80	4.46	4.33	0.00	0.00	0.00
1	2985835.00	0.00	50281.00	6.54	31.68	18.10	17.60	0.00	0.00	0.00
1	3036723.00	0.00	64941.00	8.44	40.91	23.38	22.73	0.00	0.00	0.00
1	6448959.00	0.00	34417.00	4.47	21.68	12.39	12.05	0.00	0.00	0.00
1	6424514.00	0.00	112183.00	14.58	70.68	40.39	39.26	0.00	0.00	0.00
1	3010460.00	0.00	13187.00	1.71	8.31	4.75	4.62	0.00	0.00	0.00
1	6434284.00	0.00	17668.00	2.30	11.13	6.36	6.18	0.00	0.00	0.00
1	2977050.00	0.00	5235.00	0.68	3.30	1.88	1.83	0.00	0.00	0.00
1	3022100.00	0.00	35975.00	4.68	22.66	12.95	12.59	0.00	0.00	0.00
1	2990587.00	0.00	2306.00	0.30	1.45	0.83	0.81	0.00	0.00	0.00
1	6455737.00	0.00	45404.00	5.90	28.60	16.35	15.89	0.00	0.00	0.00
1	2967945.00	0.00	32463.00	4.22	20.45	11.69	11.36	0.00	0.00	0.00
1	2977132.00	0.00	5290.00	0.69	3.33	1.90	1.85	0.00	0.00	0.00
1	2978326.00	0.00	13405.00	1.74	8.45	4.83	4.69	0.00	0.00	0.00
1	2992777.00	0.00	7583.00	0.99	4.78	2.73	2.65	0.00	0.00	0.00
1	2972868.00	0.00	12772.00	1.66	8.05	4.60	4.47	0.00	0.00	0.00
1	6454096.00	0.00	192003.00	24.96	120.96	69.12	67.20	0.00	0.00	0.00
1	3022800.00	0.00	108609.00	14.12	68.42	39.10	38.01	0.00	0.00	0.00
1	2973493.00	0.00	91784.00	11.93	57.82	33.04	32.12	0.00	0.00	0.00
1	2968019.00	0.00	19806.00	2.57	12.48	7.13	6.93	0.00	0.00	0.00
1	2981224.00	0.00	6097.00	0.79	3.84	2.19	2.13	0.00	0.00	0.00
1	6456430.00	0.00	218622.00	28.42	137.73	78.70	76.52	0.00	0.00	0.00
1	6442904.00	0.00	171516.00	22.30	108.06	61.75	60.03	0.00	0.00	0.00
1	2970899.00	0.00	14284.00	1.86	9.00	5.14	5.00	0.00	0.00	0.00
1	6433169.00	0.00	142043.00	18.47	89.49	51.14	49.71	0.00	0.00	0.00
1	6615931.00	0.00	7681.00	1.00	4.84	2.77	2.69	0.00	0.00	0.00
1	3007921.00	0.00	20164.00	2.62	12.70	7.26	7.06	0.00	0.00	0.00
1	3027847.00	0.00	91607.00	11.91	57.71	32.98	32.06	0.00	0.00	0.00
1	6442840.00	0.00	42380.00	5.51	26.70	15.26	14.83	0.00	0.00	0.00
1	2979986.00	0.00	11172.00	1.45	7.04	4.02	3.91	0.00	0.00	0.00
1	3011217.00	0.00	76542.00	9.95	48.22	27.56	26.79	0.00	0.00	0.00
1	6457196.00	0.00	21124.00	2.75	13.31	7.60	7.39	0.00	0.00	0.00
1	3012329.00	0.00	10390.00	1.35	6.55	3.74	3.64	0.00	0.00	0.00
1	2977760.00	0.00	7781.00	1.01	4.90	2.80	2.72	0.00	0.00	0.00
1	6433205.00	0.00	38698.00	5.03	24.38	13.93	13.54	0.00	0.00	0.00
1	3033677.00	0.00	20733.00	2.70	13.06	7.46	7.26	0.00	0.00	0.00
1	3001357.00	0.00	84720.00	11.01	53.37	30.50	29.65	0.00	0.00	0.00
1	3026398.00	0.00	3214.00	0.42	2.02	1.16	1.12	0.00	0.00	0.00
1	3005992.00	0.00	46975.00	6.11	29.59	16.91	16.44	0.00	0.00	0.00
1	2996796.00	0.00	68424.00	8.90	43.11	24.63	23.95	0.00	0.00	0.00
