# =========================================================
# Problema: Projeto de rede de especialistas 3 niveis
# Joao Flavio F. Almeida, 	<joao.flavio@dep.ufmg.br>
# Horacio Faria <horaciofaria@gmail.com>
# Leonardo <leomarie@gmail.com>
# Hugo Rodrigues <hugonr@gmail.com>
# Virginia 			<vmmagalhaes@nescon.medicina.ufmg.br>
# Data   : 01/02/2021
# Versao: 12.0: Estado (17 - Tocantins)
# ============================================================

data;

param Distmax:=
1 80  # 80
2 155 # + 120
3 250; # + 200

# Minimal population on destination municipality (j) 
param POPmin:=
1	0
2	10000
3	30000
;

param DurUpper:=
1 0.51 
2 3.0 
3 6.3; 

# Municipios selecionados que já possuem infraestrutura de nível 3
set S3:=
#	co_municipio	#	no_municipio	qtd_realizado
	172100	#	PALMAS	487
	170210	#	ARAGUAINA	413
;


# CODIGO	REGIAO	ESTADO	LAT	LONG	POPULACAO 2030	CAP	MUNICIPIO
param: I :	RE	ES	lat	lng	POP	INFR	Mun :=
170510	1	17	-11.62	-47.75	3596	1	'Chapada_Da_Natividade'
170550	1	17	-8.05	-48.48	37738	0	'Colinas_Do_Tocantins'
170555	1	17	-12.82	-46.55	5223	1	'Combinado'
170560	1	17	-12.22	-47.29	4448	1	'Conceicao_Do_Tocantins'
170600	1	17	-8.36	-49.18	5971	1	'Couto_Magalhaes'
170610	1	17	-10.59	-49.19	7873	0	'Cristalandia'
170625	1	17	-11.10	-48.92	1842	1	'Crixas_Do_Tocantins'
170650	1	17	-6.71	-47.75	6491	1	'Darcinopolis'
170700	1	17	-11.63	-46.82	23566	0	'Dianopolis'
170710	1	17	-9.80	-49.21	7395	0	'Divinopolis_Do_Tocantins'
170720	1	17	-9.26	-49.07	7777	1	'Dois_Irmaos_Do_Tocantins'
170730	1	17	-11.34	-49.27	5055	0	'Duere'
170740	1	17	-5.37	-48.54	11703	1	'Esperantina'
170755	1	17	-10.75	-48.90	4143	1	'Fatima'
170765	1	17	-12.14	-49.17	5699	0	'Figueiropolis'
170770	1	17	-7.34	-47.48	9531	0	'Filadelfia'
170820	1	17	-11.81	-49.53	19934	0	'Formoso_Do_Araguaia'
170825	1	17	-9.06	-48.52	2778	1	'Fortaleza_Do_Tabocao'
170830	1	17	-8.77	-48.94	5518	1	'Goianorte'
170900	1	17	-7.71	-47.32	13959	0	'Goiatins'
170930	1	17	-8.84	-48.51	27694	0	'Guarai'
170950	1	17	-11.73	-49.07	92471	0	'Gurupi'
170980	1	17	-11.25	-48.45	2132	1	'Ipueiras'
171050	1	17	-8.39	-47.77	7996	0	'Itacaja'
171070	1	17	-5.78	-47.48	6359	1	'Itaguatins'
171090	1	17	-8.38	-48.11	4053	1	'Itapiratins'
171110	1	17	-8.57	-48.69	2626	1	'Itapora_Do_Tocantins'
171150	1	17	-12.65	-48.59	4119	1	'Jau_Do_Tocantins'
171180	1	17	-8.12	-49.10	2375	1	'Juarina'
171190	1	17	-10.79	-49.62	14058	0	'Lagoa_Da_Confusao'
171195	1	17	-10.30	-47.56	4570	1	'Lagoa_Do_Tocantins'
171200	1	17	-9.74	-48.36	3345	1	'Lajeado'
171215	1	17	-12.79	-46.51	2041	1	'Lavandeira'
171240	1	17	-9.59	-46.68	4042	1	'Lizarda'
171245	1	17	-6.19	-47.86	3300	1	'Luzinopolis'
171250	1	17	-9.80	-49.65	5494	1	'Marianopolis_Do_Tocantins'
171270	1	17	-10.54	-46.41	2845	1	'Mateiros'
171280	1	17	-5.95	-47.50	3670	1	'Maurilandia_Do_Tocantins'
171320	1	17	-9.57	-48.39	20024	0	'Miracema_Do_Tocantins'
171330	1	17	-9.52	-48.59	14426	0	'Miranorte'
171360	1	17	-10.76	-48.11	8442	0	'Monte_Do_Carmo'
171370	1	17	-10.01	-48.99	2441	1	'Monte_Santo_Do_Tocantins'
171380	1	17	-6.61	-47.56	7086	1	'Palmeiras_Do_Tocantins'
171395	1	17	-7.14	-48.61	3790	1	'Muricilandia'
171420	1	17	-11.71	-47.73	9965	0	'Natividade'
171430	1	17	-6.37	-47.67	4270	1	'Nazare'
171488	1	17	-7.63	-48.42	12640	1	'Nova_Olinda'
171500	1	17	-10.57	-48.91	4546	1	'Nova_Rosalandia'
171510	1	17	-9.97	-47.67	4624	1	'Novo_Acordo'
171515	1	17	-12.91	-46.58	2515	1	'Novo_Alegre'
171525	1	17	-11.82	-46.63	2910	1	'Novo_Jardim'
171550	1	17	-10.71	-48.91	1193	1	'Oliveira_De_Fatima'
171570	1	17	-7.86	-47.93	6384	1	'Palmeirante'
171575	1	17	-13.04	-48.41	8241	0	'Palmeiropolis'
171610	1	17	-10.17	-48.89	54577	0	'Paraiso_Do_Tocantins'
171620	1	17	-12.62	-47.88	11283	0	'Parana'
171630	1	17	-7.54	-49.36	5210	1	'Pau_Darco'
171650	1	17	-8.96	-48.18	14431	0	'Pedro_Afonso'
171660	1	17	-12.03	-48.54	12536	0	'Peixe'
171665	1	17	-8.59	-48.94	5871	1	'Pequizeiro'
171670	1	17	-8.73	-48.76	8920	0	'Colmeia'
171700	1	17	-11.14	-47.58	4815	0	'Pindorama_Do_Tocantins'
171720	1	17	-6.77	-48.29	3260	1	'Piraque'
171750	1	17	-10.44	-49.17	8158	0	'Pium'
171780	1	17	-12.09	-46.47	4962	1	'Ponte_Alta_Do_Bom_Jesus'
171790	1	17	-10.74	-47.54	8586	0	'Ponte_Alta_Do_Tocantins'
171800	1	17	-11.61	-47.05	3352	1	'Porto_Alegre_Do_Tocantins'
171820	1	17	-10.71	-48.41	56839	0	'Porto_Nacional'
171830	1	17	-5.40	-47.81	9022	1	'Praia_Norte'
171840	1	17	-8.53	-48.50	3982	1	'Presidente_Kennedy'
171845	1	17	-10.42	-48.89	2868	1	'Pugmil'
171850	1	17	-8.74	-47.24	4577	1	'Recursolandia'
171855	1	17	-6.44	-48.14	4966	1	'Riachinho'
171865	1	17	-11.40	-46.88	2252	1	'Rio_Da_Conceicao'
171870	1	17	-9.34	-48.53	3032	1	'Rio_Dos_Bois'
171875	1	17	-9.35	-47.90	6976	1	'Rio_Sono'
171880	1	17	-5.35	-47.88	4990	1	'Sampaio'
171884	1	17	-12.54	-49.93	3643	1	'Sandolandia'
171886	1	17	-7.15	-48.69	8009	1	'Santa_Fe_Do_Araguaia'
171888	1	17	-8.77	-47.75	3647	1	'Santa_Maria_Do_Tocantins'
171889	1	17	-10.87	-48.91	2528	1	'Santa_Rita_Do_Tocantins'
171890	1	17	-11.45	-48.12	5189	1	'Santa_Rosa_Do_Tocantins'
171900	1	17	-10.28	-47.81	3057	1	'Santa_Tereza_Do_Tocantins'
172000	1	17	-6.44	-47.68	2727	1	'Santa_Terezinha_Do_Tocantins'
172010	1	17	-6.05	-47.92	5669	1	'Sao_Bento_Do_Tocantins'
172015	1	17	-10.17	-46.65	1695	1	'Sao_Felix_Do_Tocantins'
172020	1	17	-5.55	-47.57	12907	1	'Sao_Miguel_Do_Tocantins'
172025	1	17	-12.75	-48.23	3311	1	'Sao_Salvador_Do_Tocantins'
172030	1	17	-5.26	-48.20	5131	1	'Sao_Sebastiao_Do_Tocantins'
172049	1	17	-11.97	-48.23	4333	1	'Sao_Valerio'
172065	1	17	-11.15	-48.18	5800	0	'Silvanopolis'
172080	1	17	-5.60	-47.64	9791	0	'Sitio_Novo_Do_Tocantins'
172085	1	17	-11.99	-48.91	2099	1	'Sucupira'
172090	1	17	-12.40	-46.44	17837	0	'Taguatinga'
172093	1	17	-12.19	-46.98	2298	1	'Taipas_Do_Tocantins'
172097	1	17	-12.79	-49.09	2991	1	'Talisma'
172100	1	17	-10.16	-48.35	314780	0	'Palmas'
172110	1	17	-9.56	-48.38	8058	1	'Tocantinia'
172120	1	17	-6.33	-47.43	24694	0	'Tocantinopolis'
172125	1	17	-8.98	-48.21	2006	1	'Tupirama'
172130	1	17	-8.40	-48.12	2818	1	'Tupiratins'
172208	1	17	-6.85	-47.96	12545	1	'Wanderlandia'
172210	1	17	-6.41	-48.53	12469	0	'Xambioa'



# CODIGO	REGIAO	ESTADO	LAT	LONG	POPULACAO 2018	CAP	MUNICIPIO
# 170025	1	17	-9.62	-49.16	2564	0	'Abreulandia'
# 170030	1	17	-6.55	-47.47	6572	0	'Aguiarnopolis'
# 170035	1	17	-11.30	-48.94	5434	0	'Alianca_Do_Tocantins'
# 170040	1	17	-11.57	-47.17	7131	0	'Almas'
# 170070	1	17	-12.48	-49.13	8427	0	'Alvorada'
# 170100	1	17	-6.36	-48.08	9607	0	'Ananas'
# 170105	1	17	-6.39	-47.86	3417	0	'Angico'
# 170110	1	17	-9.96	-47.98	4741	0	'Aparecida_Do_Rio_Negro'
# 170130	1	17	-7.16	-48.52	5786	0	'Aragominas'
# 170190	1	17	-8.80	-49.56	7016	0	'Araguacema'
# 170200	1	17	-12.93	-49.83	8567	0	'Araguacu'
# 170210	1	17	-7.19	-48.21	177517	0	'Araguaina'
# 170215	1	17	-6.58	-48.64	5663	0	'Araguana'
# 170220	1	17	-5.65	-48.12	35346	0	'Araguatins'
# 170230	1	17	-7.65	-49.08	6670	0	'Arapoema'
# 170240	1	17	-12.93	-46.95	10601	0	'Arraias'
# 170255	1	17	-5.47	-47.88	18178	0	'Augustinopolis'
# 170270	1	17	-12.71	-46.41	3731	0	'Aurora_Do_Tocantins'
# 170290	1	17	-5.62	-47.77	9725	0	'Axixa_Do_Tocantins'
# 170300	1	17	-7.20	-47.76	10662	0	'Babaculandia'
# 170305	1	17	-7.76	-48.58	3512	0	'Bandeirantes_Do_Tocantins'
# 170307	1	17	-7.69	-47.69	4549	0	'Barra_Do_Ouro'
# 170310	1	17	-9.83	-48.73	5614	0	'Barrolandia'
# 170320	1	17	-7.87	-48.90	4469	0	'Bernardo_Sayao'
# 170330	1	17	-8.96	-48.17	4779	0	'Bom_Jesus_Do_Tocantins'
# 170360	1	17	-8.38	-48.49	2191	0	'Brasilandia_Do_Tocantins'
# 170370	1	17	-11.01	-48.56	5475	0	'Brejinho_De_Nazare'
# 170380	1	17	-5.31	-48.22	11197	0	'Buriti_Do_Tocantins'
# 170382	1	17	-6.11	-47.91	2266	0	'Cachoeirinha'
# 170384	1	17	-7.97	-46.80	9917	0	'Campos_Lindos'
# 170386	1	17	-11.89	-49.17	4321	0	'Cariri_Do_Tocantins'
# 170388	1	17	-7.03	-48.40	2556	0	'Carmolandia'
# 170389	1	17	-5.32	-48.03	4059	0	'Carrasco_Bonito'
# 170390	1	17	-9.27	-49.95	5295	0	'Caseara'
# 170410	1	17	-8.96	-47.34	2874	0	'Centenario'
# 170460	1	17	-10.14	-49.18	1401	0	'Chapada_De_Areia'
# 170510	1	17	-11.62	-47.75	3334	0	'Chapada_Da_Natividade'
# 170550	1	17	-8.05	-48.48	34990	0	'Colinas_Do_Tocantins'
# 170555	1	17	-12.82	-46.55	4843	0	'Combinado'
# 170560	1	17	-12.22	-47.29	4124	0	'Conceicao_Do_Tocantins'
# 170600	1	17	-8.36	-49.18	5536	0	'Couto_Magalhaes'
# 170610	1	17	-10.59	-49.19	7300	0	'Cristalandia'
# 170625	1	17	-11.10	-48.92	1708	0	'Crixas_Do_Tocantins'
# 170650	1	17	-6.71	-47.75	6018	0	'Darcinopolis'
# 170700	1	17	-11.63	-46.82	21850	0	'Dianopolis'
# 170710	1	17	-9.80	-49.21	6856	0	'Divinopolis_Do_Tocantins'
# 170720	1	17	-9.26	-49.07	7211	0	'Dois_Irmaos_Do_Tocantins'
# 170730	1	17	-11.34	-49.27	4687	0	'Duere'
# 170740	1	17	-5.37	-48.54	10851	0	'Esperantina'
# 170755	1	17	-10.75	-48.90	3841	0	'Fatima'
# 170765	1	17	-12.14	-49.17	5284	0	'Figueiropolis'
# 170770	1	17	-7.34	-47.48	8837	0	'Filadelfia'
# 170820	1	17	-11.81	-49.53	18482	0	'Formoso_Do_Araguaia'
# 170825	1	17	-9.06	-48.52	2576	0	'Fortaleza_Do_Tabocao'
# 170830	1	17	-8.77	-48.94	5116	0	'Goianorte'
# 170900	1	17	-7.71	-47.32	12942	0	'Goiatins'
# 170930	1	17	-8.84	-48.51	25677	0	'Guarai'
# 170950	1	17	-11.73	-49.07	85737	0	'Gurupi'
# 170980	1	17	-11.25	-48.45	1977	0	'Ipueiras'
# 171050	1	17	-8.39	-47.77	7414	0	'Itacaja'
# 171070	1	17	-5.78	-47.48	5896	0	'Itaguatins'
# 171090	1	17	-8.38	-48.11	3758	0	'Itapiratins'
# 171110	1	17	-8.57	-48.69	2435	0	'Itapora_Do_Tocantins'
# 171150	1	17	-12.65	-48.59	3819	0	'Jau_Do_Tocantins'
# 171180	1	17	-8.12	-49.10	2202	0	'Juarina'
# 171190	1	17	-10.79	-49.62	13034	0	'Lagoa_Da_Confusao'
# 171195	1	17	-10.30	-47.56	4237	0	'Lagoa_Do_Tocantins'
# 171200	1	17	-9.74	-48.36	3101	0	'Lajeado'
# 171215	1	17	-12.79	-46.51	1892	0	'Lavandeira'
# 171240	1	17	-9.59	-46.68	3748	0	'Lizarda'
# 171245	1	17	-6.19	-47.86	3060	0	'Luzinopolis'
# 171250	1	17	-9.80	-49.65	5094	0	'Marianopolis_Do_Tocantins'
# 171270	1	17	-10.54	-46.41	2638	0	'Mateiros'
# 171280	1	17	-5.95	-47.50	3403	0	'Maurilandia_Do_Tocantins'
# 171320	1	17	-9.57	-48.39	18566	0	'Miracema_Do_Tocantins'
# 171330	1	17	-9.52	-48.59	13375	0	'Miranorte'
# 171360	1	17	-10.76	-48.11	7827	0	'Monte_Do_Carmo'
# 171370	1	17	-10.01	-48.99	2263	0	'Monte_Santo_Do_Tocantins'
# 171380	1	17	-6.61	-47.56	6570	0	'Palmeiras_Do_Tocantins'
# 171395	1	17	-7.14	-48.61	3514	0	'Muricilandia'
# 171420	1	17	-11.71	-47.73	9239	0	'Natividade'
# 171430	1	17	-6.37	-47.67	3959	0	'Nazare'
# 171488	1	17	-7.63	-48.42	11719	0	'Nova_Olinda'
# 171500	1	17	-10.57	-48.91	4215	0	'Nova_Rosalandia'
# 171510	1	17	-9.97	-47.67	4287	0	'Novo_Acordo'
# 171515	1	17	-12.91	-46.58	2332	0	'Novo_Alegre'
# 171525	1	17	-11.82	-46.63	2698	0	'Novo_Jardim'
# 171550	1	17	-10.71	-48.91	1106	0	'Oliveira_De_Fatima'
# 171570	1	17	-7.86	-47.93	5919	0	'Palmeirante'
# 171575	1	17	-13.04	-48.41	7641	0	'Palmeiropolis'
# 171610	1	17	-10.17	-48.89	50602	0	'Paraiso_Do_Tocantins'
# 171620	1	17	-12.62	-47.88	10461	0	'Parana'
# 171630	1	17	-7.54	-49.36	4831	0	'Pau_Darco'
# 171650	1	17	-8.96	-48.18	13380	0	'Pedro_Afonso'
# 171660	1	17	-12.03	-48.54	11623	0	'Peixe'
# 171665	1	17	-8.59	-48.94	5443	0	'Pequizeiro'
# 171670	1	17	-8.73	-48.76	8270	0	'Colmeia'
# 171700	1	17	-11.14	-47.58	4464	0	'Pindorama_Do_Tocantins'
# 171720	1	17	-6.77	-48.29	3023	0	'Piraque'
# 171750	1	17	-10.44	-49.17	7564	0	'Pium'
# 171780	1	17	-12.09	-46.47	4601	0	'Ponte_Alta_Do_Bom_Jesus'
# 171790	1	17	-10.74	-47.54	7961	0	'Ponte_Alta_Do_Tocantins'
# 171800	1	17	-11.61	-47.05	3108	0	'Porto_Alegre_Do_Tocantins'
# 171820	1	17	-10.71	-48.41	52700	0	'Porto_Nacional'
# 171830	1	17	-5.40	-47.81	8365	0	'Praia_Norte'
# 171840	1	17	-8.53	-48.50	3692	0	'Presidente_Kennedy'
# 171845	1	17	-10.42	-48.89	2659	0	'Pugmil'
# 171850	1	17	-8.74	-47.24	4244	0	'Recursolandia'
# 171855	1	17	-6.44	-48.14	4604	0	'Riachinho'
# 171865	1	17	-11.40	-46.88	2088	0	'Rio_Da_Conceicao'
# 171870	1	17	-9.34	-48.53	2811	0	'Rio_Dos_Bois'
# 171875	1	17	-9.35	-47.90	6468	0	'Rio_Sono'
# 171880	1	17	-5.35	-47.88	4627	0	'Sampaio'
# 171884	1	17	-12.54	-49.93	3378	0	'Sandolandia'
# 171886	1	17	-7.15	-48.69	7426	0	'Santa_Fe_Do_Araguaia'
# 171888	1	17	-8.77	-47.75	3381	0	'Santa_Maria_Do_Tocantins'
# 171889	1	17	-10.87	-48.91	2344	0	'Santa_Rita_Do_Tocantins'
# 171890	1	17	-11.45	-48.12	4811	0	'Santa_Rosa_Do_Tocantins'
# 171900	1	17	-10.28	-47.81	2834	0	'Santa_Tereza_Do_Tocantins'
# 172000	1	17	-6.44	-47.68	2528	0	'Santa_Terezinha_Do_Tocantins'
# 172010	1	17	-6.05	-47.92	5256	0	'Sao_Bento_Do_Tocantins'
# 172015	1	17	-10.17	-46.65	1572	0	'Sao_Felix_Do_Tocantins'
# 172020	1	17	-5.55	-47.57	11967	0	'Sao_Miguel_Do_Tocantins'
# 172025	1	17	-12.75	-48.23	3070	0	'Sao_Salvador_Do_Tocantins'
# 172030	1	17	-5.26	-48.20	4757	0	'Sao_Sebastiao_Do_Tocantins'
# 172049	1	17	-11.97	-48.23	4017	0	'Sao_Valerio'
# 172065	1	17	-11.15	-48.18	5378	0	'Silvanopolis'
# 172080	1	17	-5.60	-47.64	9078	0	'Sitio_Novo_Do_Tocantins'
# 172085	1	17	-11.99	-48.91	1946	0	'Sucupira'
# 172090	1	17	-12.40	-46.44	16538	0	'Taguatinga'
# 172093	1	17	-12.19	-46.98	2131	0	'Taipas_Do_Tocantins'
# 172097	1	17	-12.79	-49.09	2773	0	'Talisma'
# 172100	1	17	-10.16	-48.35	291855	1	'Palmas'
# 172110	1	17	-9.56	-48.38	7471	0	'Tocantinia'
# 172120	1	17	-6.33	-47.43	22896	0	'Tocantinopolis'
# 172125	1	17	-8.98	-48.21	1860	0	'Tupirama'
# 172130	1	17	-8.40	-48.12	2613	0	'Tupiratins'
# 172208	1	17	-6.85	-47.96	11631	0	'Wanderlandia'
# 172210	1	17	-6.41	-48.53	11561	0	'Xambioa'
;

end;
