# =========================================================
# Problema: Projeto de rede de especialistas 3 niveis
# Joao Flavio F. Almeida, 	<joao.flavio@dep.ufmg.br>
# Horacio Faria <horaciofaria@gmail.com>
# Leonardo <leomarie@gmail.com>
# Hugo Rodrigues <hugonr@gmail.com>
# Virginia 			<vmmagalhaes@nescon.medicina.ufmg.br>
# Data   : 01/02/2021
# Versao: 12.0: Estado (42 - Santa Catarina)
# ==========================================================

data;

param Distmax:=
1 80  # 80
2 140 # + 120
3 200; # + 200

# Minimal population on destination municipality (j) 
param POPmin:=
1	0
2	10000
3	30000
;

param DurUpper:=
1 0.51 
2 2.0 
3 2.4; 


# Municipios selecionados que já possuem infraestrutura de nível 3
set S3:=
#	co_municipio	#	no_municipio	qtd_realizado
	421660	#	SAO JOSE	1643
	420910	#	JOINVILLE	1293
	420820	#	ITAJAI	1206
	421950	#	XANXERE	1140
	420240	#	BLUMENAU	1070
	420540	#	FLORIANOPOLIS	699
	421870	#	TUBARAO	606
	420460	#	CRICIUMA	605
	421480	#	RIO DO SUL	449
	421010	#	MAFRA	333
	420930	#	LAGES	288
	420890	#	JARAGUA DO SUL	20
	420420	#	CHAPECO	12
	/* 420430	#	CONCORDIA	5 */
	/* 420480	#	CURITIBANOS	4 */
	/* 420850	#	ITUPORANGA	4 */
	420300	#	CACADOR	2
	/* 420900	#	JOACABA	2 */
	/* 421050	#	MARAVILHA	2 */
	/* 420290	#	BRUSQUE	1 */
	421580	#	SAO BENTO DO SUL	1
;


# CODIGO	REGIAO	ESTADO	LAT	LONG	POPULACAO 2018	CAP	MUNICIPIO
param: I :	RE	ES	lat	lng	POP	INFR	Mun :=
420515	4	42	-26.72	-49.48	4013	1	'Doutor_Pedrinho'
420517	4	42	-26.72	-52.56	3189	1	'Entre_Rios'
420519	4	42	-28.99	-49.64	2066	1	'Ermo'
420520	4	42	-27.27	-51.44	4407	1	'Erval_Velho'
420530	4	42	-26.86	-52.27	10686	0	'Faxinal_Dos_Guedes'
420535	4	42	-26.78	-53.34	1586	1	'Flor_Do_Sertao'
420540	4	42	-27.59	-48.55	492977	0	'Florianopolis'
420543	4	42	-26.65	-52.79	2525	1	'Formosa_Do_Sul'
420545	4	42	-28.74	-49.47	26368	1	'Forquilhinha'
420550	4	42	-27.02	-50.93	36299	0	'Fraiburgo'
420555	4	42	-27.17	-50.81	2077	1	'Frei_Rogerio'
420560	4	42	-26.46	-52.68	2956	1	'Galvao'
420570	4	42	-28.02	-48.61	22568	1	'Garopaba'
420580	4	42	-26.02	-48.85	17800	1	'Garuva'
420590	4	42	-26.92	-48.97	68465	0	'Gaspar'
420600	4	42	-27.32	-48.58	14333	1	'Governador_Celso_Ramos'
420610	4	42	-28.18	-49.22	6542	1	'Grao_Para'
420620	4	42	-28.33	-49.04	11423	1	'Gravatal'
420630	4	42	-27.06	-48.98	23272	1	'Guabiruba'
420640	4	42	-26.60	-53.52	10154	0	'Guaraciaba'
420650	4	42	-26.47	-48.99	43822	0	'Guaramirim'
420660	4	42	-26.38	-53.53	5141	0	'Guaruja_Do_Sul'
420665	4	42	-27.14	-52.78	4710	1	'Guatambu'
420670	4	42	-27.17	-51.50	22495	1	'Herval_Doeste'
420675	4	42	-27.18	-51.24	1959	1	'Ibiam'
420680	4	42	-27.09	-51.37	3227	1	'Ibicare'
420690	4	42	-27.05	-49.52	18802	0	'Ibirama'
420700	4	42	-28.71	-49.30	55581	0	'Icara'
420710	4	42	-26.90	-48.83	14005	1	'Ilhota'
420720	4	42	-28.34	-48.81	10326	0	'Imarui'
420730	4	42	-28.24	-48.67	44412	0	'Imbituba'
420740	4	42	-27.49	-49.43	6153	1	'Imbuia'
420750	4	42	-26.91	-49.24	67923	0	'Indaial'
420757	4	42	-27.00	-51.24	2927	1	'Iomere'
420760	4	42	-27.41	-51.77	4486	0	'Ipira'
420765	4	42	-27.00	-53.54	8945	0	'Ipora_Do_Oeste'
420768	4	42	-26.63	-52.45	7448	1	'Ipuacu'
420770	4	42	-27.07	-52.14	7565	0	'Ipumirim'
420775	4	42	-26.82	-53.28	4015	1	'Iraceminha'
420780	4	42	-27.02	-51.90	10339	0	'Irani'
420785	4	42	-26.66	-52.90	1952	1	'Irati'
420790	4	42	-26.24	-50.80	11155	0	'Irineopolis'
420800	4	42	-27.28	-52.33	6209	0	'Ita'
420810	4	42	-26.34	-49.91	21556	0	'Itaiopolis'
420820	4	42	-26.91	-48.66	215895	0	'Itajai'
420830	4	42	-27.10	-48.62	63250	0	'Itapema'
420840	4	42	-27.18	-53.71	16736	0	'Itapiranga'
420845	4	42	-26.01	-48.60	19963	1	'Itapoa'
420850	4	42	-27.41	-49.60	24812	0	'Ituporanga'
420860	4	42	-27.17	-51.74	3955	1	'Jabora'
420870	4	42	-29.00	-49.76	10457	0	'Jacinto_Machado'
420880	4	42	-28.62	-49.05	19755	0	'Jaguaruna'
420890	4	42	-26.49	-49.08	174158	0	'Jaragua_Do_Sul'
420895	4	42	-26.72	-52.86	1595	1	'Jardinopolis'
420900	4	42	-27.17	-51.51	29827	0	'Joacaba'
420910	4	42	-26.30	-48.85	583144	0	'Joinville'
420915	4	42	-26.95	-49.62	4985	1	'Jose_Boiteux'
420917	4	42	-26.39	-52.73	2110	1	'Jupia'
420920	4	42	-27.26	-51.56	2245	1	'Lacerdopolis'
420930	4	42	-27.82	-50.33	157743	0	'Lages'
420940	4	42	-28.48	-48.78	45500	0	'Laguna'
420945	4	42	-26.86	-52.57	1437	1	'Lajeado_Grande'
420950	4	42	-27.21	-49.76	6875	1	'Laurentino'
420960	4	42	-28.39	-49.39	15174	0	'Lauro_Muller'
420970	4	42	-26.93	-50.69	12099	0	'Lebon_Regis'
420980	4	42	-27.51	-49.29	3083	1	'Leoberto_Leal'
420985	4	42	-27.05	-52.08	4580	0	'Lindoia_Do_Sul'
420990	4	42	-27.16	-49.54	11942	1	'Lontras'
421000	4	42	-26.72	-48.93	12609	0	'Luiz_Alves'
421003	4	42	-27.13	-51.47	5686	0	'Luzerna'
421005	4	42	-26.86	-51.38	1784	1	'Macieira'
421010	4	42	-26.12	-49.80	56017	0	'Mafra'
421020	4	42	-27.42	-48.95	3430	1	'Major_Gercino'
421030	4	42	-26.36	-50.33	8048	0	'Major_Vieira'
421040	4	42	-28.85	-49.45	7207	1	'Maracaja'
421050	4	42	-26.76	-53.17	25403	0	'Maravilha'
421055	4	42	-26.80	-52.63	1846	1	'Marema'
421060	4	42	-26.60	-48.99	16704	0	'Massaranduba'
421070	4	42	-26.47	-51.16	2560	1	'Matos_Costa'
421080	4	42	-28.83	-49.63	7028	0	'Meleiro'
421085	4	42	-27.20	-50.07	2336	1	'Mirim_Doce'
421090	4	42	-26.78	-53.05	4200	0	'Modelo'
421100	4	42	-27.10	-53.40	11592	0	'Mondai'
421105	4	42	-27.22	-50.97	9824	1	'Monte_Carlo'
421110	4	42	-26.46	-50.23	8280	1	'Monte_Castelo'
421120	4	42	-28.65	-49.21	17642	0	'Morro_Da_Fumaca'
421125	4	42	-28.80	-49.72	2898	1	'Morro_Grande'
421130	4	42	-26.90	-48.65	79285	0	'Navegantes'
421140	4	42	-26.90	-52.91	4945	0	'Nova_Erechim'
421145	4	42	-26.94	-52.81	4333	1	'Nova_Itaberaba'
421150	4	42	-27.29	-48.93	14312	0	'Nova_Trento'
421160	4	42	-28.64	-49.50	14987	0	'Nova_Veneza'
421165	4	42	-26.45	-52.83	2481	1	'Novo_Horizonte'
421170	4	42	-28.36	-49.29	22785	0	'Orleans'
421175	4	42	-27.50	-50.11	18510	0	'Otacilio_Costa'
421180	4	42	-27.34	-51.62	7317	1	'Ouro'
421185	4	42	-26.70	-52.31	2227	1	'Ouro_Verde'
421187	4	42	-27.26	-52.50	1537	1	'Paial'
421189	4	42	-27.91	-50.11	2363	1	'Painel'
421190	4	42	-27.65	-48.67	168259	0	'Palhoca'
421200	4	42	-26.35	-53.28	7475	0	'Palma_Sola'
421205	4	42	-27.58	-50.16	2603	1	'Palmeira'
421210	4	42	-27.07	-53.16	16182	0	'Palmitos'
421220	4	42	-26.39	-50.16	19218	0	'Papanduva'
421223	4	42	-26.62	-53.68	3515	1	'Paraiso'
421225	4	42	-29.32	-49.73	8594	1	'Passo_De_Torres'
421227	4	42	-26.78	-52.06	4186	1	'Passos_Maia'
421230	4	42	-27.95	-48.68	7418	1	'Paulo_Lopes'
421240	4	42	-28.44	-49.19	4000	1	'Pedras_Grandes'
421250	4	42	-26.77	-48.65	31764	1	'Penha'
421260	4	42	-27.38	-51.91	2814	0	'Peritiba'
421265	4	42	-28.39	-48.87	10022	1	'Pescaria_Brava'
421270	4	42	-27.53	-49.69	5971	0	'Petrolandia'
421280	4	42	-26.77	-48.68	22511	1	'Balneario_Picarras'
421290	4	42	-26.85	-52.98	19906	0	'Pinhalzinho'
421300	4	42	-27.05	-51.23	3513	1	'Pinheiro_Preto'
421310	4	42	-27.42	-51.76	3965	1	'Piratuba'
421315	4	42	-27.07	-52.87	2850	1	'Planalto_Alegre'
421320	4	42	-26.74	-49.17	32874	0	'Pomerode'
421330	4	42	-27.47	-50.38	4714	0	'Ponte_Alta'
421335	4	42	-27.17	-50.47	3408	1	'Ponte_Alta_Do_Norte'
421340	4	42	-26.87	-52.01	11552	0	'Ponte_Serrada'
421350	4	42	-27.15	-48.60	20834	1	'Porto_Belo'
421360	4	42	-26.23	-51.08	35250	0	'Porto_Uniao'
421370	4	42	-27.25	-49.96	17189	0	'Pouso_Redondo'
421380	4	42	-29.20	-49.96	7326	0	'Praia_Grande'
421390	4	42	-27.22	-51.81	1590	1	'Presidente_Castello_Branco'
421400	4	42	-27.04	-49.62	17215	0	'Presidente_Getulio'
421410	4	42	-27.29	-49.40	2290	1	'Presidente_Nereu'
421415	4	42	-26.44	-53.60	2911	1	'Princesa'
421420	4	42	-26.74	-52.73	9946	0	'Quilombo'
421430	4	42	-27.68	-49.01	2868	1	'Rancho_Queimado'
421440	4	42	-26.90	-51.08	6208	1	'Rio_Das_Antas'
421450	4	42	-26.94	-50.14	5979	0	'Rio_Do_Campo'
421460	4	42	-27.19	-49.80	7456	1	'Rio_Do_Oeste'
421470	4	42	-26.75	-49.27	11542	0	'Rio_Dos_Cedros'
421480	4	42	-27.22	-49.64	70100	0	'Rio_Do_Sul'
421490	4	42	-28.13	-49.11	4601	0	'Rio_Fortuna'
421500	4	42	-26.26	-49.52	42106	0	'Rio_Negrinho'
421505	4	42	-27.86	-49.78	2482	1	'Rio_Rufino'
421507	4	42	-27.07	-53.33	4636	1	'Riqueza'
421510	4	42	-26.94	-49.30	11502	1	'Rodeio'
421520	4	42	-26.68	-53.32	4890	1	'Romelandia'
421530	4	42	-26.98	-50.00	7626	0	'Salete'
421535	4	42	-26.61	-53.06	3808	1	'Saltinho'
421540	4	42	-26.90	-51.41	4680	0	'Salto_Veloso'
421545	4	42	-28.63	-49.13	12446	1	'Sangao'
421550	4	42	-26.96	-50.42	16741	0	'Santa_Cecilia'
421555	4	42	-26.94	-53.62	2247	1	'Santa_Helena'
421560	4	42	-28.04	-49.13	2137	1	'Santa_Rosa_De_Lima'
421565	4	42	-29.14	-49.72	8338	1	'Santa_Rosa_Do_Sul'
421567	4	42	-26.78	-50.01	8801	1	'Santa_Terezinha'
421568	4	42	-26.62	-53.20	2484	1	'Santa_Terezinha_Do_Progresso'
421569	4	42	-26.63	-52.68	1286	1	'Santiago_Do_Sul'
421570	4	42	-27.69	-48.78	22905	0	'Santo_Amaro_Da_Imperatriz'
421575	4	42	-26.47	-52.97	2386	1	'Sao_Bernardino'
421580	4	42	-26.25	-49.39	83576	0	'Sao_Bento_Do_Sul'
421590	4	42	-27.90	-48.93	2862	0	'Sao_Bonifacio'
421600	4	42	-27.08	-53.02	11191	0	'Sao_Carlos'
421605	4	42	-27.28	-50.43	5499	1	'Sao_Cristovao_Do_Sul'
421610	4	42	-26.56	-52.54	9457	1	'Sao_Domingos'
421620	4	42	-26.24	-48.64	51677	0	'Sao_Francisco_Do_Sul'
421625	4	42	-27.10	-53.60	6359	0	'Sao_Joao_Do_Oeste'
421630	4	42	-27.30	-48.86	36244	0	'Sao_Joao_Batista'
421635	4	42	-26.62	-48.77	3707	1	'Sao_Joao_Do_Itaperiu'
421640	4	42	-29.22	-49.81	7280	1	'Sao_Joao_Do_Sul'
421650	4	42	-28.29	-49.94	26763	0	'Sao_Joaquim'
421660	4	42	-27.59	-48.62	242927	0	'Sao_Jose'
421670	4	42	-26.46	-53.50	13838	0	'Sao_Jose_Do_Cedro'
421680	4	42	-27.67	-50.58	8421	1	'Sao_Jose_Do_Cerrito'
421690	4	42	-26.36	-52.85	23857	0	'Sao_Lourenco_Do_Oeste'
421700	4	42	-28.33	-49.18	13165	1	'Sao_Ludgero'
421710	4	42	-28.16	-48.98	3189	0	'Sao_Martinho'
421715	4	42	-26.69	-53.25	1833	1	'Sao_Miguel_Da_Boa_Vista'
421720	4	42	-26.73	-53.52	40090	0	'Sao_Miguel_Do_Oeste'
421725	4	42	-27.57	-48.79	5709	0	'Sao_Pedro_De_Alcantara'
421730	4	42	-26.92	-53.00	9679	0	'Saudades'
421740	4	42	-26.42	-49.07	20728	1	'Schroeder'
421750	4	42	-27.15	-52.30	17506	0	'Seara'
421755	4	42	-26.72	-53.05	3270	1	'Serra_Alta'
421760	4	42	-28.60	-49.42	13920	1	'Sideropolis'
421770	4	42	-29.11	-49.63	30010	0	'Sombrio'
421775	4	42	-26.74	-52.96	2500	1	'Sul_Brasil'
421780	4	42	-27.12	-50.01	18302	0	'Taio'
421790	4	42	-27.10	-51.25	8691	0	'Tangara'
421795	4	42	-26.69	-53.16	1646	1	'Tigrinhos'
421800	4	42	-27.24	-48.63	37645	0	'Tijucas'
421810	4	42	-28.83	-49.84	5354	0	'Timbe_Do_Sul'
421820	4	42	-26.82	-49.28	43484	0	'Timbo'
421825	4	42	-26.62	-50.67	7812	1	'Timbo_Grande'
421830	4	42	-26.11	-50.31	19183	0	'Tres_Barras'
421835	4	42	-28.52	-49.46	3891	1	'Treviso'
421840	4	42	-28.56	-49.14	7070	0	'Treze_De_Maio'
421850	4	42	-27.00	-51.41	7687	1	'Treze_Tilias'
421860	4	42	-27.30	-49.79	7284	0	'Trombudo_Central'
421870	4	42	-28.48	-49.01	104937	0	'Tubarao'
421875	4	42	-26.97	-53.64	4561	0	'Tunapolis'
421880	4	42	-28.92	-49.68	12806	0	'Turvo'
421885	4	42	-26.76	-52.85	2517	1	'Uniao_Do_Oeste'
421890	4	42	-28.00	-49.59	11195	0	'Urubici'
421895	4	42	-27.95	-49.87	2472	1	'Urupema'
421900	4	42	-28.52	-49.32	21190	0	'Urussanga'
421910	4	42	-26.86	-52.15	3575	0	'Vargeao'
421915	4	42	-27.49	-50.98	2522	1	'Vargem'
421917	4	42	-27.00	-51.74	4534	1	'Vargem_Bonita'
421920	4	42	-27.40	-49.37	6347	0	'Vidal_Ramos'
421930	4	42	-27.01	-51.15	52510	0	'Videira'
421935	4	42	-26.88	-49.83	5014	0	'Vitor_Meireles'
421940	4	42	-26.93	-49.80	3932	0	'Witmarsum'
421950	4	42	-26.87	-52.40	50309	0	'Xanxere'
421960	4	42	-27.07	-52.34	3963	0	'Xavantina'
421970	4	42	-26.96	-52.53	28424	0	'Xaxim'
421985	4	42	-27.45	-51.55	3328	1	'Zortea'
422000	4	42	-28.80	-49.24	12570	1	'Balneario_Rincao'


# 420005	4	42	-27.61	-51.03	2577	0	'Abdon_Batista'
# 420010	4	42	-26.56	-52.34	17847	0	'Abelardo_Luz'
# 420020	4	42	-27.40	-49.83	10711	0	'Agrolandia'
# 420030	4	42	-27.27	-49.72	5385	0	'Agronomica'
# 420040	4	42	-27.00	-51.56	7138	0	'Agua_Doce'
# 420050	4	42	-27.08	-52.99	6455	0	'Aguas_De_Chapeco'
# 420055	4	42	-26.88	-52.86	2378	0	'Aguas_Frias'
# 420060	4	42	-27.71	-48.84	6378	0	'Aguas_Mornas'
# 420070	4	42	-27.71	-49.34	9984	0	'Alfredo_Wagner'
# 420075	4	42	-27.43	-51.91	1948	0	'Alto_Bela_Vista'
# 420080	4	42	-26.54	-53.33	5721	0	'Anchieta'
# 420090	4	42	-27.58	-48.98	4860	0	'Angelina'
# 420100	4	42	-27.68	-51.13	7313	0	'Anita_Garibaldi'
# 420110	4	42	-27.91	-49.13	3236	0	'Anitapolis'
# 420120	4	42	-27.51	-48.76	8411	0	'Antonio_Carlos'
# 420125	4	42	-27.04	-49.39	10636	0	'Apiuna'
# 420127	4	42	-27.16	-52.15	4266	0	'Arabuta'
# 420130	4	42	-26.38	-48.69	36710	0	'Araquari'
# 420140	4	42	-28.94	-49.48	67578	0	'Ararangua'
# 420150	4	42	-28.26	-49.01	8587	0	'Armazem'
# 420160	4	42	-26.93	-51.33	3551	0	'Arroio_Trinta'
# 420165	4	42	-27.07	-52.46	2246	0	'Arvoredo'
# 420170	4	42	-26.95	-49.39	7889	0	'Ascurra'
# 420180	4	42	-27.42	-49.78	3226	0	'Atalanta'
# 420190	4	42	-27.30	-49.64	5676	0	'Aurora'
# 420195	4	42	-28.98	-49.41	12705	0	'Balneario_Arroio_Do_Silva'
# 420200	4	42	-26.99	-48.63	138732	0	'Balneario_Camboriu'
# 420205	4	42	-26.46	-48.61	10550	0	'Balneario_Barra_Do_Sul'
# 420207	4	42	-29.16	-49.59	10692	0	'Balneario_Gaivota'
# 420208	4	42	-26.77	-53.64	2708	0	'Bandeirante'
# 420209	4	42	-26.65	-53.44	1704	0	'Barra_Bonita'
# 420210	4	42	-26.63	-48.68	28463	0	'Barra_Velha'
# 420213	4	42	-26.28	-50.46	6311	0	'Bela_Vista_Do_Toldo'
# 420215	4	42	-26.84	-53.58	2703	0	'Belmonte'
# 420220	4	42	-26.78	-49.36	11526	0	'Benedito_Novo'
# 420230	4	42	-27.49	-48.65	67458	0	'Biguacu'
# 420240	4	42	-26.92	-49.06	352460	0	'Blumenau'
# 420243	4	42	-27.74	-49.95	3460	0	'Bocaina_Do_Sul'
# 420245	4	42	-27.14	-48.52	19193	0	'Bombinhas'
# 420250	4	42	-28.34	-49.62	4712	0	'Bom_Jardim_Da_Serra'
# 420253	4	42	-26.74	-52.39	2961	0	'Bom_Jesus'
# 420257	4	42	-26.69	-53.10	2146	0	'Bom_Jesus_Do_Oeste'
# 420260	4	42	-27.80	-49.49	9870	0	'Bom_Retiro'
# 420270	4	42	-27.20	-49.08	5169	0	'Botuvera'
# 420280	4	42	-28.28	-49.16	33016	0	'Braco_Do_Norte'
# 420285	4	42	-27.36	-49.89	3718	0	'Braco_Do_Trombudo'
# 420287	4	42	-27.32	-50.84	2473	0	'Brunopolis'
# 420290	4	42	-27.10	-48.92	131703	0	'Brusque'
# 420300	4	42	-26.78	-51.02	77863	0	'Cacador'
# 420310	4	42	-27.07	-53.25	6167	0	'Caibi'
# 420315	4	42	-26.60	-51.10	3357	0	'Calmon'
# 420320	4	42	-27.03	-48.65	80834	0	'Camboriu'
# 420325	4	42	-27.94	-50.51	2556	0	'Capao_Alto'
# 420330	4	42	-26.19	-49.26	11974	0	'Campo_Alegre'
# 420340	4	42	-27.90	-50.76	7081	0	'Campo_Belo_Do_Sul'
# 420350	4	42	-26.39	-53.09	8636	0	'Campo_Ere'
# 420360	4	42	-27.40	-51.22	35930	0	'Campos_Novos'
# 420370	4	42	-27.27	-48.79	12080	0	'Canelinha'
# 420380	4	42	-26.18	-50.40	54319	0	'Canoinhas'
# 420390	4	42	-27.34	-51.61	22658	0	'Capinzal'
# 420395	4	42	-28.45	-48.96	24559	0	'Capivari_De_Baixo'
# 420400	4	42	-27.07	-51.66	10735	0	'Catanduvas'
# 420410	4	42	-27.16	-52.88	3735	0	'Caxambu_Do_Sul'
# 420415	4	42	-27.63	-51.34	2738	0	'Celso_Ramos'
# 420417	4	42	-27.80	-50.87	3181	0	'Cerro_Negro'
# 420419	4	42	-27.59	-49.54	2969	0	'Chapadao_Do_Lageado'
# 420420	4	42	-27.11	-52.62	216654	0	'Chapeco'
# 420425	4	42	-28.60	-49.33	16544	0	'Cocal_Do_Sul'
# 420430	4	42	-27.23	-52.02	74106	0	'Concordia'
# 420435	4	42	-26.99	-52.60	4385	0	'Cordilheira_Alta'
# 420440	4	42	-26.90	-52.71	10022	0	'Coronel_Freitas'
# 420445	4	42	-26.51	-52.67	2544	0	'Coronel_Martins'
# 420450	4	42	-26.43	-49.23	15709	0	'Corupa'
# 420455	4	42	-27.58	-50.36	13040	0	'Correia_Pinto'
# 420460	4	42	-28.67	-49.37	213023	0	'Criciuma'
# 420470	4	42	-26.89	-53.17	11053	0	'Cunha_Pora'
# 420475	4	42	-26.97	-53.09	1957	0	'Cunhatai'
# 420480	4	42	-27.28	-50.58	39595	0	'Curitibanos'
# 420490	4	42	-26.82	-53.50	8308	0	'Descanso'
