name,lat,lon
Bormes-les-Mimosas,43.1517,6.3431,
Le Lavandou,43.1378,6.3678,
Grimaud,43.2733,6.5217,
Le Plan-de-la-Tour,43.3406,6.5464,
La Môle,43.2083,6.4656,
Brignoles,43.4058,6.0617,
Lorgues,43.4933,6.3611,
Garéoult,43.3283,6.0461,
Rocbaron,43.3042,6.0908,
Le Val,43.4394,6.0731,
Salernes,43.5633,6.2339,
Flassans-sur-Issole,43.3686,6.2211,
Carnoules,43.3019,6.1886,
Besse-sur-Issole,43.3486,6.1764,
Barjols,43.5581,6.0075,
Néoules,43.3111,6.0128,
Bras,43.4719,5.9536,
Régusse,43.6553,6.1319,
Le Thoronet,43.4519,6.3039,
Seillons-Source-d’Argens,43.4964,5.8836,
La Roquebrussanne,43.3403,5.9764,
Aups,43.6283,6.2247,
Cotignac,43.5286,6.1494,
Cabasse,43.4261,6.2219,
La Celle,43.3942,6.0406,
Villecroze,43.5822,6.2764,
Tavernes,43.5936,6.0167,
Brue-Auriac,43.5275,5.9444,
Montfort-sur-Argens,43.4739,6.1219,
Varages,43.5975,5.96,
Entrecasteaux,43.5158,6.2419,
Salon-de-Provence,43.6406,5.0972,
Pélissanne,43.6314,5.1506,
Lançon-Provence,43.5925,5.1281,
Velaux,43.5225,5.2539,
Sénas,43.7444,5.0786,
Ventabren,43.5389,5.2931,
Grans,43.6086,5.0631,
Coudoux,43.5578,5.2483,
Lamanon,43.7019,5.0864,
Cornillon-Confoux,43.5625,5.0717,
Laragne-Montéglin,44.315,5.8217,
Serres,44.4286,5.715,
Caromb,44.1111,5.1078,
Bédoin,44.1233,5.1797,
Gargas,43.9019,5.3586,
Saint-Saturnin-lès-Apt,43.9442,5.3839,
Malaucène,44.1742,5.1322,
Mormoiron,44.0678,5.1836,
Gordes,43.9111,5.2003,
Sault,44.0911,5.4081,
Villes-sur-Auzon,44.0578,5.2336,
Entrechaux,44.2178,5.1381,
Venasque,43.9961,5.1467,
Contes,43.8119,7.3139,
Levens,43.8608,7.2244,
Sospel,43.8769,7.4483,
Saint-Martin-du-Var,43.8222,7.1922,
L’Escarène,43.8344,7.3567,
Roquebillière,44.0111,7.3069,
Blausasc,43.8047,7.3653,
Gilette,43.8494,7.1636,
Saint-Martin-Vésubie,44.0683,7.2558,
Lantosque,43.9733,7.3125,
Berre-les-Alpes,43.8303,7.3289,
La Tour-d’Aigues,43.7253,5.5478,
Vinon-sur-Verdon,43.7247,5.8119,
Saint-Julien,43.6939,5.9153,
Ginasservis,43.6708,5.8492,
La Verdière,43.6386,5.9358,
La Bastide-des-Jourdans,43.7853,5.6344,
La Motte-d’Aigues,43.7733,5.5211,
Mirabeau,43.7042,5.6561,
Grambois,43.7622,5.5886,
Céreste,43.8558,5.5872,
Corbières-en-Provence,43.7611,5.7514,
Beaumont-de-Pertuis,43.7375,5.6886,
Manosque,43.8342,5.7839,
Oraison,43.9172,5.9186,
Forcalquier,43.9592,5.7797,
Villeneuve,43.8942,5.8631,
Pierrevert,43.8114,5.7494,
Les Mées,44.0294,5.9764,
Sainte-Tulle,43.7861,5.7653,
Valensole,43.8381,5.9839,
Volx,43.8778,5.8417,
Peyruis,44.0289,5.9403,
Gréoux-les-Bains,43.7583,5.8836,
Riez,43.8181,6.0928,
Reillanne,43.8792,5.6592,
Mane,43.9383,5.7675,
Saint-Étienne-les-Orgues,44.0461,5.7803,
Saint-Michel-l’Observatoire,43.9097,5.7161,
La Brillanne,43.9267,5.8911,
Barcelonnette,44.3858,6.6525,
Jausiers,44.4178,6.7306,
Nice,43.7034,7.2663,
Saint-Laurent-du-Var,43.668,7.188,
Beausoleil,43.7419,7.4236,
Carros,43.7725,7.1933,
La Trinité,43.7408,7.3142,
Saint-André-de-la-Roche,43.74,7.2878,
Villefranche-sur-Mer,43.7042,7.3117,
Tourrette-Levens,43.7867,7.2758,
Drap,43.755,7.3214,
Cap-d’Ail,43.7211,7.4056,
Gattières,43.7594,7.1758,
Beaulieu-sur-Mer,43.7069,7.3314,
Colomars,43.7636,7.2222,
La Turbie,43.7456,7.4008,
Aspremont,43.7833,7.2442,
Èze,43.7278,7.3611,
Falicon,43.7489,7.2797,
Castagniers,43.7914,7.2317,
Saint-Jean-Cap-Ferrat,43.6878,7.3342,
Peillon,43.7686,7.3672,
Le Broc,43.8094,7.17,
Saint-Blaise,43.8217,7.2375,
Cantaron,43.7617,7.3186,
Sisteron,44.19,5.9464,
Peipin,44.1369,5.9567,
Mison,44.2675,5.8592,
Guillestre,44.6603,6.6492,
Crots,44.5336,6.4711,
Embrun,44.565,6.4953,
Seyne,44.3506,6.3564,
Châteauroux-les-Alpes,44.6144,6.5219,
Savines-le-Lac,44.5258,6.405,
Briançon,44.8958,6.635,
L’Argentière-la-Bessée,44.7944,6.5592,
Saint-Chaffrey,44.9261,6.6067,
Villar-Saint-Pancrace,44.8731,6.6272,
Saint-Martin-de-Queyrières,44.8403,6.5853,
Le Monêtier-les-Bains,44.9761,6.5086,
Pertuis,43.695,5.5036,
Lambesc,43.6539,5.2619,
Mallemort,43.7308,5.1794,
Le Puy-Sainte-Réparade,43.6633,5.4372,
Saint-Cannat,43.6214,5.2981,
La Roque-d’Anthéron,43.7147,5.3108,
Rognes,43.6644,5.3472,
Cadenet,43.735,5.3733,
Lauris,43.7469,5.3133,
Meyrargues,43.6356,5.5283,
Villelaure,43.7106,5.4339,
Charleval,43.7186,5.2456,
Alleins,43.7039,5.1617,
Mérindol,43.7558,5.2026,
Vernègues,43.6858,5.1714,
Cucuron,43.7733,5.4386,
Oppède le Vieux,43.8444,5.1689,
Bonnieux,43.8231,5.3069,
Goult,43.8633,5.2436,
Lourmarin,43.7639,5.3625,
Ansouis,43.7378,5.4633,
Puget-Théniers,43.9561,6.8936,
Castellane,43.8467,6.5133,
Annot,43.9653,6.6686,
Saint-André-les-Alpes,43.9681,6.5078,
Venelles,43.5983,5.4825,
Éguilles,43.5686,5.3542,
Peyrolles-en-Provence,43.6456,5.585,
Jouques,43.6369,5.6367,
Rians,43.6069,5.7572,
La Destrousse,43.3764,5.6067,
Le Tholonet,43.5217,5.5111,
Vauvenargues,43.5553,5.6028,
