NIVEL,CODIGO,DESTINO,COD_ESP,RECURSO,POP ATENDIDA,ATEND_FTE
1,6431189,Oletta,9,Radiotherapy,85328,0.00
1,2974157,Sotta,1,Physicians,4562,0.59
1,2974157,Sotta,2,Nurses,4562,2.87
1,2974157,Sotta,3,OtherCadres,4562,1.64
1,2974157,Sotta,4,CommunityBased,4562,1.60
1,2974157,Sotta,5,Beds,4562,0.00
1,2974157,Sotta,6,CTScanner,4562,0.00
1,2974157,Sotta,7,MRIUnit,4562,0.00
1,2974157,Sotta,8,Mammography,4562,0.00
1,2974157,Sotta,9,Radiotherapy,4562,0.00
1,2974365,Solenzara,1,Physicians,11691,1.52
1,2974365,Solenzara,2,Nurses,11691,7.37
1,2974365,Solenzara,3,OtherCadres,11691,4.21
1,2974365,Solenzara,4,CommunityBased,11691,4.09
1,2974365,Solenzara,5,Beds,11691,0.00
1,2974365,Solenzara,6,CTScanner,11691,0.00
1,2974365,Solenzara,7,MRIUnit,11691,0.00
1,2974365,Solenzara,8,Mammography,11691,0.00
1,2974365,Solenzara,9,Radiotherapy,11691,0.00
1,3028606,Cargèse,1,Physicians,1313,0.17
1,3028606,Cargèse,2,Nurses,1313,0.83
1,3028606,Cargèse,3,OtherCadres,1313,0.47
1,3028606,Cargèse,4,CommunityBased,1313,0.46
1,3028606,Cargèse,5,Beds,1313,0.00
1,3028606,Cargèse,6,CTScanner,1313,0.00
1,3028606,Cargèse,7,MRIUnit,1313,0.00
1,3028606,Cargèse,8,Mammography,1313,0.00
1,3028606,Cargèse,9,Radiotherapy,1313,0.00
1,2989579,Olmeto,1,Physicians,8157,1.06
1,2989579,Olmeto,2,Nurses,8157,5.14
1,2989579,Olmeto,3,OtherCadres,8157,2.94
1,2989579,Olmeto,4,CommunityBased,8157,2.85
1,2989579,Olmeto,5,Beds,8157,0.00
1,2989579,Olmeto,6,CTScanner,8157,0.00
1,2989579,Olmeto,7,MRIUnit,8157,0.00
1,2989579,Olmeto,8,Mammography,8157,0.00
1,2989579,Olmeto,9,Radiotherapy,8157,0.00
1,2998221,Linguizzetta,1,Physicians,7480,0.97
1,2998221,Linguizzetta,2,Nurses,7480,4.71
1,2998221,Linguizzetta,3,OtherCadres,7480,2.69
1,2998221,Linguizzetta,4,CommunityBased,7480,2.62
1,2998221,Linguizzetta,5,Beds,7480,0.00
1,2998221,Linguizzetta,6,CTScanner,7480,0.00
1,2998221,Linguizzetta,7,MRIUnit,7480,0.00
1,2998221,Linguizzetta,8,Mammography,7480,0.00
1,2998221,Linguizzetta,9,Radiotherapy,7480,0.00
1,2976121,Santa-Reparata-di-Balagna,1,Physicians,15327,1.99
1,2976121,Santa-Reparata-di-Balagna,2,Nurses,15327,9.66
1,2976121,Santa-Reparata-di-Balagna,3,OtherCadres,15327,5.52
1,2976121,Santa-Reparata-di-Balagna,4,CommunityBased,15327,5.36
1,2976121,Santa-Reparata-di-Balagna,5,Beds,15327,0.00
1,2976121,Santa-Reparata-di-Balagna,6,CTScanner,15327,0.00
1,2976121,Santa-Reparata-di-Balagna,7,MRIUnit,15327,0.00
1,2976121,Santa-Reparata-di-Balagna,8,Mammography,15327,0.00
1,2976121,Santa-Reparata-di-Balagna,9,Radiotherapy,15327,0.00
2,3227183,Ajaccio,1,Physicians,104060,38.06
2,3227183,Ajaccio,2,Nurses,104060,21.95
2,3227183,Ajaccio,3,OtherCadres,104060,52.69
2,3227183,Ajaccio,4,CommunityBased,104060,0.00
2,3227183,Ajaccio,5,Beds,104060,87.09
2,3227183,Ajaccio,6,CTScanner,104060,0.37
2,3227183,Ajaccio,7,MRIUnit,104060,0.26
2,3227183,Ajaccio,8,Mammography,104060,0.12
2,3227183,Ajaccio,9,Radiotherapy,104060,0.01
2,2985947,Porto-Vecchio,1,Physicians,36228,7.52
2,2985947,Porto-Vecchio,2,Nurses,36228,4.34
2,2985947,Porto-Vecchio,3,OtherCadres,36228,10.41
2,2985947,Porto-Vecchio,4,CommunityBased,36228,0.00
2,2985947,Porto-Vecchio,5,Beds,36228,17.21
2,2985947,Porto-Vecchio,6,CTScanner,36228,0.07
2,2985947,Porto-Vecchio,7,MRIUnit,36228,0.05
2,2985947,Porto-Vecchio,8,Mammography,36228,0.02
2,2985947,Porto-Vecchio,9,Radiotherapy,36228,0.00
2,2988658,Corte,1,Physicians,115603,5.87
2,2988658,Corte,2,Nurses,115603,3.39
2,2988658,Corte,3,OtherCadres,115603,8.13
2,2988658,Corte,4,CommunityBased,115603,0.00
2,2988658,Corte,5,Beds,115603,13.44
2,2988658,Corte,6,CTScanner,115603,0.06
2,2988658,Corte,7,MRIUnit,115603,0.04
2,2988658,Corte,8,Mammography,115603,0.02
2,2988658,Corte,9,Radiotherapy,115603,0.00
3,3227183,Ajaccio,1,Physicians,255891,55.72
3,3227183,Ajaccio,2,Nurses,255891,202.22
3,3227183,Ajaccio,3,OtherCadres,255891,64.71
3,3227183,Ajaccio,4,CommunityBased,255891,0.00
3,3227183,Ajaccio,5,Beds,255891,72.80
3,3227183,Ajaccio,6,CTScanner,255891,1.35
3,3227183,Ajaccio,7,MRIUnit,255891,1.07
3,3227183,Ajaccio,8,Mammography,255891,0.72
3,3227183,Ajaccio,9,Radiotherapy,255891,0.36
